#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 5.03285e+12	3.35e-02	9.05e-01	6.09e-02	2.22e-04	5.26e-07	0.00e+00	0.00e+00	0.00e+00
 3.01971e+13	3.36e-02	9.05e-01	6.09e-02	2.22e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.30854e+14	3.38e-02	9.05e-01	6.08e-02	2.22e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.33482e+14	3.47e-02	9.05e-01	6.01e-02	2.16e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.27432e+15	3.62e-02	9.03e-01	6.03e-02	2.19e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.23740e+15	3.79e-02	9.03e-01	5.93e-02	2.13e-04	5.00e-07	0.00e+00	0.00e+00	0.00e+00
 3.48941e+15	4.02e-02	9.03e-01	5.70e-02	1.98e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.11703e+15	4.32e-02	9.03e-01	5.32e-02	1.73e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.94424e+15	4.64e-02	9.04e-01	4.91e-02	1.48e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.70371e+15	4.98e-02	9.06e-01	4.45e-02	1.22e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.05077e+16	5.38e-02	9.07e-01	3.95e-02	9.71e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.25392e+16	5.91e-02	9.07e-01	3.38e-02	7.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.48315e+16	6.63e-02	9.06e-01	2.78e-02	5.00e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71711e+16	7.54e-02	9.02e-01	2.22e-02	3.33e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.92497e+16	8.57e-02	8.96e-01	1.78e-02	2.24e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.10558e+16	9.71e-02	8.88e-01	1.44e-02	1.55e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.29768e+16	1.13e-01	8.76e-01	1.12e-02	1.03e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.50444e+16	1.34e-01	8.58e-01	8.36e-03	6.46e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67604e+16	1.57e-01	8.37e-01	6.42e-03	4.35e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.79765e+16	1.76e-01	8.19e-01	5.27e-03	3.29e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.89135e+16	1.92e-01	8.03e-01	4.49e-03	2.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.98023e+16	2.09e-01	7.87e-01	3.85e-03	2.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.07231e+16	2.28e-01	7.68e-01	3.27e-03	1.78e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.16283e+16	2.48e-01	7.49e-01	2.78e-03	1.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.24607e+16	2.68e-01	7.29e-01	2.38e-03	1.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.32239e+16	2.87e-01	7.11e-01	2.07e-03	1.07e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.39573e+16	3.06e-01	6.92e-01	1.80e-03	9.32e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.45540e+16	3.22e-01	6.76e-01	1.61e-03	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.49635e+16	3.33e-01	6.66e-01	1.49e-03	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.53601e+16	3.43e-01	6.55e-01	1.38e-03	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.58452e+16	3.57e-01	6.42e-01	1.26e-03	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.63820e+16	3.72e-01	6.27e-01	1.13e-03	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.68955e+16	3.86e-01	6.13e-01	1.03e-03	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.73779e+16	4.01e-01	5.99e-01	9.30e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.78555e+16	4.14e-01	5.85e-01	8.49e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.83593e+16	4.28e-01	5.71e-01	7.70e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.89027e+16	4.44e-01	5.55e-01	6.87e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.94349e+16	4.59e-01	5.40e-01	6.20e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99501e+16	4.74e-01	5.26e-01	5.60e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04899e+16	4.90e-01	5.10e-01	5.00e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.10360e+16	5.05e-01	4.95e-01	4.50e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.15890e+16	5.21e-01	4.79e-01	4.01e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.21485e+16	5.36e-01	4.64e-01	3.60e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.27141e+16	5.52e-01	4.48e-01	3.20e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.32964e+16	5.67e-01	4.33e-01	2.86e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.38933e+16	5.83e-01	4.17e-01	2.52e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.44911e+16	5.98e-01	4.02e-01	2.24e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.50810e+16	6.13e-01	3.87e-01	1.99e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.56847e+16	6.27e-01	3.73e-01	1.77e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.63233e+16	6.43e-01	3.57e-01	1.55e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.69717e+16	6.58e-01	3.42e-01	1.37e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.76006e+16	6.72e-01	3.28e-01	1.21e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.82412e+16	6.85e-01	3.15e-01	1.07e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.89115e+16	7.00e-01	3.00e-01	9.38e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.95843e+16	7.13e-01	2.87e-01	8.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.02398e+16	7.25e-01	2.75e-01	7.35e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.09156e+16	7.38e-01	2.62e-01	6.43e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.15982e+16	7.49e-01	2.51e-01	5.71e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.22671e+16	7.59e-01	2.41e-01	5.09e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.29416e+16	7.70e-01	2.30e-01	4.50e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.36504e+16	7.81e-01	2.19e-01	3.97e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.43918e+16	7.91e-01	2.09e-01	3.52e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.50869e+16	8.00e-01	2.00e-01	3.15e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.57445e+16	8.08e-01	1.92e-01	2.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.65017e+16	8.18e-01	1.82e-01	2.50e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.73791e+16	8.27e-01	1.73e-01	2.18e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.81703e+16	8.36e-01	1.64e-01	1.95e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.88710e+16	8.42e-01	1.58e-01	1.77e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.97075e+16	8.50e-01	1.50e-01	1.56e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.06738e+16	8.58e-01	1.42e-01	1.37e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.15515e+16	8.65e-01	1.35e-01	1.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.23500e+16	8.70e-01	1.30e-01	1.11e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.32988e+16	8.77e-01	1.23e-01	9.88e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.43809e+16	8.84e-01	1.16e-01	8.68e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.53681e+16	8.90e-01	1.10e-01	7.81e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.62138e+16	8.94e-01	1.06e-01	7.17e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71384e+16	8.99e-01	1.01e-01	6.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.81921e+16	9.05e-01	9.55e-02	5.80e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.91935e+16	9.09e-01	9.06e-02	5.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.00863e+16	9.13e-01	8.71e-02	4.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.09831e+16	9.16e-01	8.36e-02	4.46e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.19348e+16	9.20e-01	7.97e-02	4.09e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.28719e+16	9.24e-01	7.61e-02	3.76e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.37519e+16	9.27e-01	7.25e-02	3.46e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.45538e+16	9.30e-01	6.96e-02	3.23e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.53239e+16	9.33e-01	6.69e-02	3.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.60843e+16	9.35e-01	6.45e-02	2.85e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.68719e+16	9.38e-01	6.20e-02	2.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.76687e+16	9.41e-01	5.91e-02	2.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
