#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 2.69382e+17	8.61e-02	8.91e-01	2.31e-02	3.90e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.71601e+17	9.65e-02	8.85e-01	1.90e-02	3.02e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.73758e+17	1.08e-01	8.76e-01	1.55e-02	2.36e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.75868e+17	1.22e-01	8.66e-01	1.25e-02	1.86e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.77952e+17	1.37e-01	8.53e-01	1.01e-02	1.48e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.80000e+17	1.55e-01	8.37e-01	7.99e-03	1.19e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.81900e+17	1.74e-01	8.19e-01	6.36e-03	9.71e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.83545e+17	1.93e-01	8.02e-01	5.17e-03	8.22e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.84981e+17	2.11e-01	7.84e-01	4.28e-03	7.15e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.86335e+17	2.30e-01	7.66e-01	3.57e-03	6.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.87664e+17	2.50e-01	7.47e-01	2.96e-03	5.57e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.88702e+17	2.68e-01	7.30e-01	2.54e-03	5.06e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.89349e+17	2.78e-01	7.19e-01	2.31e-03	4.81e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.89962e+17	2.88e-01	7.09e-01	2.12e-03	4.58e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.90757e+17	3.03e-01	6.95e-01	1.87e-03	4.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.91624e+17	3.20e-01	6.78e-01	1.63e-03	3.95e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.92378e+17	3.35e-01	6.63e-01	1.45e-03	3.70e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.93029e+17	3.48e-01	6.50e-01	1.31e-03	3.51e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.93700e+17	3.63e-01	6.36e-01	1.17e-03	3.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.94442e+17	3.79e-01	6.20e-01	1.03e-03	3.11e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.95186e+17	3.96e-01	6.03e-01	9.09e-04	2.92e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.95870e+17	4.12e-01	5.87e-01	8.07e-04	2.75e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.96521e+17	4.26e-01	5.73e-01	7.23e-04	2.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.97202e+17	4.43e-01	5.57e-01	6.41e-04	2.46e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.97919e+17	4.60e-01	5.40e-01	5.64e-04	2.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.98616e+17	4.77e-01	5.23e-01	4.97e-04	2.17e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.99281e+17	4.93e-01	5.07e-01	4.43e-04	2.06e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.99950e+17	5.09e-01	4.91e-01	3.92e-04	1.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.00651e+17	5.25e-01	4.74e-01	3.47e-04	1.83e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.01364e+17	5.43e-01	4.57e-01	3.04e-04	1.72e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.02062e+17	5.59e-01	4.41e-01	2.69e-04	1.63e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.02750e+17	5.75e-01	4.25e-01	2.38e-04	1.53e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.03460e+17	5.90e-01	4.09e-01	2.11e-04	1.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.04201e+17	6.07e-01	3.93e-01	1.85e-04	1.36e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.04938e+17	6.22e-01	3.78e-01	1.64e-04	1.28e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.05662e+17	6.37e-01	3.63e-01	1.45e-04	1.21e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.06384e+17	6.51e-01	3.49e-01	1.29e-04	1.14e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.07137e+17	6.64e-01	3.36e-01	1.16e-04	1.09e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.07935e+17	6.79e-01	3.21e-01	1.02e-04	1.02e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.08737e+17	6.91e-01	3.09e-01	9.16e-05	9.66e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.09551e+17	7.04e-01	2.96e-01	8.19e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.10415e+17	7.16e-01	2.84e-01	7.34e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.11259e+17	7.28e-01	2.72e-01	6.64e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.12099e+17	7.37e-01	2.63e-01	6.05e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.13092e+17	7.48e-01	2.52e-01	5.48e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.14227e+17	7.60e-01	2.40e-01	4.92e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.15329e+17	7.69e-01	2.31e-01	4.49e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.16482e+17	7.79e-01	2.21e-01	4.10e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.17944e+17	7.88e-01	2.11e-01	3.72e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.19476e+17	7.98e-01	2.02e-01	3.41e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.20969e+17	8.06e-01	1.94e-01	3.15e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.22624e+17	8.13e-01	1.87e-01	2.94e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.24606e+17	8.21e-01	1.79e-01	2.73e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.26996e+17	8.29e-01	1.71e-01	2.51e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.29638e+17	8.37e-01	1.63e-01	2.31e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.32430e+17	8.45e-01	1.55e-01	2.14e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.35324e+17	8.53e-01	1.47e-01	1.97e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.38207e+17	8.59e-01	1.41e-01	1.85e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.41081e+17	8.66e-01	1.34e-01	1.71e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.43890e+17	8.72e-01	1.28e-01	1.61e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.46581e+17	8.78e-01	1.22e-01	1.51e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.49187e+17	8.84e-01	1.16e-01	1.42e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.51633e+17	8.89e-01	1.11e-01	1.35e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.53951e+17	8.94e-01	1.06e-01	1.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.56133e+17	8.98e-01	1.02e-01	1.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.58268e+17	9.03e-01	9.72e-02	1.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.60348e+17	9.07e-01	9.34e-02	1.11e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.62319e+17	9.11e-01	8.92e-02	1.07e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.64180e+17	9.14e-01	8.56e-02	1.02e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.65938e+17	9.18e-01	8.24e-02	9.86e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.67661e+17	9.21e-01	7.88e-02	9.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.69331e+17	9.24e-01	7.55e-02	9.14e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.70901e+17	9.27e-01	7.27e-02	8.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.72354e+17	9.30e-01	7.01e-02	8.57e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.73750e+17	9.32e-01	6.78e-02	8.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.75320e+17	9.36e-01	6.43e-02	8.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.76814e+17	9.38e-01	6.16e-02	7.75e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.77943e+17	9.40e-01	5.96e-02	7.56e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.78964e+17	9.42e-01	5.80e-02	7.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.80131e+17	9.44e-01	5.55e-02	7.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.81315e+17	9.47e-01	5.32e-02	6.97e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.82268e+17	9.48e-01	5.16e-02	6.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.83182e+17	9.50e-01	4.99e-02	6.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.84106e+17	9.52e-01	4.85e-02	6.55e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.85032e+17	9.54e-01	4.62e-02	6.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.85883e+17	9.55e-01	4.45e-02	6.19e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.86553e+17	9.56e-01	4.38e-02	6.12e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.87259e+17	9.58e-01	4.22e-02	5.98e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.87987e+17	9.59e-01	4.06e-02	5.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.88584e+17	9.60e-01	3.99e-02	5.77e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.89200e+17	9.60e-01	3.95e-02	5.74e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.90001e+17	9.62e-01	3.83e-02	5.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.90915e+17	9.64e-01	3.63e-02	5.46e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.91650e+17	9.65e-01	3.47e-02	5.33e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.92115e+17	9.66e-01	3.43e-02	5.29e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.92553e+17	9.66e-01	3.37e-02	5.23e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.93123e+17	9.68e-01	3.23e-02	5.10e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.93658e+17	9.69e-01	3.08e-02	4.98e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.94022e+17	9.69e-01	3.06e-02	4.95e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.94368e+17	9.69e-01	3.06e-02	4.92e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.94817e+17	9.70e-01	2.98e-02	4.85e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.95324e+17	9.72e-01	2.82e-02	4.71e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.95715e+17	9.73e-01	2.71e-02	4.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.95958e+17	9.73e-01	2.69e-02	4.58e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.96196e+17	9.73e-01	2.67e-02	4.56e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.96507e+17	9.74e-01	2.61e-02	4.51e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.96880e+17	9.75e-01	2.50e-02	4.40e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.97198e+17	9.76e-01	2.40e-02	4.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.97399e+17	9.76e-01	2.37e-02	4.28e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.97582e+17	9.76e-01	2.35e-02	4.25e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.97819e+17	9.77e-01	2.32e-02	4.22e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.98128e+17	9.78e-01	2.20e-02	4.12e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.98405e+17	9.79e-01	2.09e-02	4.02e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.98565e+17	9.79e-01	2.08e-02	3.99e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.98700e+17	9.79e-01	2.06e-02	3.97e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.98875e+17	9.80e-01	2.03e-02	3.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99103e+17	9.80e-01	1.98e-02	3.89e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99371e+17	9.82e-01	1.83e-02	3.74e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99569e+17	9.82e-01	1.75e-02	3.65e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99663e+17	9.83e-01	1.75e-02	3.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99744e+17	9.83e-01	1.75e-02	3.63e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99848e+17	9.83e-01	1.74e-02	3.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.99985e+17	9.83e-01	1.71e-02	3.59e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00159e+17	9.83e-01	1.67e-02	3.56e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00316e+17	9.84e-01	1.59e-02	3.47e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00412e+17	9.84e-01	1.56e-02	3.44e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00489e+17	9.84e-01	1.56e-02	3.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00581e+17	9.85e-01	1.54e-02	3.40e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00702e+17	9.85e-01	1.51e-02	3.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00836e+17	9.86e-01	1.44e-02	3.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.00943e+17	9.87e-01	1.35e-02	3.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01006e+17	9.87e-01	1.33e-02	3.15e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01062e+17	9.87e-01	1.32e-02	3.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01133e+17	9.87e-01	1.30e-02	3.11e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01226e+17	9.87e-01	1.28e-02	3.08e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01346e+17	9.88e-01	1.18e-02	2.95e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01475e+17	9.94e-01	5.54e-03	1.70e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01592e+17	9.95e-01	5.00e-03	1.54e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01699e+17	9.95e-01	4.68e-03	1.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01795e+17	9.95e-01	4.53e-03	1.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01884e+17	9.96e-01	4.44e-03	1.39e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.01964e+17	9.96e-01	4.36e-03	1.36e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02052e+17	9.96e-01	4.32e-03	1.35e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02166e+17	9.96e-01	4.11e-03	1.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02290e+17	9.96e-01	3.89e-03	1.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02402e+17	9.96e-01	3.78e-03	1.20e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02504e+17	9.96e-01	3.71e-03	1.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02613e+17	9.96e-01	3.64e-03	1.17e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02744e+17	9.96e-01	3.51e-03	1.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.02883e+17	9.97e-01	3.37e-03	1.09e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03008e+17	9.97e-01	3.29e-03	1.07e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03123e+17	9.97e-01	3.23e-03	1.05e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03232e+17	9.97e-01	3.17e-03	1.04e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03345e+17	9.97e-01	3.11e-03	1.02e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03462e+17	9.97e-01	3.03e-03	1.00e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03574e+17	9.97e-01	2.97e-03	9.85e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03675e+17	9.97e-01	2.93e-03	9.77e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03784e+17	9.97e-01	2.88e-03	9.62e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.03913e+17	9.97e-01	2.79e-03	9.42e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04040e+17	9.97e-01	2.71e-03	9.22e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04155e+17	9.97e-01	2.66e-03	9.08e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04262e+17	9.97e-01	2.63e-03	9.01e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04379e+17	9.97e-01	2.59e-03	8.94e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04524e+17	9.97e-01	2.51e-03	8.74e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04676e+17	9.98e-01	2.42e-03	8.55e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04815e+17	9.98e-01	2.38e-03	8.47e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.04942e+17	9.98e-01	2.34e-03	8.40e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.05069e+17	9.98e-01	2.31e-03	8.33e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.05209e+17	9.98e-01	2.26e-03	8.27e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.05353e+17	9.98e-01	2.20e-03	8.14e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.05478e+17	9.98e-01	2.16e-03	8.10e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
