#depth	S  1	S  2	S  3	S  4	S  5	S  6	S  7	S  8	S  9	S 10	S 11	S 12	S 13	S 14	S 15	S 16	S 17
 1.39166e+14	2.14e-07	3.28e-03	2.57e-01	5.25e-01	1.15e-01	7.28e-02	2.67e-02	5.79e-04	1.25e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.34996e+14	2.15e-07	3.29e-03	2.58e-01	5.25e-01	1.15e-01	7.26e-02	2.66e-02	5.75e-04	1.23e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.61831e+15	2.17e-07	3.31e-03	2.58e-01	5.26e-01	1.14e-01	7.22e-02	2.63e-02	5.65e-04	1.21e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.47516e+16	2.24e-07	3.39e-03	2.61e-01	5.28e-01	1.11e-01	7.05e-02	2.52e-02	5.33e-04	1.12e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.52368e+16	2.44e-07	3.60e-03	2.66e-01	5.35e-01	1.07e-01	6.64e-02	2.25e-02	4.50e-04	8.91e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.85660e+16	2.63e-07	3.78e-03	2.70e-01	5.41e-01	1.02e-01	6.29e-02	2.04e-02	3.87e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.42879e+16	2.81e-07	3.96e-03	2.76e-01	5.45e-01	9.61e-02	6.00e-02	1.88e-02	3.44e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.16422e+17	3.02e-07	4.17e-03	2.83e-01	5.49e-01	8.94e-02	5.69e-02	1.72e-02	3.06e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.51087e+17	3.20e-07	4.35e-03	2.90e-01	5.53e-01	8.27e-02	5.41e-02	1.57e-02	2.73e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.81588e+17	3.32e-07	4.48e-03	2.96e-01	5.56e-01	7.70e-02	5.22e-02	1.48e-02	2.54e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.13786e+17	3.50e-07	4.67e-03	3.06e-01	5.55e-01	7.09e-02	5.01e-02	1.40e-02	2.38e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.48133e+17	3.67e-07	4.85e-03	3.15e-01	5.54e-01	6.49e-02	4.80e-02	1.30e-02	2.21e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.77385e+17	3.83e-07	5.02e-03	3.25e-01	5.51e-01	6.01e-02	4.63e-02	1.23e-02	2.07e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.02200e+17	4.03e-07	5.21e-03	3.35e-01	5.47e-01	5.60e-02	4.47e-02	1.16e-02	1.94e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.25172e+17	4.38e-07	5.52e-03	3.48e-01	5.42e-01	5.19e-02	4.24e-02	1.07e-02	1.73e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.45937e+17	4.69e-07	5.79e-03	3.59e-01	5.36e-01	4.86e-02	4.05e-02	9.86e-03	1.56e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
