#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 5.10412e+13	2.93e-05	2.94e-02	6.74e-01	2.79e-01	1.62e-02	3.95e-04	0.00e+00	0.00e+00
 3.06247e+14	2.94e-05	2.95e-02	6.74e-01	2.79e-01	1.62e-02	3.93e-04	6.40e-08	0.00e+00
 1.32707e+15	2.95e-05	2.95e-02	6.75e-01	2.79e-01	1.60e-02	3.88e-04	0.00e+00	0.00e+00
 5.41037e+15	3.02e-05	2.97e-02	6.81e-01	2.74e-01	1.53e-02	3.67e-04	0.00e+00	0.00e+00
 1.29236e+16	3.18e-05	3.02e-02	6.89e-01	2.66e-01	1.40e-02	3.28e-04	0.00e+00	0.00e+00
 2.26909e+16	3.34e-05	3.06e-02	7.01e-01	2.56e-01	1.27e-02	2.90e-04	0.00e+00	0.00e+00
 3.53883e+16	3.53e-05	3.11e-02	7.16e-01	2.41e-01	1.11e-02	2.50e-04	0.00e+00	0.00e+00
 5.18950e+16	3.77e-05	3.20e-02	7.36e-01	2.22e-01	9.31e-03	2.07e-04	0.00e+00	0.00e+00
 7.33536e+16	4.17e-05	3.38e-02	7.62e-01	1.97e-01	7.30e-03	1.61e-04	0.00e+00	0.00e+00
 9.45818e+16	4.57e-05	3.54e-02	7.86e-01	1.73e-01	5.67e-03	1.25e-04	0.00e+00	0.00e+00
 1.10583e+17	5.07e-05	3.76e-02	8.02e-01	1.55e-01	4.58e-03	1.01e-04	0.00e+00	0.00e+00
 1.24261e+17	5.68e-05	4.03e-02	8.15e-01	1.41e-01	3.78e-03	8.30e-05	0.00e+00	0.00e+00
 1.37347e+17	6.46e-05	4.34e-02	8.25e-01	1.28e-01	3.11e-03	6.80e-05	0.00e+00	0.00e+00
 1.49254e+17	7.29e-05	4.66e-02	8.32e-01	1.18e-01	2.62e-03	5.69e-05	0.00e+00	0.00e+00
 1.62129e+17	8.43e-05	5.06e-02	8.39e-01	1.08e-01	2.16e-03	4.68e-05	0.00e+00	0.00e+00
 1.75475e+17	9.71e-05	5.48e-02	8.43e-01	9.98e-02	1.82e-03	3.90e-05	0.00e+00	0.00e+00
 1.87111e+17	1.10e-04	5.88e-02	8.46e-01	9.32e-02	1.57e-03	3.34e-05	0.00e+00	0.00e+00
 1.99915e+17	1.27e-04	6.36e-02	8.48e-01	8.68e-02	1.33e-03	2.82e-05	0.00e+00	0.00e+00
 2.13895e+17	1.46e-04	6.88e-02	8.49e-01	8.10e-02	1.14e-03	2.40e-05	0.00e+00	0.00e+00
 2.27050e+17	1.65e-04	7.37e-02	8.49e-01	7.63e-02	9.98e-04	2.10e-05	0.00e+00	0.00e+00
 2.41799e+17	1.93e-04	8.03e-02	8.48e-01	7.12e-02	8.59e-04	1.78e-05	0.00e+00	0.00e+00
 2.57048e+17	2.22e-04	8.67e-02	8.45e-01	6.69e-02	7.55e-04	1.54e-05	0.00e+00	0.00e+00
 2.70202e+17	2.49e-04	9.24e-02	8.43e-01	6.37e-02	6.85e-04	1.38e-05	0.00e+00	0.00e+00
 2.84557e+17	2.83e-04	9.94e-02	8.39e-01	6.03e-02	6.18e-04	1.22e-05	0.00e+00	0.00e+00
 3.00176e+17	3.25e-04	1.07e-01	8.35e-01	5.69e-02	5.59e-04	1.07e-05	0.00e+00	0.00e+00
 3.14199e+17	3.67e-04	1.15e-01	8.30e-01	5.40e-02	5.14e-04	9.51e-06	0.00e+00	0.00e+00
 3.26925e+17	4.12e-04	1.23e-01	8.25e-01	5.13e-02	4.77e-04	8.53e-06	0.00e+00	0.00e+00
 3.41203e+17	4.73e-04	1.33e-01	8.18e-01	4.82e-02	4.39e-04	7.48e-06	0.00e+00	0.00e+00
 3.56108e+17	5.45e-04	1.44e-01	8.10e-01	4.51e-02	4.03e-04	6.52e-06	0.00e+00	0.00e+00
 3.68419e+17	6.16e-04	1.54e-01	8.02e-01	4.26e-02	3.76e-04	5.79e-06	0.00e+00	0.00e+00
 3.79160e+17	6.90e-04	1.65e-01	7.94e-01	4.02e-02	3.52e-04	5.16e-06	0.00e+00	0.00e+00
 3.91268e+17	7.90e-04	1.78e-01	7.83e-01	3.74e-02	3.26e-04	4.49e-06	0.00e+00	0.00e+00
 4.04143e+17	9.16e-04	1.94e-01	7.71e-01	3.45e-02	2.99e-04	3.84e-06	0.00e+00	0.00e+00
 4.15088e+17	1.04e-03	2.09e-01	7.58e-01	3.20e-02	2.77e-04	3.34e-06	0.00e+00	0.00e+00
 4.24670e+17	1.18e-03	2.23e-01	7.45e-01	2.97e-02	2.57e-04	2.91e-06	0.00e+00	0.00e+00
 4.35406e+17	1.36e-03	2.42e-01	7.29e-01	2.70e-02	2.35e-04	2.47e-06	0.00e+00	0.00e+00
 4.46934e+17	1.60e-03	2.65e-01	7.09e-01	2.43e-02	2.12e-04	2.04e-06	0.00e+00	0.00e+00
 4.56908e+17	1.85e-03	2.87e-01	6.89e-01	2.18e-02	1.92e-04	1.70e-06	0.00e+00	0.00e+00
 4.65666e+17	2.12e-03	3.09e-01	6.69e-01	1.97e-02	1.75e-04	1.43e-06	0.00e+00	0.00e+00
 4.75422e+17	2.48e-03	3.36e-01	6.44e-01	1.74e-02	1.56e-04	1.15e-06	0.00e+00	0.00e+00
 4.86134e+17	2.98e-03	3.69e-01	6.13e-01	1.48e-02	1.35e-04	8.95e-07	0.00e+00	0.00e+00
 4.95713e+17	3.53e-03	4.03e-01	5.81e-01	1.27e-02	1.17e-04	0.00e+00	0.00e+00	0.00e+00
