#depth	S  1	S  2	S  3	S  4	S  5	S  6	S  7	S  8	S  9	S 10	S 11	S 12	S 13	S 14	S 15	S 16	S 17
 5.10412e+13	5.38e-06	2.58e-02	6.06e-01	3.35e-01	2.43e-02	8.08e-03	9.79e-04	4.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.06247e+14	5.39e-06	2.58e-02	6.06e-01	3.35e-01	2.43e-02	8.07e-03	9.76e-04	4.28e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.32707e+15	5.41e-06	2.59e-02	6.05e-01	3.35e-01	2.42e-02	8.04e-03	9.69e-04	4.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.41037e+15	5.51e-06	2.62e-02	6.07e-01	3.35e-01	2.36e-02	7.89e-03	9.41e-04	4.06e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.29236e+16	5.77e-06	2.69e-02	6.07e-01	3.34e-01	2.27e-02	7.59e-03	8.82e-04	3.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.26909e+16	6.02e-06	2.76e-02	6.09e-01	3.34e-01	2.15e-02	7.30e-03	8.27e-04	3.32e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.53883e+16	6.29e-06	2.84e-02	6.12e-01	3.31e-01	2.01e-02	6.99e-03	7.71e-04	2.99e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.18950e+16	6.62e-06	2.93e-02	6.18e-01	3.27e-01	1.84e-02	6.62e-03	7.08e-04	2.67e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.33536e+16	7.08e-06	3.06e-02	6.30e-01	3.17e-01	1.62e-02	6.14e-03	6.32e-04	2.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.45818e+16	7.49e-06	3.16e-02	6.40e-01	3.08e-01	1.44e-02	5.73e-03	5.69e-04	2.00e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
