#depth	S  1	S  2	S  3	S  4	S  5	S  6	S  7	S  8	S  9	S 10	S 11	S 12	S 13	S 14	S 15	S 16	S 17
 4.03196e+13	8.40e-05	7.23e-02	6.70e-01	2.16e-01	3.04e-02	1.05e-02	1.58e-03	1.70e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.41918e+14	8.39e-05	7.24e-02	6.69e-01	2.16e-01	3.03e-02	1.05e-02	1.58e-03	1.69e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.04831e+15	8.40e-05	7.25e-02	6.69e-01	2.16e-01	3.03e-02	1.05e-02	1.58e-03	1.70e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.27388e+15	8.52e-05	7.32e-02	6.69e-01	2.16e-01	3.00e-02	1.05e-02	1.56e-03	1.67e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.02089e+16	8.59e-05	7.42e-02	6.65e-01	2.18e-01	2.98e-02	1.06e-02	1.59e-03	1.71e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.79245e+16	8.76e-05	7.54e-02	6.64e-01	2.19e-01	2.92e-02	1.06e-02	1.57e-03	1.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.79547e+16	9.06e-05	7.71e-02	6.66e-01	2.17e-01	2.84e-02	1.03e-02	1.51e-03	1.59e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.09940e+16	9.50e-05	7.91e-02	6.70e-01	2.12e-01	2.74e-02	9.81e-03	1.42e-03	1.45e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.64044e+16	1.01e-04	8.16e-02	6.76e-01	2.05e-01	2.62e-02	9.15e-03	1.29e-03	1.27e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.21224e+16	1.09e-04	8.48e-02	6.86e-01	1.95e-01	2.48e-02	8.31e-03	1.13e-03	1.06e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.63142e+16	1.19e-04	8.81e-02	6.96e-01	1.84e-01	2.36e-02	7.48e-03	9.91e-04	8.71e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.77643e+16	1.29e-04	9.15e-02	7.05e-01	1.74e-01	2.24e-02	6.72e-03	8.62e-04	7.11e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.06552e+17	1.38e-04	9.46e-02	7.12e-01	1.65e-01	2.14e-02	6.13e-03	7.66e-04	5.98e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.14036e+17	1.47e-04	9.78e-02	7.19e-01	1.56e-01	2.06e-02	5.60e-03	6.82e-04	5.05e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.22388e+17	1.60e-04	1.02e-01	7.26e-01	1.46e-01	1.95e-02	4.98e-03	5.88e-04	4.06e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.30888e+17	1.74e-04	1.06e-01	7.34e-01	1.37e-01	1.84e-02	4.42e-03	5.04e-04	3.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.37825e+17	1.87e-04	1.10e-01	7.39e-01	1.28e-01	1.75e-02	3.96e-03	4.39e-04	2.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44112e+17	2.00e-04	1.15e-01	7.44e-01	1.20e-01	1.66e-02	3.57e-03	3.84e-04	2.17e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.51308e+17	2.17e-04	1.20e-01	7.49e-01	1.11e-01	1.56e-02	3.13e-03	3.25e-04	1.69e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.59062e+17	2.37e-04	1.26e-01	7.54e-01	1.02e-01	1.45e-02	2.71e-03	2.70e-04	1.29e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.65993e+17	2.57e-04	1.32e-01	7.58e-01	9.38e-02	1.35e-02	2.37e-03	2.26e-04	9.91e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72459e+17	2.78e-04	1.38e-01	7.61e-01	8.62e-02	1.26e-02	2.07e-03	1.90e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.78832e+17	3.00e-04	1.44e-01	7.63e-01	7.88e-02	1.17e-02	1.80e-03	1.58e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.86083e+17	3.29e-04	1.53e-01	7.64e-01	7.06e-02	1.06e-02	1.52e-03	1.26e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.93688e+17	3.62e-04	1.62e-01	7.64e-01	6.24e-02	9.53e-03	1.26e-03	9.84e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.00009e+17	3.93e-04	1.71e-01	7.63e-01	5.58e-02	8.64e-03	1.07e-03	7.88e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.05500e+17	4.23e-04	1.80e-01	7.61e-01	5.02e-02	7.87e-03	9.21e-04	6.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.11657e+17	4.60e-04	1.90e-01	7.57e-01	4.43e-02	7.02e-03	7.71e-04	5.00e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.18407e+17	5.03e-04	2.02e-01	7.52e-01	3.82e-02	6.14e-03	6.29e-04	3.75e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.24399e+17	5.46e-04	2.14e-01	7.46e-01	3.30e-02	5.37e-03	5.18e-04	2.83e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
