#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 2.70827e+13	6.50e-04	1.92e-01	7.36e-01	7.03e-02	1.09e-03	7.18e-06	0.00e+00	0.00e+00
 1.62496e+14	6.51e-04	1.92e-01	7.36e-01	7.03e-02	1.08e-03	7.16e-06	0.00e+00	0.00e+00
 7.04150e+14	6.53e-04	1.92e-01	7.37e-01	7.01e-02	1.08e-03	7.11e-06	0.00e+00	0.00e+00
 2.87077e+15	6.69e-04	1.92e-01	7.37e-01	6.86e-02	1.03e-03	6.80e-06	0.00e+00	0.00e+00
 6.85734e+15	6.92e-04	1.92e-01	7.40e-01	6.70e-02	9.67e-04	6.41e-06	0.00e+00	0.00e+00
 1.20399e+16	7.21e-04	1.92e-01	7.42e-01	6.41e-02	8.85e-04	5.88e-06	0.00e+00	0.00e+00
 1.87772e+16	7.62e-04	1.94e-01	7.45e-01	5.98e-02	7.81e-04	5.21e-06	0.00e+00	0.00e+00
 2.75357e+16	8.28e-04	1.99e-01	7.45e-01	5.38e-02	6.57e-04	4.38e-06	0.00e+00	0.00e+00
 3.89218e+16	9.42e-04	2.11e-01	7.42e-01	4.61e-02	5.17e-04	3.42e-06	0.00e+00	0.00e+00
 5.37236e+16	1.15e-03	2.32e-01	7.29e-01	3.70e-02	3.74e-04	2.42e-06	0.00e+00	0.00e+00
 6.76839e+16	1.38e-03	2.54e-01	7.14e-01	3.03e-02	2.83e-04	1.77e-06	0.00e+00	0.00e+00
 7.75047e+16	1.59e-03	2.74e-01	6.98e-01	2.62e-02	2.32e-04	1.40e-06	0.00e+00	0.00e+00
 8.56598e+16	1.80e-03	2.93e-01	6.82e-01	2.32e-02	1.97e-04	1.16e-06	0.00e+00	0.00e+00
 9.46950e+16	2.11e-03	3.19e-01	6.59e-01	1.99e-02	1.62e-04	8.99e-07	0.00e+00	0.00e+00
 1.04000e+17	2.43e-03	3.44e-01	6.36e-01	1.73e-02	1.36e-04	0.00e+00	0.00e+00	0.00e+00
 1.12102e+17	2.76e-03	3.68e-01	6.14e-01	1.52e-02	1.17e-04	0.00e+00	0.00e+00	0.00e+00
 1.21078e+17	3.22e-03	3.98e-01	5.86e-01	1.30e-02	9.69e-05	0.00e+00	0.00e+00	0.00e+00
 1.30624e+17	3.76e-03	4.30e-01	5.55e-01	1.11e-02	8.04e-05	0.00e+00	0.00e+00	0.00e+00
 1.38543e+17	4.27e-03	4.59e-01	5.27e-01	9.57e-03	6.87e-05	0.00e+00	0.00e+00	0.00e+00
 1.45321e+17	4.81e-03	4.86e-01	5.01e-01	8.34e-03	5.93e-05	0.00e+00	0.00e+00	0.00e+00
 1.52980e+17	5.53e-03	5.18e-01	4.69e-01	7.03e-03	4.97e-05	0.00e+00	0.00e+00	0.00e+00
 1.61473e+17	6.46e-03	5.56e-01	4.32e-01	5.74e-03	4.04e-05	0.00e+00	0.00e+00	0.00e+00
 1.69365e+17	7.51e-03	5.92e-01	3.95e-01	4.65e-03	3.27e-05	0.00e+00	0.00e+00	0.00e+00
 1.76556e+17	8.69e-03	6.28e-01	3.60e-01	3.74e-03	2.65e-05	0.00e+00	0.00e+00	0.00e+00
 1.83414e+17	1.01e-02	6.63e-01	3.24e-01	2.98e-03	2.12e-05	0.00e+00	0.00e+00	0.00e+00
 1.90188e+17	1.17e-02	6.98e-01	2.88e-01	2.31e-03	1.66e-05	0.00e+00	0.00e+00	0.00e+00
 1.96843e+17	1.36e-02	7.32e-01	2.52e-01	1.75e-03	1.28e-05	0.00e+00	0.00e+00	0.00e+00
 2.03223e+17	1.60e-02	7.65e-01	2.18e-01	1.30e-03	9.61e-06	0.00e+00	0.00e+00	0.00e+00
 2.09261e+17	1.87e-02	7.95e-01	1.85e-01	9.44e-04	7.10e-06	0.00e+00	0.00e+00	0.00e+00
 2.14819e+17	2.19e-02	8.22e-01	1.56e-01	6.80e-04	5.21e-06	0.00e+00	0.00e+00	0.00e+00
 2.19726e+17	2.53e-02	8.43e-01	1.31e-01	4.90e-04	3.81e-06	0.00e+00	0.00e+00	0.00e+00
 2.24012e+17	2.90e-02	8.61e-01	1.10e-01	3.57e-04	2.82e-06	0.00e+00	0.00e+00	0.00e+00
 2.27836e+17	3.30e-02	8.74e-01	9.27e-02	2.63e-04	2.10e-06	0.00e+00	0.00e+00	0.00e+00
 2.31362e+17	3.75e-02	8.85e-01	7.78e-02	1.93e-04	1.56e-06	0.00e+00	0.00e+00	0.00e+00
 2.34642e+17	4.24e-02	8.92e-01	6.50e-02	1.42e-04	1.15e-06	0.00e+00	0.00e+00	0.00e+00
 2.37665e+17	4.79e-02	8.98e-01	5.42e-02	1.05e-04	8.54e-07	0.00e+00	0.00e+00	0.00e+00
 2.40437e+17	5.39e-02	9.01e-01	4.52e-02	7.81e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.43002e+17	6.07e-02	9.02e-01	3.76e-02	5.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.45388e+17	6.80e-02	9.01e-01	3.13e-02	4.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.47617e+17	7.60e-02	8.98e-01	2.60e-02	3.36e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.49740e+17	8.50e-02	8.93e-01	2.16e-02	2.59e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51772e+17	9.50e-02	8.87e-01	1.79e-02	2.01e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.53716e+17	1.06e-01	8.79e-01	1.48e-02	1.58e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
