plate,fiberid,mjd,z,Flux_HeII_3203,Flux_NeV_3345,Flux_NeV_3425,Flux_OII_3726,Flux_OII_3728,Flux_NeIII_3868,Flux_NeIII_3967,Flux_He_3970,Flux_Hd_4101,Flux_Hg_4340,Flux_OIII_4363,Flux_HeII_4685,Flux_ArIV_4711,Flux_ArIV_4740,Flux_Hb_4861,Flux_OIII_4958,Flux_OIII_5006,Flux_NI_5197,Flux_NI_5200,Flux_HeI_5875,Flux_OI_6300,Flux_OI_6363,Flux_NII_6547,Flux_Ha_6562,Flux_NII_6583,Flux_SII_6716,Flux_SII_6730
603,192,52056,0.1444932, ,0.47437193,1.209126858, ,1.999891618,1.133260913,0.308423819,0.172384472,0.226349437,0.451832812,0.09018828,0.233535212,0.019660754,0.010451363,0.855002139,2.600130412,7.377179154, ,0.059625452,0.126770036,0.326625959,0.035634272,0.549193362,2.65050663,1.6106572,0.451709689,0.370988407
665,258,52168,0.1073294, , , ,1.277762549,1.055243332,0.585916713,0.260410662,0.211389851,0.224995063,0.47397674, ,0.183158752,0.022976974, ,0.788530836,1.771869708,5.009080997,8.89728E-21,0.064052771,0.085324279,0.226451915,0.060338355,0.705384195,2.444445593,2.065671184,0.575537286,0.458463359
679,1,52177,0.1894287, ,0.498258215,1.160015042,0.87693384,1.57583793,0.093559957, ,0.221052083,0.332425314,0.490757881, ,15131033.99,0.006362178, ,0.879610294,0.579909056,1.647423368,0.054120225,0.023616995,0.110257309,0.061650156,0.051423119,0.16639299,2.726791913,0.48824544,0.417263174,0.308562077
1718,13,53850,0.06665274, , , ,1.016582247,1.528953379,0.505570555,0.13993552,0.152897262,0.269678691,0.475223561,0.052266334,0.124682822,0.021326901,0.002956254,0.989671698,1.383459943,3.950910743,0.084080513,0.028416474,0.109022974,0.168077766,0.046041661,0.466504288,3.067982263,1.371811028,0.560175796,0.430126148
2653,175,54230,0.1896638, ,0.073018353,0.007995978,4.158799167,7.498928895,0.866705644,0.176999032,0.105035416,0.031542313,0.035500297, , , , ,0.551302406,0.92971836,2.58666141,0.04991324,0.129023816, , , ,0.751862764,1.709037459,2.187427632,0.589707169,0.544258314
4005,879,55325,0.4032435,0.104003289,0.217113768,0.598003707,1.800574584,1.507405047,0.94177168,1.242800214, ,0.209927842,0.410796164,0.141742243,0.168547742,0.037499037, ,1.008447044,3.762794517,10.75487416,0.025776187,0.018194767,0.06956616,0.452176304,0.147251426,0.412360551,3.126185837,1.213011488,0.709698269,0.66814488
620,258,52375,0.0451178, , , ,0.501984714,0.61213406,0.236487635,0.086065204,0.175319637,0.290829187,0.495123244,0.107391372,0.088029157,0.01263491,0.001921833,0.91159351,0.697806042,1.985511545, ,0.012266542,0.114871457,0.057658105,0.016654601,0.700956904,2.825939881,2.058154114,0.371070257,0.31891329
941,255,52709,0.07482433, , , , ,2.090401013,0.46091338,0.30640361,0.005287453,0.313320512,0.4219562,0.0207668,0.073829745,0.010393521,0.007276997,0.820006239,1.173560427,3.323460168, ,0.018241834,0.101128223,0.16114348,0.062084399,0.621642112,2.542019342,1.821741143,0.484191606,0.453592621
1427,210,52996,0.04936153, , , ,1.752257604,0.49005428,1.096152673,0.318884877,0.118357454,0.217039928,0.393833671,0.124527204,0.289700051,0.051254951,0.03434069,0.981715392,3.610067114,10.30598373, ,0.066541672,0.098691692,0.363420276,0.0980399,0.860497921,3.043317716,2.530023215,0.54346514,0.553379688
1581,255,53149,0.05281676, , , ,0.854519943,1.944072715,0.374909296,0.162349,0.131687288,0.272779364,0.476619097,0.024446844,0.078219195,0.01518925,0.009784465,1.021910044,1.516605736,4.337353956, ,0.018778311,0.114769903,0.184786312,0.072780712,0.243859784,3.167921135,0.717518955,0.619731256,0.445802993
1617,298,53112,0.09863147, , , ,1.235620579,1.073926073,0.904228875,0.124843235,0.344714979,0.231983423,0.492248569,0.109210936,0.313368971,0.048612084,0.043749679,1.064049038,3.612823804,10.3509999,0.014379882,0.034437259,0.129507802,0.248725554,0.087625665,0.783630764,3.298552016,2.307412226,0.777239565,0.648572907
1707,98,53885,0.1369903, ,6.957873477,0.826896718,0.480415663,1.779317144,0.624972704,0.259592896,0.0886609,0.22815156,0.420049315,0.077251458,0.150255999,0.013810729, ,0.903874736,1.746453564,4.967407325,0.019423003,0.018016912,0.097102902,0.180749987,0.076540314,0.447375561,2.802011682,1.313382225,0.406964104,0.344262935
2351,638,53786,0.07879132, , , , ,1.489032797,0.31953921, ,0.265310326,0.23797345,0.685267116,0.135765528,0.383747097,0.164101007,0.432973813,1.392362363,1.814254946,5.260742396, , ,0.256095951,0.409831448,0.648958152,0.894512754,4.316323326,2.646882798,1.098370639,1.054936144
718,38,52206,0.1804941, ,0.248118063,0.669981148,1.764226235,4.362112422,1.146263141,0.413972264, ,0.231354069,0.428753825,0.090635583,0.124055371, , ,0.905855793,2.656595583,7.556848418,0.014785742,0.127058005,0.093705625,0.467624048,0.153997267,0.742027404,2.808152958,2.178493928,1.008092366,0.733179339
1768,386,53442,0.05808372, , , ,0.845899927,0.820412875,0.341496368,0.103894949,0.186907158,0.26643439,0.461342435,0.053600446,0.094297843,0.012451999,0.00142931,0.959888506,0.89885366,2.563464389, ,0.026334086,0.090891673,0.13056035,0.055012323,0.586450169,2.975654367,1.723563348,0.506999434,0.389461
4204,183,55470,0.1891388, ,0.041423955,0.097123597,0.601117384,0.7443458,0.148369909,0.009572584,0.150667484,0.170717813,0.281261277, ,2102398.556, , ,0.67603703,0.105136071,0.295184737,0.080076724, ,0.042643308,0.044691872,0.023175206,0.285644662,2.095714792,0.834142022,0.289550759,0.268326867
462,444,51909,0.08479648, , , ,0.941893114,1.487877997,0.794226739,0.197935066,0.225132395,0.224903812,0.467573337,0.074784376,0.249252292,0.03092699,0.019336303,1.023208412,2.751275314,7.868840037, ,0.034319433,0.389226461,0.249641714,0.09624497,0.604909024,3.171946078,1.77988968,0.596216294,0.509882877
670,39,52520,0.3593513, ,0.30092178,0.387961939,0.634292783,1.209854485,0.085900725, ,0.171404174, ,0.373433364, ,1451963.071, , ,0.71157482,0.121173677,0.340991605,0.073454362,0.07842421,0.05836862,0.067454149,0.013877387,0.166475112,2.205881942,0.486597433,0.258604287,0.300691496
2159,333,54328,0.04183411, , , ,0.255542789,3.263005717,0.862369091,0.229492573,0.270388975,0.264290147,0.440408257,0.106167795,0.19180938, ,0.754491325,1.037332397,3.570489875,10.21810301, ,0.138606038,0.158472913,0.65976646,0.264795957,1.618738921,3.215730431,4.764185524,1.519266984,1.124770309
6753,701,56399,0.5643686,0.132753934,0.158442694,0.572567688,1.060926107,1.745384333,0.74639569,0.320395751,0.331454744,0.250732125,0.379566324,0.049615147,0.281437948,0.05644249,0.029713385,0.817649847,2.418846652,6.849163319,0.023792441,0.008151201,0.098580981,0.088769598,0.001288619,0.541781058,2.534714525,1.587622148,2.673315871, 
1453,91,53084,0.1649897, ,0.491595308,1.232840731,0.885192525,1.1185186,0.677446729,0.113966668,0.241205322,0.167023221,0.324702119,0.046132054,0.231062119, , ,0.912644113,2.223195653,6.326121796,0.112724814,0.010272824,0.080424497,0.216713164,0.106367816,0.957453611,2.82919675,2.811340169,0.688046486,0.521235905
1541,119,53732,0.1916756, ,0.121237531,0.157838912,1.466765286,1.367050625,0.129877917,0.042217667,0.136561737,0.151087346,0.404110647,0.038761119,358.2497511,0.184601236, ,0.919207688,0.336981757,0.959191151, ,0.052674641,0.129094914,0.142442343,0.064534737,0.207706256,2.849543832,0.609960938,0.629566108,0.444281847
2611,497,54477,0.0641983, , , ,1.769868497,2.704818227,0.720521835,0.142098021,0.227672217,0.252323442,0.408426704,0.12824448,0.124885684, ,0.018257916,0.943189348,2.615045155,7.452079897,1.257715834,0.101640588,0.123728915,0.648902994,0.198986688,1.02449071,2.923886977,3.009988294,1.183295791,0.920489126
2658,382,54502,0.06879901, , , ,1.102935199,0.772292092,0.29157442,0.071472239,0.1697957,0.26299518,0.42918811,0.004601614,0.08166244, , ,0.853665232,0.735227347,2.085866202, ,0.026859589,0.086453405,0.102255346,0.041579011,0.498507756,2.646362219,1.461965947,0.449542452,0.318976598
893,228,52589,0.08086415, , , ,1.522931155,2.283382422,1.212098833,0.197582088,0.360272014,0.283004392,0.487576623,0.155593959,0.214753758, ,0.051232902,0.934342374,3.193380466,9.096328341,0.032280094,0.059695205,0.066959004,0.369950745,0.149527742,1.002063863,2.896461359,2.943591359,0.810774746,0.681856384
926,121,52413,0.1162075, , ,0.502886372, ,1.739630058,1.058037761,0.280223993,0.278093506,0.191479594,0.369496966,0.069980729,0.320692631, ,0.083892674,0.890588821,3.001480236,8.531417338,0.125181861,0.02700084,0.230506924,0.18339162,0.043975893,0.845895399,2.760825344,2.48266422,0.507779184,0.424906587
1032,371,53175,0.1920868, ,0.356194149, ,1.005702223,0.897398839,0.218083171,0.010088944,0.162864372,0.226809204,0.377625825, ,1.00790857, , ,0.775445322,0.104354766,0.29479093,0.045985308, ,0.065116839,0.112332079,0.059758146,0.279571684,2.403880497,0.818457006,0.456591554,0.377853484
1379,426,53084,0.07864073, , , ,1.658086178,0.456293521,0.573129433,0.259833318,0.191121466,0.241175779,0.424698047,0.050355385,0.244337202, , ,1.037740146,2.539524445,7.26779176, , ,0.204556979,0.380629103,0.237105073,0.746227407,3.216994454,2.19627242,0.841593208,0.684012913
1440,533,53084,0.09129458, , , ,1.755234598,0.751335363,0.402921176,0.104612734,0.239853564,0.267432146,0.478537342,0.074704029,0.133820005,0.021240514, ,0.982820849,1.646414098,4.700404304, ,0.003272753,0.108748143,0.240305505,0.068228476,0.411034841,3.046744631,1.208543475,0.611269166,0.439287481
1016,102,52759,0.05081933, , , ,1.906510563,0.85702128,0.869952659,0.266480701,0.074195511,0.649058067,0.670703286,0.051612349,0.218223421,0.011355976,0.05416234,1.108018972,2.938576018,8.434463316, , ,0.156023488,0.349864788,0.132850635,1.03816803,3.434858814,3.059165013,0.771030622,0.767282019
1186,21,52646,0.04764405, , , ,1.806857521,0.561781834,0.844869053,0.129524767,0.307637175,0.373483188,0.486615547,0.07951726,0.189298407,0.017007559,0.045523304,1.074901231,2.769600025,7.938698262, , ,0.170442701,0.462199556,0.155293454,1.066141617,3.332193817,3.139851499,0.892786883,0.817215871
4218,849,55479,0.4582891,0.161774647,0.186193632,0.589327303,1.185046853,2.995373835,1.166436422,0.300897482,0.310815348,0.220698188,0.454010804, ,0.242691475,0.058922564, ,0.969817622,3.694934004,10.54252323, ,0.092643998,0.045715446,0.506915212,0.187642227,0.676406669,3.006434628,1.988317435,0.716114358,0.643389186
910,625,52377,0.08226526, , , ,0.322414803,4.68825327,0.830117882,0.502558928, ,0.31581641,0.51216167,0.140386004,0.150825322,0.013185533,0.032814636,1.059449233,2.737924696,7.842833114,0.071166693, , ,0.598524692,0.241632254,0.802546984,3.284292621,2.362924765,1.351838962,1.012068357
1722,400,53852,0.1271658, , ,0.628740016,1.230656762,1.87762369,0.862314502,0.229366093,0.17372628,0.203670882,0.448531312,0.087624439,0.150593873,0.025656099,0.003889828,0.944879627,2.842166081,8.0999494,0.90006437,0.03760922,0.100896786,0.403558731,0.124922457,0.762540583,2.929126842,2.240443429,0.817488765,0.776074982
4718,765,56014,0.5249106,0.150704235,0.519592644,1.239837597,1.537505278,1.214511606,0.828168004,0.449547857, ,0.242291479,0.512460869,0.124807456,0.278629867,0.032519351,0.016499602,0.950566922,3.211035721,9.153648567, ,0.091881655,0.089019669,0.258312282,0.143062332,0.486106198,2.946757458,1.428399976,0.531737848,0.64268086
606,48,52365,0.1111927, , ,0.703801549, ,1.622585649,0.428561001,0.058714904,0.269910786,0.194931921,0.40226165,0.075468799,0.112228273, , ,0.737744922,0.934847629,2.634974099, ,0.042764655,0.088652048,0.102514912,0.033466623,0.674662613,2.287009259,1.973303152,0.391214209,0.276638164
666,58,52149,0.1917965,0.167896715,6.97070539,0.08881618,1.628542599,1.243855555,0.121305573,0.248999396,0.152700407,0.161242864,0.320798843, ,0.596923136, , ,0.615192205,0.140958195,0.394097915,0.003910751,0.029576901,0.041507679,0.10388716,0.037846343,0.276494219,1.907095835,0.806030343,0.355464629,0.27687839
1814,516,54555,0.1168349, , ,1.030150347,1.188451308,1.011260509,0.885982858,0.388399519,0.019672659,0.176981908,0.426990406,0.070520393,0.2298271,0.054019443,0.017188719,0.906606077,2.778429385,7.90370318, ,0.085631651,0.119892301,0.241099002,0.092060983,0.784644038,2.810478838,2.303645023,0.63214858,0.617592976
4361,577,55831,0.4018028,0.057585752,0.355394406,0.699419254,1.31365571,2.377372382,1.111119012, ,0.50042039,0.247756169,0.515559468,0.212543854,0.198613595, ,0.010113197,1.150496513,4.487756237,12.90265077, ,0.002152651,0.130703246,0.526764334,0.031140634,0.51034903,3.566539189,1.504877233,0.611568877,0.813531072
5022,133,55827,0.4094798,0.089354356,0.231564751,0.674748766,1.010013569,1.915344293,0.857414724,0.302185967,0.105494308,0.218987458,0.422205938,0.267720505,0.180640075,0.030311536,0.016521448,0.946767589,2.834561502,8.078995063, ,0.065339421,0.04820182,0.594804394,0.213918325,0.470188107,2.934979527,1.381525182,0.592935474,0.380037856
5362,965,56017,0.4312594,0.147912866,0.217212211,0.608372136,0.280620287,2.536988903,0.835046152, ,0.380248282,0.24479135,0.462490865,0.135299137,0.16372576,0.021091709, ,0.971465119,3.395449581,9.688754539, ,0.00684201,0.08501361,0.278382835,0.128833991,0.394223123,3.011541869,1.158866303,0.424652919,0.521240752
419,422,51879,0.117537, , ,0.921026955,0.505132021,1.210930349,0.599076536,0.135271511,0.141323205,0.202855205,0.360504476, ,0.230650763,0.010817865,0.002221991,0.853741572,1.75204652,4.970639108,0.051385213, ,0.102456005,0.154978279,0.064311802,0.702943803,2.646598874,2.061515407,0.511094526,0.418365115
423,491,51821,0.1287687, ,3.849813266,1.687020256,1.674211781,0.827799277,0.881301995,0.121461822,0.28776393,0.247209694,0.490592591,0.212358857,0.313617916,0.061253908,0.043338686,0.893867605,2.898095061,8.238908708, ,0.02437027,0.112862143,0.202040358,0.086070325,0.562744996,2.770989575,1.651742464,0.479791457,0.458220376
721,397,52228,0.08840802, , , ,0.731910418,1.185434239,0.419883297,0.122454473,0.179390309,0.245820532,0.432407639, ,0.168062097,0.002713501,0.014365327,0.893300322,1.600574242,4.550093659, , ,0.09989372,0.228227466,0.064676216,0.850188567,2.769230998,2.495403271,0.68335762,0.575615122
1281,513,52753,0.1291142, , ,1.722033325,1.463739853,2.033257339,1.212592839,0.443263754,0.058203927,0.14873096,0.419704776,0.164000148,0.38103826,0.084332584, ,1.066470509,4.230078726,12.120707,0.064784453,0.107916323,0.09223046,0.885879112,0.305591712,1.154259988,3.306058579,3.398877039,1.225206243,1.022603478
808,70,52556,0.344841,0.133165758,0.00778336,0.087963965,0.783897614,1.272694326, , ,0.223142791,0.316086198,0.283939778,0.117070453, , , ,0.939120266,0.151855236,0.432657231, , ,0.012477671,0.072064794, ,0.329334465,2.911272824,0.967519494,0.569987818,0.583025213
1869,411,53327,0.1672894, ,0.268997282,0.78209858,1.871611478,1.449394155,0.855716241,0.291489404,0.036566722,0.192133683,0.363181178,0.044501408,0.213542514,0.060495717, ,0.84654356,1.974490487,5.599605849,0.127682308,0.046725798,0.100524878,0.201614081,0.063665581,0.563562878,2.624285037,1.652499241,0.535326157,0.399507632
655,431,52162,0.09388797, , , ,0.530468886,2.079911931,0.529093997,0.168485275,0.143685048,0.241599726,0.423658284,0.072182636,0.132973426, ,0.026852705,0.902499916,1.51836511,4.318365349, , ,0.114032504,0.192383948,0.071459719,0.569947677,2.797749739,1.673176903,0.691272335,0.482956517
670,390,52520,0.202085,0.228909142,0.172525632,0.446244465,0.172441363,2.032592029,0.665250987,0.082359537,0.279714842,0.213591579,0.396340597,0.140341831,0.234261406,0.029715041,0.020176228,0.820761707,1.99727182,5.65639784,0.290959604,0.017686012,0.09896602,0.152216415,0.023397995,0.496252694,2.544361291,1.454307587,0.459630523,0.347191502
2273,549,53709,0.09914251, , , ,2.373415842, ,0.590021381,0.045355793,0.08820471,0.2792101,0.540521148, ,0.181400715, ,0.141104707,0.924242475,2.119572893,6.034664923,0.103645796,0.108885478,0.242707054,0.232321148,0.176588093,0.957258641,2.865151672,2.811416324,0.70789436,0.618666359
505,134,52317,0.1067892, , ,504939576.1,3.027043484, ,0.788968999,0.395775328,0.003122416,0.191123028,0.435567363,0.115447345,0.213032849, ,0.030707762,0.967480644,2.878157179,8.211179788,0.010083679,0.106414055,0.101463545,0.368550439,0.106304085,1.061714681,2.999189997,3.1208055,0.971999007,0.799930561
1543,512,53738,0.1888131,0.035436476,0.133640349,0.062698062,1.068218682,1.359710974,0.083021305,0.000672585,0.209488534,0.260167788,0.345553711, ,1294.441389, , ,0.895779052,0.260887619,0.741739956,0.034752122,0.000116574,0.122185048,0.07096193, ,0.218786639,2.776915062,0.642197297,0.549939814,0.329564104
1628,625,53474,0.0478218, , , ,1.164622121,1.126537184,0.707884782,0.221224066,0.175834639,0.265572652,0.478904307,0.127261238,0.19304585,0.01552421,0.017323183,0.996421093,1.88297806,5.379076041, ,0.030118983,0.081527391,0.285085425,0.099383582,0.652359196,3.088905389,1.918577808,0.72956236,0.601207441
2884,23,54526,0.1908414,0.190047379,0.640241971, ,0.624860951,5.726454629,0.387319045,0.562744313,5.67942E-18,0.111718101,0.140043614, ,2506497141, , ,0.7261845,0.497203111,1.400436,0.080262357, , ,0.508767749,0.32344291,0.58010038,2.25117195,1.696230603,1.047598759,0.478481329
3776,362,55209,0.5527019, ,0.192049513,0.033760966,0.932904173,0.353016125,0.261203363,0.492754756, , ,0.322534638, ,0.301808789,0.078403977,0.04481353,0.566284469,0.184059538,0.512703556,0.012204763, ,0.009168593,0.264729634, ,0.311087659,1.755481854,0.905504776, , 
513,274,51989,0.04658513, , , ,1.068837849,1.387814973,0.636128843,0.201153115,0.107451082,0.289597667,0.460724282,0.120669899,0.186184968,0.077917665,0.039623685,0.934282554,1.76476419,5.026907434, ,0.018332883,0.108253816,0.210795032,0.06506751,0.683873621,2.896275918,2.00889586,0.654259255,0.566362023
630,296,52050,0.141223, ,669941.8319,1.250500645,1.935617159,1.043952649,1.128626693,0.049435311,0.299091241,0.065917851,0.303777197,0.044584421,0.170836204, ,0.005695066,0.758829282,2.505670327,7.071406212, ,0.005497407,0.143073676,0.25617423,0.093676613,0.777205565,2.352370775,2.274398655,0.522073792,0.458631457
1027,10,52557,0.1908883,0.200697275,0.185364059, ,1.077802363,1.26980507,0.319416581, ,0.124578714,0.14566953,0.187858849,0.079435398,2.40577E+11,0.056395693,0.041264343,0.841946817,0.29960091,0.849454073,0.013200497, ,0.04781064,0.170679183,0.04321509,0.193855264,2.610035133,0.568372677,0.669958012,0.370854379
1061,174,52641,0.05226832, , , ,1.782673391,0.922742154,1.054799667,0.200828347,0.123983259,0.290763697,0.408454185,0.157984653,0.217575414,0.024278041,0.065770362,0.956405276,2.906324449,8.287277574,0.00175972, , , , ,0.488143269,2.964856357,1.434546716,0.651943178,0.595021756
1325,173,52762,0.1110726, , ,1.397805835,1.435972945,1.00587358,0.917144833,0.180965974,0.201042148,0.238232196,0.453967902,0.071886815,0.194583309, ,0.026736494,0.808949748,2.180632053,6.171692455,0.012773306,0.013843969, ,0.282205835,0.105343276,0.701434083,2.507744219,2.055063583,0.554178042,0.581455583
1381,406,53089,0.07191334, , , ,1.579101466,2.113729631,0.402985949,0.165395278,0.203178834,0.22506797,0.488830942,0.017657186,0.131055491, ,0.032867849,0.889188015,1.446596916,4.111523623, , , ,0.223907137,0.089049362,0.34711669,2.756482847,1.01874262,0.656582961,0.48586902
716,470,52203,0.05536273, , , , ,3.170480758,0.885370928,0.039135565,0.441945069,0.43806481,0.583012196,0.100990466,0.35019054,0.008653643,0.004802481,1.153915073,2.958664084,8.507517922, , ,0.146327444,0.230261232,0.079014193,0.515809982,3.577136727,1.52106307,0.752297017,0.644621519
1767,528,53436,0.1556068, ,0.174324036,0.506145848,0.885887266,0.855478352,0.415778108,0.083249655,0.219102311,0.236120333,0.401370608,0.028422877,0.133235711,0.016186306,0.012419882,0.873795229,1.581896611,4.492567956,0.017030274,0.008895665,0.100127721,0.142292583,0.075107653,0.407445101,2.708765211,1.195416988,0.381787839,0.351604998
3817,677,55277,0.4763522,0.112847495,0.257692437,0.668684159,0.484880806,2.631955931,0.799969297, ,0.374566916,0.218229466,0.438601458,0.147119205,0.176512745,0.017986187, ,0.927929036,3.314389857,9.438120623, ,0.013235115,0.139338243,0.376307341,0.199977716,0.315550988,2.876580012,0.926823334,0.273598551,0.811895664
477,618,52026,0.1299412, ,6.91187245,0.770609115,1.56030992,1.689374262,0.909673346,0.368159728,0.236351674,0.169522946,0.307340443,0.101186363,0.202912271,0.016384931,0.007967041,0.760353534,2.899387238,8.183270847,0.001808478,0.049939999,0.062919844,0.352203454,0.135631697,0.785642855,2.357095955,2.299174394,0.801155614,0.637428375
2031,245,53848,0.1265592, , ,0.919435837,0.747281523,1.894613773,0.903552702,0.432779621, ,0.247975667,0.438267243,0.124976734,0.303751373,0.016799664,0.017680992,1.013980763,3.45373733,9.87393631,0.049639922, ,0.130093433,0.280519437,0.110580053,0.897908381,3.143340364,2.641577468,0.906245998,0.786138227
6663,205,56338,0.4356185,0.149590215,0.288651414,0.737642017,1.876093263,0.684135455,0.805591692,0.218869776,0.234667428,0.271424348,0.483688454,0.175689313,0.218437279,0.05757295,0.044068668,1.097907579,2.856803023,8.196396617, ,0.22873357,0.124699136,0.171009385,0.080708864,0.187807119,3.403513496,0.553317572,0.297617409,0.223869778
1387,210,53118,0.06850261, , , ,1.856421055,1.530867682,0.409028054,0.195560126,0.118986939,0.308714393,0.49171471,0.048065712,0.083888376,0.009055472,0.009702229,1.074384701,1.6216286,4.648087746, ,0.006189837,0.123658447,0.177927797,0.070956278,0.28814709,3.330592573,0.848603243,0.603356555,0.4903187
1452,383,53112,0.07465599, , , ,1.630117604,0.737527242,0.94016033,0.2654995,0.213372425,0.293832784,0.482599652,0.132039608,0.26175271,0.031856421,0.071458473,0.986136514,3.424949733,9.77947489, ,0.125421581,0.137957653,0.310632737,0.126485313,0.701903936,3.057023193,2.063896878,0.789388744,0.75545225
1539,314,52943,0.1886963, ,0.107468964,0.114675067,0.982826306,1.347973492,0.168850677,0.005291466,0.114188319,0.262222501,0.426295732,0.031999351,69.62430775, , ,0.814806383,0.148318978,0.419911941, , ,0.054031726,0.127295526,0.006888066,0.274472286,2.525899786,0.804255336,0.389337389,0.297216995
2658,73,54502,0.1525554, ,0.465560173,0.602734877,0.526501436,0.933062867,0.315688159,0.207970463,0.05355167,0.206847401,0.409245473, ,0.162023155,0.028443333, ,0.866030915,1.098094769,3.117334072, ,0.030372581,0.091146924,0.096540748,0.033666366,0.504973914,2.684695835,1.481318774,0.385528596,0.365060055
6793,890,56430,0.3154973,0.13817676,0.468345577,1.038293214,0.685537417,1.124465996,0.69896564,0.069650455,0.2947294,0.226472121,0.449642801,0.047939652,0.136250646, , ,0.82935356,2.037152467,5.772027287,0.047278754,0.021066483,0.097202726,0.114548873,0.021659505,0.606647898,2.570996036,1.778167637,0.363426274,0.315584457
422,509,51811,0.05971639, , , ,2.044255442,1.043813511,0.904305982,0.50691183,0.01665309,0.317849073,0.475468924,0.13306834,0.204650869,0.030754651,0.090682636,1.059317323,3.316178132,9.499198635, ,0.039051763,0.120844014,0.416210872,0.113821775,0.996872113,3.283883701,2.935066393,1.009857465,0.966428778
580,226,52368,0.09491673, , , ,0.345998326,2.125258736,0.589483902,0.301323334,0.018363,0.235013996,0.375465204,0.033655038,0.147276691, , ,0.886176298,1.630892417,4.634625081, ,0.022123105,0.107357898,0.149674908,0.037911352,0.666144907,2.747146523,1.954927407,0.439416764,0.362092514
817,25,52381,0.09660899, , , ,3.052937653,0.073453112,0.735416858,0.334353949, ,0.228041766,0.490995719,0.076880234,0.244997895,0.019086098,0.038350417,0.876882469,2.746540374,7.801374254, , ,0.187908672,0.328497856,0.059266625,1.056089632,2.718335655,3.098697398,0.811705151,0.741325954
1290,157,52734,0.1146828, , ,0.647190444, ,2.976252211,0.680657009, ,0.362123188,0.224380397,0.515363245,0.062440628,0.227237493, ,0.023468229,1.081833048,2.144142951,6.147667884,0.789543376,0.026037634,0.115926851,0.263209449,0.075691002,0.812862783,3.353682449,2.394212357,0.767619292,0.789112525
1440,267,53084,0.1436851, ,0.325954493,0.289556972,0.312333987,1.223337156,0.226269818,0.191060473,0.003342843,0.1694498,0.424927969, ,0.113424989, , ,0.837739404,0.532067597,1.508226304, ,0.041646884,0.103396609,0.096761028,0.034585479,0.453392457,2.596992154,1.32919964,0.365547148,0.318280267
783,131,52325,0.1222935, , ,0.400435009,1.682032948,1.460569116,0.682519984,0.181033199,0.170721082,0.232671079,0.572470468,0.12442927,0.172759597, ,0.016707494,1.115346057,2.27844002,6.541629314,0.022678693,0.049478529, ,0.269171457,0.124020945,0.414909301,3.457572778,1.222758487,0.577222046,0.758786759
2652,462,54508,0.1262396, , ,0.583199698,1.438514693,0.77009807,0.390388371,0.246394529, ,0.201333874,0.419502112,0.072470983,0.114363293,0.064353969,0.031012881,0.986396096,1.446521731,4.130392682,0.032885456, ,0.119597204,0.228663814,0.072066996,0.441333277,3.057827897,1.297714044,0.67805401,0.471131506
1455,189,53089,0.1074118, , ,0.105645777,0.652646973,0.943450456,0.014668076,0.008687729,0.091858727,0.175102922,0.369166786, ,0.089648013,0.013103922, ,0.905646033,0.097166794,0.276394059,0.566177014,0.04847018,0.084706034,0.048704668,0.029976468,0.318215182,2.807502702,0.934233631,0.435573892,0.331326941
2037,599,53446,0.1890517, ,0.061128867,0.11096655,0.686915053,0.841641366,0.196113475,0.064931571,0.130427864,0.095279533,0.321383106, ,3495.347248, , ,0.717281361,0.058912236,0.165842493,0.001580084,0.035897167,0.055677445,0.080384856,0.004700246,0.367949309,2.22357222,1.075652004,0.351659153,0.269206422
4179,459,55684,0.1907691,0.523298957,0.591284268,0.309553515,0.366145545,1.457007325,0.647703794,0.031568347,0.15676995,0.23618761,0.325165883, ,7.17048E+12, ,0.065976511,0.7674265,0.116397125,0.328656774, ,0.100197547,0.056982434,0.0788316,0.001869003,0.29477982,2.379022149,0.862815501,0.453413173,0.319949884
511,192,52636,0.07966346, , , ,1.450349379,1.389516559,0.469479504,0.043204926,0.310957875,0.262483386,0.504063982,0.098203737,0.240976393,0.031849398,0.055463343,1.050876496,1.7617308,5.044678411, , ,0.192059773,0.214613289,0.110039304,0.569921057,3.257717139,1.677759381,0.554452722,0.51652178
664,559,52174,0.07685427, , , ,3.393460914,0.802265136,0.881221735,0.270384803,0.150870633,0.291485028,0.450451424,0.171998204,0.137076048, ,0.016086798,0.940726098,2.07980923,5.92612811, ,0.090387159,0.128259653,0.371992878,0.152730507,1.178129449,2.916250904,3.461219071,1.439339961,0.894199019
1631,165,54469,0.3802963, ,0.545373548,0.139613704,1.961990771, ,0.348781456, ,0.157867502,0.264324208,0.45866119, ,0.653139645,0.119378954,0.118212701,0.910661622,0.243504066,0.692825623,0.08965298, , , , ,0.322127199,2.82305103,0.945814008, , 
1656,612,53533,0.04065968, , , ,2.240958416,1.698775959,0.775066151,0.232671646,0.152376099,0.270891627,0.450354777,0.179822267,0.129433517,0.011701735,0.02295376,1.043416823,2.350275141,6.727822866, ,0.037249952,0.094795974,0.584191485,0.222274807,0.379244769,3.234592151,1.116292535,0.822477067,0.690698921
3845,215,55323,0.4052019,0.058252799,0.103961531,0.395805582,2.872694595,3.565385141,1.158115928, ,3.81526E+13,0.205528648,0.393787802,0.190637189,0.177095287,0.035044028,0.030834885,0.847478206,3.29531813,9.345899289, , ,0.035941866,0.387348221,0.158856855,0.392762273,2.627182439,1.151694917,1.665958559,0.645546671
