plate,fiberid,mjd,z,Flux_HeII_3203,Flux_NeV_3345,Flux_NeV_3425,Flux_OII_3726,Flux_OII_3728,Flux_NeIII_3868,Flux_NeIII_3967,Flux_He_3970,Flux_Hd_4101,Flux_Hg_4340,Flux_OIII_4363,Flux_HeII_4685,Flux_ArIV_4711,Flux_ArIV_4740,Flux_Hb_4861,Flux_OIII_4958,Flux_OIII_5006,Flux_NI_5197,Flux_NI_5200,Flux_HeI_5875,Flux_OI_6300,Flux_OI_6363,Flux_NII_6547,Flux_Ha_6562,Flux_NII_6583,Flux_SII_6716,Flux_SII_6730,Flux_HeII_3203_Err,Flux_NeV_3345_Err,Flux_NeV_3425_Err,Flux_OII_3726_Err,Flux_OII_3728_Err,Flux_NeIII_3868_Err,Flux_NeIII_3967_Err,Flux_He_3970_Err,Flux_Hd_4101_Err,Flux_Hg_4340_Err,Flux_OIII_4363_Err,Flux_HeII_4685_Err,Flux_ArIV_4711_Err,Flux_ArIV_4740_Err,Flux_Hb_4861_Err,Flux_OIII_4958_Err,Flux_OIII_5006_Err,Flux_NI_5197_Err,Flux_NI_5200_Err,Flux_HeI_5875_Err,Flux_OI_6300_Err,Flux_OI_6363_Err,Flux_NII_6547_Err,Flux_Ha_6562_Err,Flux_NII_6583_Err,Flux_SII_6716_Err,Flux_SII_6730_Err
624,526,52377,0.08853365,0,0,0,377.6389,254.3285,197.1648,68.9076,47.10044,75.65228,152.1006,16.27677,64.20892,6.830622,8.539679,321.3347,640.3192,1829.483,0,12.31481,32.12308,78.54305,23.60766,271.1705,1086.871,797.5602,223.8209,199.0061,0,0,0,41.33919,37.72688,10.24576,37.68969,29.98195,7.904723,9.028588,5.641741,7.264902,6.206515,5.318365,10.41219,11.96818,34.19479,0,5.621802,5.148638,6.607047,5.081793,4.195388,15.22788,12.33938,8.717286,9.374013
1765,495,53466,0.07989179,0,0,0,277.4018,673.9236,250.2912,47.19428,101.7354,81.60609,189.2397,39.42278,77.62989,12.12618,5.816253,395.0243,1019.356,2912.445,0,0,64.20819,117.3539,46.33003,378.0852,1384.475,1112.015,423.8251,349.2441,0,0,0,5352.691,4987.537,22.37127,26.49957,26.69164,13.10868,13.96064,13.04952,10.83403,10.85701,13.81798,12.61843,14.20995,40.59985,0,0,25.53637,12.48796,12.95211,7.249765,22.83969,21.32284,23.61116,21.63984
2763,206,54507,0.1192181,0,0,194.6037,558.3472,284.0575,256.194,22.5077,118.7595,36.11077,87.22781,28.5927,55.16842,13.14073,14.06667,247.5779,837.049,2391.568,232.3381,27.83357,0,113.1187,34.76413,346.9495,770.3145,1020.44,246.5518,263.1935,0,0,28.39735,441.3168,370.5374,15.8566,1271.316,393.359,9.316104,12.08266,7.742593,11.45345,11.88983,8.005537,13.45017,14.93617,42.67478,0,14.15416,0,11.37484,10.58542,9.070426,19.39303,26.67772,14.70945,18.28302
1265,158,52705,0.059678,0,0,0,604.7436,2200.357,569.5603,101.1197,215.6454,181.9419,288.1165,131.6142,112.7694,0,27.94245,660.2946,1797.162,5134.749,25.68858,28.31967,44.72469,232.2692,73.26905,492.4288,2014.083,1448.32,693.9861,489.2722,0,0,0,744.0933,640.0387,23.17018,399.0356,497.6931,22.24987,26.59253,20.42851,18.0387,0,31.04763,25.72428,22.55652,64.44721,131.5942,135.6108,18.05427,20.40715,19.96679,10.22768,42.11233,30.08142,28.37904,22.45695
2533,423,54585,0.1039987,0,0,0,38.39339,1516.408,382.5681,75.59054,187.2979,249.5588,445.4514,24.20857,135.1398,15.24292,0,918.028,1217.393,3478.265,0,0,96.33255,132.912,37.17336,681.7376,2929.922,2005.111,474.5647,411.6565,0,0,0,0,107.6296,32.10183,121.7878,109.6707,26.25268,27.48172,16.32339,23.39191,23.82685,0,29.99293,29.55184,84.43384,0,0,15.35551,15.22392,13.93424,15.57829,61.27216,45.8185,21.14015,20.02825
5859,909,56065,0.5140559,11.03508,29.10922,71.23666,14.35592,201.6839,73.59665,14.97205,25.2352,20.59393,41.55012,10.69311,21.35187,1.413981,0,95.8366,299.5795,855.9415,0,4.07099,5.578218,18.56711,6.447083,38.8567,305.8222,114.2844,49.9622,83.23219,4.020843,6.133633,11.91478,126.5425,81.88707,11.59295,17.20294,12.58171,5.322685,6.562981,3.509789,3.873055,0,0,11.91143,32.72282,93.49378,0,2.95255,2.373599,5.612116,5.031208,5.639579,32.90938,16.587,28.32928,34.95333
273,101,51957,0.1896299,0,2.831543,2.934332,36.91376,24.48905,12.39733,0,0,0,7.60191,0,0,0,0,17.86465,5.149256,14.71216,1.603989,7.697375,4.939412,7.471964,0.7035328,16.94705,108.7966,49.84427,22.2839,15.30122,0,39.07406,33.5387,6.929759,8.294876,5.214707,94.19738,0,0,5.287765,0,0,0,0,8.754886,2.19593,6.274086,45.80587,20.31623,4.108979,4.544878,18.65648,1.753612,7.201277,5.157682,7.368887,4.834301
299,625,51671,0.1798261,0,93.02836,251.6965,523.9997,538.0226,350.7256,0,156.4708,62.80909,114.8235,41.63051,66.63515,9.843011,0,294.1922,1215.119,3471.767,37.07331,11.14637,43.21842,125.8726,44.0471,243.5857,1005.395,716.4285,298.4741,295.2555,0,16.95302,23.43667,4573.479,4578.883,19.03032,0,34.31223,12.75958,9.834401,10.79032,9.950791,8.924226,0,16.26556,32.32494,92.35699,13.63123,7.660274,10.68516,7.840998,9.860124,7.365222,26.17015,21.66242,17.4313,16.88796
1178,269,52825,0.07180065,0,0,0,0,565.1877,115.4449,37.73218,66.13815,113.6271,131.178,8.762523,46.67767,0,20.69942,221.4544,515.1822,1471.949,0,0,0,64.40171,23.20651,240.0377,670.6819,705.9932,193.6433,163.507,0,0,0,0,49.85948,27.11638,29.37321,37.59681,26.86964,25.71846,42.81782,10.90702,0,25.16127,20.33357,13.49058,38.5445,0,0,0,11.03583,13.74026,7.510841,21.09645,22.09071,12.27661,13.4535
1725,514,54266,0.05052983,0,0,0,3855.258,618.8893,774.9565,344.6691,133.4732,438.4093,819.11,56.60817,214.0885,104.6696,19.84123,1847.867,2908.554,8310.154,0,49.77722,212.0332,374.9885,93.26632,1435.359,6191.951,4221.644,1325.135,1094.326,0,0,0,2469.71,2571.048,42.27149,146.6202,58.74294,28.25433,32.6813,17.84138,30.49292,103.7956,27.9845,39.63619,44.96991,128.4855,0,17.29192,24.63312,28.89,21.55717,20.60051,78.84315,60.58974,36.05361,34.56137
2435,515,53828,0.1006681,0,0,2.868835E+11,74.11649,208.8599,97.521,23.24876,22.25272,25.7686,60.19752,13.93931,32.41677,4.835466,4.972967,117.6581,365.2265,1043.504,78.07845,4.006833,12.31599,21.62799,7.525965,113.3627,356.2612,333.4198,101.9503,82.49598,0,0,2.780375E+12,43.31921,39.02937,7.596374,44.77362,39.07894,6.682136,8.144582,6.595574,6.084012,5.382701,6.575831,6.823062,6.051102,17.28886,0,574.9252,5.567203,5.374564,4.230234,3.238088,9.046907,9.523787,6.850152,7.642057
6057,396,56099,0.3424864,0,0,0,25.01039,29.98986,1.316167,0.006833928,2.12609,2.057817,4.922736,1.152689,111.0507,0,0,10.38024,3.650563,10.43018,0,1.523436,1.142324,5.307937,2.996936,8.613307,42.31138,25.33326,10.64592,8.914651,0,0,0,2.661475,2.794434,2.694867,0,1.756118,2.638534,2.855959,7.26044,129746.5,0,0,1.425702,0.5839163,1.668332,0,2.463977,5.574749,2.216537,2.734552,1.151338,2.197842,3.386288,2.126541,2.349594
309,239,51994,0.07576872,0,0,0,1885.839,0,245.747,185.0501,22.79438,167.8977,311.6159,36.24453,73.43183,0,12.35025,649.3564,801.8391,2290.969,0,0,62.54685,94.67593,38.58514,248.8783,1952.767,731.9949,367.1197,280.8072,0,0,0,320.5062,265.6122,22.72988,161.5224,132.714,15.27012,20.26337,11.9798,8.770122,0,7.193095,26.39486,28.6593,81.88372,0,0,8.554627,6.739552,8.388196,6.738116,62.33471,19.81799,13.203,17.53974
473,47,51929,0.1404543,0,235.6113,351.6028,641.4888,146.1603,213.1959,42.40673,51.10439,62.92719,165.5934,17.74186,88.4463,0,0,354.5251,607.2001,1734.858,0,25.93967,61.25811,65.50141,25.24805,301.4006,1400.439,886.4725,220.205,180.1635,0,82.33521,54.49894,483.5127,626.9784,24.39268,77.10366,76.73193,14.83768,16.51787,11.8255,12.99168,0,0,17.45278,24.85024,71.00069,0,11.71692,9.194933,8.748723,7.810641,7.879248,39.59818,23.17426,13.12738,11.16626
814,367,52443,0.1880913,0,3.391538,0,40.42485,42.79244,6.383489,0,9.905498,12.55143,21.43494,4.225733,11.83429,2.365032,3.2501,65.1962,6.567405,18.76402,0,5.514289,4.440864,6.940612,1.181852,41.49693,267.0071,122.0498,45.27852,32.97704,0,18.78006,0,5.835886,6.294899,7.961638,0,5.008832,5.100081,4.44022,7.833705,87436.91,12.04702,8.742879,4.731471,1.487968,4.251338,0,4.135957,4.134196,5.011609,7.912746,2.221211,9.328928,6.532974,4.875771,5.427905
1208,232,52672,0.1898274,17.07677,14.61577,3.914326,22.08041,26.634,5.041621,1.479061,8.955167,3.958107,9.515309,0,0,0,0,23.12505,15.9584,45.59542,0,4.931949,5.367491,5.141443,0,27.89968,143.7727,82.05788,26.2994,18.29208,18.82484,8.594309,17.99898,7.184283,7.953248,7.4422,31.79572,10.32723,8.433379,6.044272,0,0,0,0,6.400186,1.711493,4.889981,123.5854,54.78094,6.119979,6.123663,0,1.745073,10.23243,5.132567,6.617824,6.545156
624,624,52377,0.08379064,0,0,0,170.7935,130.5202,82.69704,17.8903,33.88748,33.13239,61.74549,0.6958451,30.92155,0,0,149.7464,381.2364,1089.247,0,2.455039,49704.54,44.23571,14.52618,136.4769,515.9133,401.4027,126.3389,104.5477,0,0,0,96.2393,87.72473,7.850026,11.33479,12.81089,5.186859,5.770979,28.97032,6.627657,0,0,6.058985,7.493892,21.41112,0,61.2695,18727.07,5.471542,5.024084,3.317638,10.84141,9.757759,7.996589,6.520809
1766,172,53468,0.08182786,0,0,0,417.885,641.1426,623.8249,174.2334,126.1548,69.69163,168.0768,156.2318,102.183,22.92621,0,491.3306,1595.727,4559.219,0,28.44286,43.3092,334.3445,106.1474,527.9683,2034.174,1552.848,294.2258,248.0376,0,0,0,87.53043,42.29173,28.76855,48.68419,86.84956,13.56452,13.37677,24.13199,18.02917,13.28296,0,17.52027,27.30226,78.00645,0,12.00643,14.02724,18.64991,15.24085,11.78141,41.20745,34.6512,19.83377,20.47143
2608,157,54474,0.1198468,0,0,262.187,197.0241,374.5905,116.3368,65.19814,19.66155,76.50767,156.4865,9.598299,47.62231,0,0,324.9299,341.7136,976.3246,0,0,48.70575,56.59626,26.41654,229.5238,1081.397,675.0699,173.9123,142.0058,0,0,47.99755,262.7614,240.4117,15.15631,23.43544,32.67844,13.62312,18.04053,13.91625,10.22546,0,0,18.43533,14.36281,41.03659,0,0,10.31383,6.122802,7.589183,8.070872,33.60835,23.73786,9.380795,9.145862
374,617,51791,0.0879458,0,0,0,65.34332,469.3396,135.8836,5.429773,75.12782,44.15001,87.66892,2.587098,35.20736,0,0,189.6199,524.7488,1499.282,0,0,51.7648,52.33801,11.30142,225.4482,602.0182,663.0828,174.4164,174.965,0,0,0,1132.543,814.2801,15.9728,16.84554,25.33134,12.68998,14.17617,18.44051,10.83597,0,0,16.95493,8.797705,25.1363,0,0,15.30256,16.0015,8.206942,6.615197,20.58294,19.45646,22.44839,27.03876
1265,206,52705,0.05926563,0,0,0,311.8311,649.6593,332.0219,7.336835,167.987,92.61971,169.9559,29.26642,102.575,8.845758,7.840979,361.0018,1153.993,3297.123,0,30.17183,45.77413,172.5695,70.93307,355.7978,1163.812,1046.464,0,321.8927,0,0,0,1199.286,950.5776,22.97207,41540.95,1110.133,15.81062,16.5829,13.69213,13.3145,15.04202,7.87264,17.80899,22.77566,65.07331,0,9.226363,15.41525,12.89647,13.94994,7.731255,23.8871,22.73899,0,16.20596
1821,401,53167,0.04718887,0,0,0,381.9722,54.62781,19.70403,0,49.21467,49.08927,75.42512,10.65255,25.9028,4.269979,0,160.0806,38.0444,108.6983,0,0,16.94416,22.33829,20.3285,49.52987,514.4338,145.6761,115.1878,85.6338,0,0,0,69.68316,69.45349,9.41817,0,24.59025,10.79969,8.71232,0,6.666914,11.52612,0,11.09322,3.750485,10.71567,0,0,6.710755,4.908648,10.78318,2.536325,18.34923,7.459778,6.190341,5.501398
2561,345,54597,0.08953804,0,0,0,620.8604,0,124.3052,130.56,0.8224632,95.4352,188.8484,6.519484,26.01893,7.009965,0,382.1379,595.0944,1700.27,0,4.501271,49.95704,43.05957,18.18689,129.1962,1245.564,379.9888,94.42194,92.62988,0,0,0,39.07222,0,10.98162,129.7711,2082.892,9.554446,10.93964,9.692388,4.918803,0,0,17.04618,23.03488,65.81395,0,6.62973,3.387074,4.29141,3.594419,4.162362,39.57677,12.24224,5.905341,6.521927
5905,986,56065,0.04559581,0,0,2.098075E+25,153.7486,309.6122,221.4276,49.61296,97.55731,56.26414,104.7369,115.4213,79.17532,0,0,229.5474,729.6346,2084.67,0,0,20.22651,62.81466,11.06755,313.3559,923.947,921.635,203.8567,200.9657,0,0,7.356262E+20,15.1704,27.85134,15.64146,10.41445,16.54875,14.48622,12.82616,64.98777,15.43847,0,0,13.57059,12.74408,36.41166,0,0,9.579795,10.82588,5.639963,6.902503,31.67182,20.30148,13.9573,15.71121
1166,626,52751,0.0695866,0,0,0,1119.016,762.6786,328.6027,96.89918,128.2644,209.6418,304.556,0,78.29473,0,0,735.1754,706.0326,2017.236,0,16.61656,87.01662,105.0602,64.80923,495.7268,2542.186,1458.02,476.7875,349.3052,0,0,0,395.0285,379.035,41.21983,73.88877,70.55579,41.31943,35.63675,0,21.51325,0,0,42.26825,31.26596,89.33131,0,24.4556,35.73252,18.27969,20.12681,16.77605,83.84244,49.34132,27.78816,27.17346
1208,569,52672,0.1660276,0,17.89424,83.73522,155.1622,171.1162,103.1104,32.90703,23.77944,28.18987,50.16512,11.23629,36.75769,6.686542,10.83267,109.7716,427.0591,1220.169,10.07276,1.073195,12.00431,28.378,8.760709,77.72475,358.0576,228.6022,94.09483,96.92547,0,9.989633,15.27124,100.8879,89.54812,13.20443,40.62137,34.04207,7.947064,8.659544,7.689041,11.27124,5.394258,7.382503,12.18412,23.72266,67.77903,5.670376,41.9087,4.271262,6.82881,4.330752,4.655869,21.72974,13.69373,11.73731,14.32998
1277,61,52765,0.1525397,0,48.47186,147.036,245.4761,42.65752,55.71658,22.76879,14.58312,55.33353,64.1218,10.77563,21.0729,0,7.30173,188.1466,234.4091,669.7402,0,0,19.59828,39.70854,10.25876,155.1882,687.1069,456.4358,115.6023,71.07465,0,28.67011,25.0916,1722.231,10469.12,12.21287,34.528,36.08744,13.72219,9.036777,6.535733,7.558457,0,12.58203,15.15667,9.447158,26.99188,0,0,8.036741,9.314666,7.660036,5.172874,20.27822,15.21434,10.66908,12.12923
1938,134,53379,0.06218722,0,0,0,1055.908,813.5308,125.4984,114.4188,49.07171,263.9545,412.5522,0,46.56716,0,0,862.0072,422.6864,1207.675,0,0,111.2782,60.67417,29.16761,437.8192,2945.312,1287.704,465.0105,372.5009,0,0,0,591.9006,581.8475,27.95189,1652.819,3085.693,28.5954,28.32887,0,15.38877,0,0,41.21663,19.98383,57.09665,0,0,13.73533,8.163655,10.34752,16.61613,93.02518,48.87098,18.94549,18.82078
2231,506,53816,0.1123769,0,0,365.4651,250.3667,188.2866,86.35588,16.64746,62.51446,60.68788,153.2697,4.410264,78.68903,0,0,261.5088,410.2745,1172.213,0,0,25.28162,30.56221,27.26949,187.7061,818.0165,552.0767,105.2733,88.52296,0,0,100.3919,766.524,806.2713,21.22184,11.86902,19.37688,16.40515,20.23606,16.29321,15.93542,0,0,17.55396,15.55554,44.4444,0,0,12.03422,11.13394,14.36115,6.321928,24.00592,18.5939,12.82572,12.28799
2505,504,53856,0.2194258,56.01797,107.8414,331.6411,566.0856,1995.724,520.3003,255.863,0,135.426,278.0216,110.3945,139.849,17.42022,0,585.1212,1705.089,4871.684,68.23058,102.1045,26.79127,217.7453,72.26991,344.7646,1522.624,1014.013,439.4021,336.7033,30.51028,33.23493,46.00435,3181.914,2816.979,39.57408,29.95915,0,21.1394,27.5695,22.13288,23.17558,19.39387,0,40.61482,82.56345,235.8956,18.15138,0,10.10645,18.77946,22.17108,16.78535,71.84634,49.36867,35.9039,32.41112
4217,190,55478,0.3444434,0,0,0,11.65781,14.8087,4.371029,0.4927109,1.036372,4.686324,6.524892,2.51212,0,0.4841867,0,17.51736,3.834652,10.95615,2.899213,1.814677,2.018908,2.232326,1.968678,9.65981,64.27562,28.41121,11.00667,10.49876,0,0,0,4.392505,4.156797,1.968995,5.47879,3.425198,2.167303,2.267475,3.773632,0,6.759471,0,3.410697,0.7259097,2.074028,3.112844,1.837951,2.700856,4.33268,2.704433,1.321293,7.437366,3.886155,2.078629,4.703929
6000,635,56102,0.4475329,14.98947,40.08475,85.06384,8.081319,214.6794,116.0808,8.881667,49.98954,28.78105,54.95705,29.91843,27.04344,3.161791,2.249239,140.0644,527.3798,1506.799,0.2746865,0,14.91248,36.35701,23.61737,40.25162,442.3233,118.3871,43.23786,42.92194,2.829377,2.707095,3.205609,436.5116,247.8395,3.051289,55.27253,49.55507,3.273289,4.153427,4.321259,2.116175,1.412865,1.502318,2.725947,3.344951,9.557002,6.838823,0,2.944172,2.625903,4.028304,2.719267,10.32124,7.997844,7.255981,6.518821
625,534,52145,0.1902844,0,10.26518,0,26.17529,25.85432,6.353157,0,7.414386,5.819477,13.85152,0,0,0,0,27.92983,5.664029,16.18294,3.062171,0,4.056302,1.835062,3.185267,24.08336,155.0961,70.83342,15.3016,10.97842,0,7.779087,0,5.33964,7.765046,5.872322,244.7189,10.99866,6.580057,5.162507,0,0,0,0,6.00553,1.247063,3.563036,6.338964,0,4.153279,7.167006,8.483201,1.544006,7.652056,4.541195,8.776041,5.705307
1766,317,53468,0.1367847,0,0,214.1216,188.3097,101.3766,143.2829,60.85336,0,36.25637,71.32593,24.89516,66.87655,0,0,175.1605,582.3997,1663.999,0,0,17.87915,45.71242,20.90211,130.0477,574.7775,382.4932,105.0457,85.25574,0,0,35.81936,45.2985,41.96599,13.91656,12.95711,0,10.48806,11.51143,10.77624,13.07692,0,0,13.00323,15.81489,45.18539,0,0,5.101545,8.217211,13.71011,4.587678,18.39645,13.49317,12.35458,11.41389
407,620,51820,0.2569713,0,0,2.924159,0,83.94254,1.83635,0,6.930052,8.854461,24.17679,0,60.69127,0,0,51.43993,8.769755,25.05644,0,18.61098,7.940173,21.28361,12.81898,23.56202,223.7753,69.30005,36.96786,33.43412,0,0,205.0913,0,14.39536,8.435118,0,9.304371,5.119474,8.994759,0,17.20829,0,0,7.71392,4.646,13.27429,0,15.31956,5.465713,12.06883,12.73697,2.546714,18.60941,7.490335,7.227083,8.184628
1822,12,53172,0.1165293,0,0,423.3344,2995.845,1105.119,762.9005,37.87551,389.232,292.6172,586.0469,164.1466,187.4043,60.75072,0,1128.83,2206.065,6303.044,28.22058,0,111.3828,246.0414,93.01439,299.4047,3500.177,880.6021,657.4766,541.4639,0,0,128.6352,1761.962,1786.285,116.2113,0,82.25309,68.23911,72.39712,43.4989,45.25766,63.99872,0,118.1754,239.083,683.0944,319.93,0,22.67072,28.24042,17.89881,26.09403,248.7493,76.74715,55.60736,44.30945
6284,245,56310,0.4027908,70.98595,95.53697,216.8905,225.9423,386.2966,212.3505,51.13214,0,59.08455,94.60516,21.10706,37.2107,0,0,198.5054,705.374,2015.354,4.933533,8.71425,18.0364,68.35501,43.46587,98.46346,515.0223,289.5984,124.3773,124.7734,23.07383,19.78858,29.56565,60.82658,64.67123,24.28604,17.77116,0,11.83239,13.33323,9.10404,6.340658,0,0,18.10882,54.84111,156.6889,5850.224,6564.477,5.036187,10.74875,11.62959,4.997818,31.23488,14.69947,18.30033,29.02329
6443,581,56367,0.3935362,10.31254,26.90556,65.16136,170.6608,50.32281,71.84319,24.89351,10.29509,11.28522,42.4418,9.843202,25.61508,3.267785,5.203578,78.67591,305.5292,872.9407,11.83584,0,11.90371,24.39158,9.759454,55.64597,311.834,163.6646,66.62673,39.07098,5.622842,8.254168,10.67496,42.1156,17.7515,9.743892,98.16456,191.7278,3.875294,7.762608,4.904409,4.511177,3.540545,3.72867,7.882432,30.05731,85.87804,4.528042,0,5.899979,5.751181,11.46562,3.702536,22.84069,10.88981,9.379685,12.61995
377,45,52145,0.05353812,0,0,0,0,1188.227,263.4749,136.8649,25.95685,43.82806,162.5628,48.83228,84.5107,0,38.24023,333.6852,949.527,2712.935,0,31.43421,71.09711,160.2218,44.79079,481.9037,1079.3,1417.364,401.5646,331.6546,0,0,0,0,53.02105,28.7058,44.58883,227.7216,21.96807,27.02472,17.75355,24.13924,0,28.27948,22.47985,17.14692,48.9912,0,16.36171,23.59819,17.82424,15.42304,10.26672,30.86007,30.19623,23.75212,23.49884
1368,55,53084,0.04774429,0,0,0,659.8001,553.8564,261.8103,202.4637,57.44166,204.5127,286.2056,2.281504,73.05292,5.481282,1.742141,589.1302,802.0741,2291.64,0,11.8996,62.86596,110.6822,37.91461,431.5622,1992.575,1269.301,405.9699,352.2083,0,0,0,374.9865,329.4893,41.42457,41.95555,31.96887,28.25377,25.50061,54.42889,14.68865,39.76635,109.6584,29.92209,30.56323,87.32352,0,75.70011,10.44165,9.593107,8.527593,14.61035,56.96659,42.97162,16.90306,15.92207
2570,44,54081,0.1002603,0,0,0,382.6976,0,9.275692,0,4.996809,0,70.85692,0,22.77426,0,0,92.10791,26.4294,75.51258,0,0,22.15633,24.72724,25.52973,49.5486,196.0415,145.7312,70.71784,44.83059,0,0,0,29.81705,0,9.195855,0,12.23027,0,18.52647,0,6.662155,0,0,15.1782,4.44651,12.70432,0,0,12.52845,9.016625,13.85748,4.431669,10.6533,13.03432,11.11,11.67327
6686,893,56389,0.3849562,23.02939,78.17973,198.2283,55.8205,259.513,220.4548,95.12459,1.756932,31.96326,64.6101,52.44498,30.11959,4.868555,5.540411,170.1445,745.9784,2131.367,0,6.689397,12.9187,80.20824,25.43608,75.19009,494.2173,221.1473,63.95234,35.93821,10.72933,13.39394,27.91662,32.95118,33.12962,27.05255,40.11525,242.6187,6.474555,10.12615,9.747973,6.668951,6.192283,3.313198,15.96269,66.36993,189.6284,0,3.400015,4.061599,7.780976,5.921626,6.223679,38.24445,18.30494,10.49834,11.0964
418,385,51817,0.09302478,0,0,0,78.25906,105.2374,75.99501,18.62037,25.85936,16.36922,47.72628,17.45799,30.71865,7.309348,13.46511,93.884,311.5905,890.2585,0,2.283777,10.6513,35.83567,8.245004,77.0601,241.1466,226.6474,61.54928,50.84909,0,0,0,36.42687,28.15027,6.819486,5.48078,20.11473,3.919452,7.039514,8.620564,6.398133,6.46426,7.864621,7.244584,4.446392,12.70398,0,14.50579,6.060474,5.607894,3.902387,2.902007,7.387184,8.535316,7.840793,6.006784
815,54,52374,0.1892775,12.42395,5.59347,0,43.75821,68.4437,12.47369,3.888134,9.926107,15.99499,26.83544,0.8680745,2.617179E+08,0,0,75.64786,23.37329,66.78083,0,6.37069,7.174553,14.19296,2.84783,63.66057,344.2735,187.237,51.37231,41.79267,91.28887,37.33578,0,13.13846,11.42676,7.143066,20.47276,13.31745,7.4024,5.727557,74.19839,2.097885E+10,0,0,5.803899,2.638466,7.538474,0,9.760359,5.117845,4.329924,13.61936,2.348551,11.59559,6.907503,5.838854,5.978741
891,22,52584,0.08578172,0,0,0,361.7384,378.0378,175.8174,45.01578,61.11103,88.14396,154.3138,29.3678,53.04199,6.511078,0,338.8271,571.3085,1632.31,0,0,37.4231,98.79698,32.42806,293.0797,1063.586,861.999,202.4902,163.8737,0,0,0,162.6918,130.3274,23.29454,16.31998,16.32176,17.3232,16.13127,18.16861,11.2156,17.49299,0,18.86825,22.7809,65.0883,0,0,9.891352,9.872058,7.455987,10.25899,35.05914,30.1735,12.03508,12.58334
1167,537,52738,0.06858101,0,0,0,385.5082,1084.651,227.4126,67.30386,69.08465,103.2064,202.59,26.93682,56.24817,1.666484,0,450.9138,559.6906,1599.116,0,36.12852,61.94477,179.8828,55.10379,515.0574,1372.889,1514.875,539.5967,464.5066,0,0,0,1970.801,1825.085,17.90508,37.44683,35.30622,11.73725,12.81963,11.59379,11.10539,37.45664,0,16.76625,12.18869,34.82482,0,10.65027,10.34251,15.23538,12.70593,9.548941,29.29391,28.08512,18.27517,17.3633
1295,37,52934,0.07425909,0,0,0,73.46025,96.23994,51.51609,24.99976,11.32875,20.3951,49.18229,5.737948,17.50945,4.003747,4.804788,110.1997,188.0079,537.1655,0,2.728336,8.953186,19.61065,3.159187,95.1385,372.1372,279.8191,83.98431,70.74387,0,0,0,11.40968,13.20964,6.381316,22.14501,26.50857,3.627331,5.728297,5.77177,4.28841,15598.53,5.754161,6.418834,3.949501,11.28429,0,2915.265,7.93714,3.912353,7.103104,2.225245,8.549798,6.544839,4.881372,5.405051
1334,511,52764,0.1967777,93.21648,82.86797,367.8076,276.4368,681.5633,423.6433,55.12198,157.3526,132.1262,230.3031,89.38503,116.6513,20.57514,17.09096,467.597,1564.071,4468.774,0,5.179667,43.69674,70.46484,31.12844,238.0478,1383.903,700.1405,217.8313,170.7819,32.90607,14.27631,24.5705,519.1744,496.1738,23.18109,110.5911,108.1484,14.64133,14.20464,11.26216,13.06658,7.196941,11.63399,22.12777,35.8384,102.3954,0,8.151538,8.791298,9.884724,17.74454,7.640632,37.18465,22.47245,14.50109,13.43755
271,439,51883,0.116298,0,0,653.0721,1698.865,676.4449,752.1121,334.501,23.49206,189.8172,344.617,105.8027,190.0475,21.72294,0,726.0209,2669.346,7626.704,14.87261,28.84402,40.80434,197.1696,71.315,350.9158,2304.343,1032.105,537.6945,308.7376,0,0,41.64706,1083.891,1007.985,29.53269,9866.865,450680.5,16.40636,19.11917,16.65003,14.15444,7.27545,0,23.79415,49.67281,141.9223,20.63316,19.68362,10.19305,12.06611,12.54179,8.881384,44.42029,26.12172,22.21995,17.77591
1104,441,52912,0.3581432,3.626643,0.5539075,0,42.9848,47.97821,3.942657,0,9.939245,0,10.2494,0,0,0,2.313892,36.60407,8.900677,25.43051,0.7292601,2.083098,10.79828,6.468017,0.2248295,19.72119,177.4723,58.00349,26.97073,21.71851,8.838256,33.75572,0,11.34557,12.08176,5.882266,0,4.029417,0,10.77081,0,0,0,4.747681,6.436041,1.719851,4.913861,60.04341,26.60951,7.810847,6.146617,282.2845,3.867141,26.50467,11.37394,8.299541,9.610702
523,209,52026,0.1641583,0,46.19469,117.7516,328.7136,156.828,143.0784,22.54563,35.39513,26.26886,71.8334,18.74467,39.15472,9.715991,0,133.4658,534.033,1525.809,6.832065,9.22695,4.44339,67.96221,30.44601,107.871,420.6783,317.2677,122.7621,108.733,0,22.89304,18.37523,187.3573,201.7707,12.8172,112.8984,101.8516,9.212276,9.251595,8.826463,7.753064,8.682453,0,11.71754,16.33473,46.67065,0,4.932607,11.69766,9.609546,10.68414,3.988372,11.98119,11.7305,11.48731,11.17267
1416,285,52875,0.188726,-9999,0,0,11.47065,18.78404,89.08627,0.6823428,9.277793,6.40274,17.74177,0,4869.35,0,0,42.26279,5.729578,16.37022,1.163384,1.780143,0.4610089,4.746818,3.366555,30.87182,201.2769,90.79947,29.44098,19.73482,0,0,0,9.114813,10.25977,61.00248,52.64064,9.085513,7.232649,4.102342,0,184315.2,0,0,6.486694,1.593853,4.553865,39.12971,32.84138,21.88131,5.594157,5.72945,2.173896,11.47534,6.393812,4.454054,4.697853
