RAJ2000,DEJ2000,sf,Plate,MJD,Fib,logHeII/Hb,log[NII]/Ha,Class,BPT,SN,WR,WRcl,Sloan
h:m:s,d:m:s, , , , ,[-],[-], , , , , ,
-----------,------------,-,----,-----,---,-----,-----,-------------,-------------,----,------,-,-----
13 53 21.45,+37 30 53.93, ,2033,53476,444,-0.59,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 09 34.18,+37 31 46.11,F,1399,53172,299,-2.01,-2.09,SF           ,SF           ,OKSN,Non-WR,0,Sloan
08 47 16.04,+37 32 18.07, ,865,52323,94,-0.88,0,             ,             ,    ,Non-WR, ,Sloan
08 58 17.54,+37 33 46.37, ,935,52643,580,-0.77,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 25 18.45,+37 35 13.58, ,1992,53466,282,-0.56,0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 53 56.65,+37 36 32.18, ,632,52071,208,-0.69,-0.44,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 36 47.56,+37 37 12.35, ,1294,52753,143,-0.47,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 22 18.87,+37 42 49.28, ,2102,54115,332,-0.6,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 22 31.89,+37 48 00.79, ,1337,52767,154,-0.83,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 14 55.60,+37 48 27.89, ,893,52589,228,-0.59,-0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 27 38.16,+37 49 57.44, ,1992,53466,192,-0.42,0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 17 49.31,+37 51 55.50,F,2001,53493,146,-2.28,-1.72,SF           ,SF           ,OKSN,WR    ,2,Sloan
08 07 42.46,+37 53 32.17, ,758,52253,533,-0.63,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
12 16 51.75,+37 54 38.07, ,2001,53493,170,-1.2,-0.34,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 16 24.52,+37 54 45.97,F,1427,52996,221,-1.7,-2.21,SF           ,SF           ,OKSN,WR    ,2,Sloan
15 31 18.68,+37 55 17.87, ,1294,52753,389,-0.81,-0.61,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 16 03.18,+37 56 23.06, ,1337,52767,312,-0.67,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 30 20.78,+37 56 56.40, ,1173,52790,273,-1.43,-0.47,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
07 26 36.99,+37 59 08.84, ,1733,53047,139,-0.58,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
08 25 10.23,+37 59 19.75, ,893,52589,628,-0.84,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 47 19.80,+38 00 43.64, ,865,52323,191,-1.21,-0.86,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
11 30 38.56,+38 01 30.36, ,2036,53446,430,-0.59,-0.73,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 02 17.27,+38 03 07.03, ,1352,52819,419,-0.52,-0.17,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 11 15.09,+38 05 31.68, ,1399,53172,185,-0.71,-0.91,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 27 49.31,+38 06 17.71, ,1381,53089,501,-0.88,-0.92,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 59 30.40,+38 08 38.76, ,1055,52761,312,-0.54,-0.35,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 49 27.22,+38 09 24.04, ,632,52071,309,-0.69,-0.31,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 13 12.80,+38 13 55.61, ,2108,53473,27,-0.52,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 43 52.05,+38 14 11.77, ,2000,53495,74,-0.72,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 42 11.87,+38 14 33.44, ,818,52395,452,-1,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 39 32.68,+38 16 05.77, ,2000,53495,232,-0.65,0,             ,             ,    ,Non-WR, ,Sloan
07 56 05.23,+38 16 51.32, ,543,52017,547,-0.6,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 10 44.28,+38 20 10.28, ,2108,53473,120,-0.79,-0.6,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 49 06.60,+38 21 52.58, ,2014,53460,437,-0.6,0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 23 58.90,+38 22 51.71, ,2037,53446,524,-0.75,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 26 28.17,+38 22 58.67,F,1381,53089,470,-1.87,-1.96,SF           ,SF           ,OKSN,Non-WR, ,Sloan
15 00 53.92,+38 23 49.64, ,1398,53146,207,-0.51,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 05 17.61,+38 27 53.19, ,758,52253,381,-0.81,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 22 40.60,+38 28 59.95, ,1992,53466,347,-0.46,-0.29,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
13 42 31.22,+38 29 03.41, ,2005,53472,40,-0.6,-1.2,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 31 45.12,+38 30 49.38, ,1428,52998,38,-0.77,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 09 19.08,+38 31 54.63, ,2018,53800,638,-0.73,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 55 53.53,+38 34 28.71, ,2014,53460,616,-0.84,-1.09,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
07 38 55.75,+38 37 55.63, ,431,51877,613,-0.94,0,             ,             ,    ,Non-WR, ,Sloan
08 29 56.15,+38 39 10.37, ,827,52312,417,-0.77,-0.61,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 06 44.65,+38 43 18.35, ,758,52253,431,-0.65,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 47 16.65,+38 43 27.63, ,630,52050,241,-0.6,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 22 26.52,+38 43 45.57, ,1293,52765,292,-1.22,-0.6,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 44 39.16,+38 45 34.39, ,1432,53003,6,-0.65,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 29 30.41,+38 46 20.67, ,1992,53466,485,-0.6,-0.35,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
07 53 24.38,+38 47 31.83, ,433,51873,626,-0.62,-0.06,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 18 22.72,+38 50 43.43, ,2001,53493,516,-0.73,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 03 12.81,+38 51 51.96, ,936,52705,537,-0.66,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 02 43.20,+38 51 52.59, ,1988,53469,478,-0.77,-0.47,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
08 53 19.47,+38 52 39.01, ,1198,52669,230,-0.36,-0.13,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
08 38 43.64,+38 53 50.50,F,828,52317,148,-1.88,-1.32,SF           ,SF           ,OKSN,WR    ,2,Sloan
08 58 13.80,+38 56 31.62, ,1199,52703,138,-0.72,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 16 04.69,+38 57 22.61, ,2001,53493,479,-0.82,0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 26 15.25,+38 58 17.44, ,1996,53436,124,-0.74,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 11 19.30,+38 59 22.78, ,1336,52759,258,-0.56,0.1,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 39 00.97,+38 59 42.42, ,1350,52786,397,-0.6,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 55 42.87,+38 59 47.31, ,2007,53474,584,-0.59,-0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 35 27.03,+39 00 15.23, ,1972,53466,272,-0.64,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 21 40.26,+39 01 05.11, ,1337,52767,521,-0.9,-0.38,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 40 39.65,+39 03 56.08, ,1432,53003,83,-0.6,-0.28,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
10 17 56.90,+39 05 27.97, ,1427,52996,409,-0.99,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 20 18.20,+39 07 22.75, ,1977,53475,223,-0.74,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 11 12.30,+39 07 26.88, ,937,52707,484,-1.11,0,             ,             ,    ,Non-WR, ,Sloan
10 27 00.03,+39 08 04.91, ,1428,52998,497,-0.8,-0.38,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 04 25.14,+39 08 29.02, ,1398,53146,109,-0.7,-0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
08 18 35.60,+39 09 11.17, ,893,52589,404,-0.64,-0.43,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 37 39.88,+39 09 16.46, ,2005,53472,502,-0.58,0.16,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 57 11.97,+39 09 28.87, ,1054,52516,128,-0.77,-0.43,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 55 25.29,+39 11 09.93, ,544,52201,344,-0.69,-0.69,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
13 23 56.81,+39 11 34.23, ,1977,53475,511,-0.63,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 14 26.73,+39 11 36.46, ,1380,53084,424,-0.42,-0.13,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 02 36.07,+39 13 13.28,F,1378,53061,23,-1.92,-1.46,SF           ,SF           ,OKSN,Non-WR,0,Sloan
10 32 44.21,+39 13 22.77, ,1430,53002,158,-0.87,-0.47,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 38 07.80,+39 14 32.77, ,1432,53003,189,-0.67,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 21 49.61,+39 14 49.56, ,894,52615,276,-1.21,-0.37,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
07 42 13.71,+39 17 05.38, ,432,51884,57,-0.76,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 06 23.00,+39 17 10.12, ,2021,53475,27,-0.79,-0.35,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 49 08.50,+39 17 22.25, ,1378,53061,305,-0.65,0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 36 24.06,+39 17 31.09, ,2005,53472,441,-0.77,-0.27,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 36 50.08,+39 19 55.22, ,432,51884,250,-0.45,0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 32 01.14,+39 21 26.10, ,894,52615,34,-0.52,0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 38 55.95,+39 21 57.59, ,1432,53003,200,-0.44,-0.15,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
16 30 32.66,+39 23 03.12, ,1173,52790,451,-0.88,-0.17,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 00 17.10,+39 23 25.87, ,2021,53475,99,-0.55,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 58 15.50,+39 23 29.28, ,633,52079,474,-0.58,0.02,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 47 13.14,+39 25 59.99, ,1680,53171,592,-0.76,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 14 00.55,+39 26 00.58, ,759,52254,534,-0.78,-0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 31 42.37,+39 26 23.76, ,1734,53034,129,-0.62,-0.18,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
08 03 37.32,+39 26 33.14, ,545,52202,250,-0.55,-0.19,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
09 50 48.39,+39 26 50.53, ,1277,52765,332,-0.6,-0.69,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
09 16 52.79,+39 27 14.74, ,937,52707,621,-0.71,-0.91,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 40 39.05,+39 28 18.58, ,817,52381,25,-0.49,0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 46 26.10,+39 29 32.14, ,630,52050,234,-0.87,-0.84,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 17 18.67,+39 31 21.07, ,1357,53034,51,-0.45,0,             ,             ,    ,Non-WR, ,Sloan
08 48 04.24,+39 34 04.16, ,829,52296,58,-0.6,-0.87,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 15 29.55,+39 35 54.23, ,2088,53493,639,-0.57,-0.28,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 34 38.60,+39 38 28.30, ,1430,53002,485,-0.21,-0.42,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
10 34 56.37,+39 39 41.07, ,1432,53003,274,-0.76,-0.31,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 30 06.79,+39 43 19.32, ,1984,53433,299,-0.68,0,             ,             ,    ,Non-WR, ,Sloan
09 41 24.02,+39 44 41.87, ,1215,52725,533,-0.46,-0.11,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
16 57 15.05,+39 45 08.95, ,633,52079,421,-0.78,-0.98,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
15 19 47.15,+39 45 37.85,F,2911,54631,344,-1.98,-0.63,SF           ,SF           ,OKSN,Non-WR,0,Sloan
14 13 30.14,+39 46 12.04, ,1379,53084,627,-0.54,-0.39,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 43 17.92,+39 47 37.70, ,1377,53050,222,-0.66,-0.12,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
07 29 30.29,+39 49 41.62,F,1733,53047,528,-1.97,-0.93,SF           ,SF           ,OKSN,Non-WR,0,Sloan
15 50 59.38,+39 50 29.52, ,1054,52516,313,-0.8,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 00 34.61,+39 53 11.58, ,1398,53146,470,-0.54,-0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 03 37.82,+39 55 51.49, ,1379,53084,426,-0.56,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 22 32.69,+39 56 50.18, ,1172,52759,354,-1.23,-0.27,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
11 38 01.81,+39 58 31.42, ,1972,53466,476,-0.81,-0.39,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 37 42.74,+39 59 46.10, ,1972,53466,470,-0.84,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
17 02 49.63,+40 02 16.83, ,633,52079,619,-0.63,0,             ,             ,    ,Non-WR, ,Sloan
10 52 13.47,+40 02 32.82, ,1435,52996,256,-0.66,-0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
08 47 49.79,+40 04 15.95, ,829,52296,163,-0.69,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 01 40.55,+40 04 22.93, ,1437,53046,260,-0.57,0,             ,             ,    ,Non-WR, ,Sloan
03 22 24.64,+40 11 19.81, ,1666,52991,48,-0.43,-0.54,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 51 25.38,+40 12 47.78, ,1378,53061,388,-1.35,-0.51,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
10 09 55.73,+40 13 13.47, ,1356,53033,629,-0.79,-0.88,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 11 20.26,+40 13 42.07, ,1379,53084,608,-0.42,0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 13 00.53,+40 16 24.53, ,1347,52823,86,-0.64,-0.8,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 14 48.44,+40 17 49.08, ,1439,53003,4,-1.03,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 12 53.11,+40 18 59.91, ,759,52254,434,-0.56,0,             ,             ,    ,Non-WR, ,Sloan
10 29 46.81,+40 19 13.66, ,1360,53033,206,-0.3,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 35 48.83,+40 19 38.28, ,1734,53034,594,-0.6,-0.07,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 39 49.47,+40 20 48.58, ,1972,53466,544,-0.43,-1.61,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
16 21 03.43,+40 25 00.60, ,1171,52753,126,-0.71,-0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 59 09.88,+40 25 03.55, ,633,52079,413,-0.73,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 22 25.40,+40 25 19.81, ,1986,53475,465,-0.69,0,             ,             ,    ,Non-WR, ,Sloan
08 42 15.30,+40 25 33.28, ,829,52296,386,-0.47,-0.43,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
14 05 41.21,+40 26 32.55, ,1379,53084,443,-0.55,-0.32,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 55 19.54,+40 27 17.46, ,1435,52996,158,-0.5,-0.56,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 23 48.20,+40 29 58.87, ,1171,52753,11,-0.96,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 22 41.57,+40 32 02.43, ,1293,52765,367,0.15,-0.43,COMP         ,SF           ,OKSN,Non-WR, ,Sloan
13 57 29.56,+40 32 04.13, ,1378,53061,535,-0.7,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 54 38.78,+40 32 04.30, ,1216,52709,120,-0.52,-1.33,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 48 27.56,+40 33 18.06, ,1433,53035,542,-1.03,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 15 55.61,+40 34 09.47, ,1292,52736,175,-0.85,0,             ,             ,    ,Non-WR, ,Sloan
08 32 07.81,+40 34 52.65, ,894,52615,604,-0.85,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 45 30.21,+40 35 48.91, ,1377,53050,497,-0.73,-0.57,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
07 35 09.50,+40 36 24.40, ,1734,53034,600,-0.65,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 58 47.62,+40 37 30.58, ,633,52079,405,-0.59,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
16 40 19.68,+40 37 44.57, ,817,52381,604,-0.68,-0.43,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 52 52.84,+40 38 48.22, ,1054,52516,376,-1.25,-0.38,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
11 51 06.04,+40 41 22.24, ,1970,53386,504,-0.76,0,             ,             ,    ,Non-WR, ,Sloan
15 54 27.27,+40 44 41.28, ,1054,52516,417,-0.59,-0.94,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 47 49.98,+40 45 37.02, ,1377,53050,554,-0.59,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 04 03.41,+40 48 09.34, ,545,52202,428,-0.71,0.23,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 46 59.60,+40 50 54.13, ,1433,53035,534,-0.69,0,             ,             ,    ,Non-WR, ,Sloan
10 17 48.42,+40 51 16.41, ,1357,53034,543,-0.55,-0.6,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 21 24.80,+40 53 29.83, ,1462,53112,189,-1.26,-0.52,COMP         ,COMP         ,OKSN,WR    ,3,Sloan
08 57 36.10,+40 53 43.76, ,830,52293,4,-0.67,-0.71,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 37 17.69,+40 53 49.10, ,940,52670,127,-0.95,0,             ,             ,    ,Non-WR, ,Sloan
09 13 45.49,+40 56 28.21, ,1200,52668,73,-0.49,0,             ,             ,    ,Non-WR, ,Sloan
09 18 29.00,+40 58 03.53, ,938,52708,404,-0.6,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 19 51.32,+40 58 47.23, ,1171,52753,166,-0.74,-0.45,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 25 53.81,+40 58 52.16, ,1462,53112,68,-0.52,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 23 45.89,+41 04 56.40, ,1171,52753,76,-0.55,-1.23,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 14 31.71,+41 05 25.95,F,1666,52991,310,-1.95,-1.4,SF           ,SF           ,OKSN,WR    ,1,Sloan
09 32 39.71,+41 06 10.25, ,939,52636,637,-1.01,-0.42,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 16 06.48,+41 09 30.31, ,1995,53415,536,-0.93,0,             ,             ,    ,Non-WR, ,Sloan
12 34 30.25,+41 09 34.72, ,1984,53433,442,-0.46,-0.44,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 30 39.57,+41 09 51.53, ,1986,53475,601,-0.43,0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 41 03.83,+41 17 21.15, ,1396,53112,8,-0.61,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 26 30.31,+41 17 22.34,F,1679,53149,384,-1.83,-1.04,SF           ,SF           ,OKSN,WR    ,3,Sloan
16 41 01.36,+41 18 50.69, ,628,52083,130,-0.38,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 09 05.74,+41 19 03.92, ,1448,53120,14,-0.63,0.12,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 25 40.84,+41 22 31.62, ,1443,53055,306,-0.65,-0.9,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 28 53.90,+41 23 22.47, ,816,52379,172,-0.82,0,             ,             ,    ,Non-WR, ,Sloan
15 47 44.15,+41 24 08.29, ,1053,52468,159,-0.75,0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
16 11 58.51,+41 25 01.57, ,1335,52824,623,-0.53,-0.23,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 19 07.06,+41 30 14.61, ,1439,53003,622,-0.67,-0.83,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 17 26.30,+41 31 23.39, ,1348,53084,340,-0.66,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 30 38.45,+41 39 11.31,F,1452,53112,16,-2.14,-1.31,SF           ,SF           ,OKSN,WR    ,3,Sloan
15 26 06.16,+41 40 14.37, ,1679,53149,350,-1.05,-0.22,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 30 28.33,+41 41 22.07,F,1452,53112,11,-2.33,-1.23,SF           ,SF           ,OKSN,WR    ,3,Sloan
15 35 58.02,+41 41 59.59, ,1679,53149,549,-1.09,-0.39,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
11 28 32.72,+41 44 14.01, ,1443,53055,222,-0.7,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 56 35.06,+41 46 02.58, ,1362,53050,107,-0.92,-0.67,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 11 53.16,+41 48 19.98, ,546,52205,173,-0.8,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 45 59.16,+41 49 18.40, ,1345,52814,140,-0.65,0,             ,             ,    ,Non-WR, ,Sloan
09 42 35.03,+41 49 35.70, ,940,52670,101,-1.02,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 08 35.86,+41 50 46.29, ,1200,52668,415,-0.61,0,             ,             ,    ,Non-WR, ,Sloan
13 31 26.91,+41 51 48.29,F,1464,53091,370,-2.13,-2.12,SF           ,SF           ,OKSN,Non-WR,0,Sloan
08 29 42.67,+41 54 36.88, ,761,54524,71,-0.81,-0.42,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 32 17.47,+41 57 53.89, ,1443,53055,494,-0.76,-0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 53 07.13,+42 00 04.33, ,1290,52734,248,-0.48,0,             ,             ,    ,Non-WR, ,Sloan
08 01 42.59,+42 00 19.50, ,437,51876,91,-0.7,-0.26,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
16 44 35.36,+42 00 29.90, ,628,52083,71,-0.83,-0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 00 57.52,+42 02 26.45, ,1346,52822,147,-0.49,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 32 31.81,+42 03 42.76, ,1679,53149,532,-1.11,-0.6,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 02 00.55,+42 04 41.52, ,1346,52822,116,-0.85,-0.65,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 15 14.52,+42 04 51.81, ,1439,53003,577,-0.71,0,             ,             ,    ,Non-WR, ,Sloan
15 44 35.41,+42 09 17.71, ,1053,52468,488,-0.75,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 22 12.12,+42 10 19.01, ,1440,53084,533,-0.88,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 43 07.03,+42 12 31.09, ,1456,53115,411,-0.86,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 38 34.58,+42 14 56.65, ,940,52670,190,-0.57,0,             ,             ,    ,Non-WR, ,Sloan
08 23 08.29,+42 15 21.04, ,761,54524,396,-0.65,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 22 27.88,+42 16 26.42, ,1666,52991,575,-0.85,-0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
16 12 59.84,+42 19 40.32, ,1171,52753,325,-0.66,-0.33,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
08 10 48.17,+42 20 40.34, ,546,52205,495,-0.42,0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
08 22 27.44,+42 23 31.14,F,761,52266,361,-1.09,-0.37,SF           ,SF           ,OKSN,Non-WR, ,Sloan
13 17 36.45,+42 25 25.09, ,1460,53138,632,-0.54,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 54 18.49,+42 25 53.14, ,1217,52672,348,-0.47,0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 52 32.22,+42 27 59.84, ,1447,53120,228,-0.62,-0.36,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 53 19.43,+42 29 12.26, ,1217,52672,349,-0.62,-0.77,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 09 52.83,+42 33 15.69, ,1363,53053,39,-0.77,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 58 52.60,+42 34 13.21, ,1447,53120,599,-0.59,0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
