#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 2.49362e+14	4.44e-07	1.14e-03	1.45e-01	4.44e-01	2.63e-01	1.44e-01	3.26e-03	1.49e-05
 1.49617e+15	4.44e-07	1.15e-03	1.45e-01	4.45e-01	2.62e-01	1.43e-01	3.24e-03	1.48e-05
 6.48342e+15	4.42e-07	1.16e-03	1.47e-01	4.47e-01	2.61e-01	1.41e-01	3.17e-03	1.43e-05
 2.64324e+16	4.44e-07	1.20e-03	1.54e-01	4.54e-01	2.55e-01	1.33e-01	2.95e-03	1.31e-05
 6.31386e+16	4.60e-07	1.28e-03	1.66e-01	4.69e-01	2.43e-01	1.18e-01	2.47e-03	1.04e-05
 1.04032e+17	4.79e-07	1.34e-03	1.78e-01	4.78e-01	2.34e-01	1.08e-01	2.18e-03	8.84e-06
 1.50370e+17	5.09e-07	1.41e-03	1.89e-01	4.81e-01	2.27e-01	1.00e-01	1.97e-03	7.80e-06
 2.10608e+17	5.61e-07	1.52e-03	2.07e-01	4.85e-01	2.14e-01	9.06e-02	1.73e-03	6.65e-06
 2.77279e+17	6.12e-07	1.64e-03	2.28e-01	4.87e-01	2.00e-01	8.22e-02	1.54e-03	5.79e-06
 3.39926e+17	6.69e-07	1.77e-03	2.49e-01	4.84e-01	1.87e-01	7.56e-02	1.39e-03	5.19e-06
 3.99340e+17	7.36e-07	1.92e-03	2.72e-01	4.80e-01	1.75e-01	6.99e-02	1.28e-03	4.72e-06
 4.66937e+17	8.43e-07	2.15e-03	3.00e-01	4.73e-01	1.61e-01	6.33e-02	1.15e-03	4.23e-06
 5.34313e+17	9.38e-07	2.36e-03	3.30e-01	4.64e-01	1.45e-01	5.75e-02	1.05e-03	3.85e-06
 5.84865e+17	1.02e-06	2.52e-03	3.52e-01	4.56e-01	1.35e-01	5.37e-02	9.80e-04	3.63e-06
 6.26293e+17	1.10e-06	2.68e-03	3.70e-01	4.49e-01	1.27e-01	5.04e-02	9.21e-04	3.42e-06
 6.72399e+17	1.25e-06	2.96e-03	3.96e-01	4.40e-01	1.15e-01	4.57e-02	8.22e-04	3.02e-06
 7.15916e+17	1.37e-06	3.18e-03	4.18e-01	4.31e-01	1.06e-01	4.19e-02	7.48e-04	2.74e-06
 7.47780e+17	1.47e-06	3.35e-03	4.33e-01	4.24e-01	9.94e-02	3.93e-02	6.96e-04	2.53e-06
 7.80915e+17	1.61e-06	3.59e-03	4.50e-01	4.17e-01	9.24e-02	3.63e-02	6.32e-04	2.27e-06
 8.15938e+17	1.79e-06	3.87e-03	4.70e-01	4.08e-01	8.49e-02	3.30e-02	5.62e-04	1.98e-06
 8.44448e+17	1.95e-06	4.10e-03	4.84e-01	4.01e-01	7.95e-02	3.06e-02	5.09e-04	1.76e-06
 8.67524e+17	2.10e-06	4.32e-03	4.96e-01	3.95e-01	7.53e-02	2.86e-02	4.66e-04	1.58e-06
 8.92505e+17	2.32e-06	4.62e-03	5.11e-01	3.87e-01	7.04e-02	2.63e-02	4.14e-04	1.37e-06
 9.18819e+17	2.59e-06	4.98e-03	5.28e-01	3.78e-01	6.52e-02	2.38e-02	3.61e-04	1.15e-06
 9.40655e+17	2.82e-06	5.27e-03	5.40e-01	3.70e-01	6.16e-02	2.20e-02	3.25e-04	1.01e-06
 9.62832e+17	3.15e-06	5.66e-03	5.55e-01	3.61e-01	5.78e-02	2.01e-02	2.84e-04	8.51e-07
 9.86599e+17	3.52e-06	6.10e-03	5.70e-01	3.52e-01	5.39e-02	1.82e-02	2.47e-04	0.00e+00
 1.00770e+18	3.92e-06	6.52e-03	5.83e-01	3.43e-01	5.08e-02	1.67e-02	2.17e-04	0.00e+00
 1.03038e+18	4.46e-06	7.09e-03	5.98e-01	3.32e-01	4.74e-02	1.50e-02	1.85e-04	0.00e+00
 1.05447e+18	5.11e-06	7.73e-03	6.14e-01	3.21e-01	4.41e-02	1.34e-02	1.56e-04	0.00e+00
 1.07571e+18	5.78e-06	8.34e-03	6.27e-01	3.11e-01	4.15e-02	1.21e-02	1.34e-04	0.00e+00
 1.09868e+18	6.67e-06	9.11e-03	6.41e-01	3.00e-01	3.88e-02	1.08e-02	1.13e-04	0.00e+00
 1.12443e+18	7.85e-06	1.01e-02	6.57e-01	2.88e-01	3.59e-02	9.42e-03	9.24e-05	0.00e+00
 1.14900e+18	9.19e-06	1.11e-02	6.71e-01	2.76e-01	3.35e-02	8.30e-03	7.63e-05	0.00e+00
 1.17225e+18	1.07e-05	1.21e-02	6.84e-01	2.65e-01	3.15e-02	7.35e-03	6.35e-05	0.00e+00
 1.19857e+18	1.28e-05	1.35e-02	6.98e-01	2.52e-01	2.93e-02	6.38e-03	5.11e-05	0.00e+00
 1.22705e+18	1.55e-05	1.52e-02	7.13e-01	2.39e-01	2.72e-02	5.47e-03	4.04e-05	0.00e+00
 1.25259e+18	1.84e-05	1.68e-02	7.25e-01	2.28e-01	2.56e-02	4.79e-03	3.30e-05	0.00e+00
 1.27223e+18	2.09e-05	1.81e-02	7.33e-01	2.20e-01	2.45e-02	4.34e-03	2.83e-05	0.00e+00
 1.28675e+18	2.32e-05	1.92e-02	7.39e-01	2.14e-01	2.37e-02	4.01e-03	2.51e-05	0.00e+00
 1.30245e+18	2.60e-05	2.06e-02	7.46e-01	2.07e-01	2.28e-02	3.67e-03	2.19e-05	0.00e+00
 1.32286e+18	3.03e-05	2.26e-02	7.54e-01	1.98e-01	2.17e-02	3.24e-03	1.81e-05	0.00e+00
 1.34307e+18	3.53e-05	2.48e-02	7.63e-01	1.89e-01	2.06e-02	2.87e-03	1.51e-05	0.00e+00
 1.35836e+18	3.98e-05	2.66e-02	7.68e-01	1.83e-01	1.99e-02	2.62e-03	1.30e-05	0.00e+00
 1.37357e+18	4.50e-05	2.86e-02	7.74e-01	1.76e-01	1.92e-02	2.38e-03	1.13e-05	0.00e+00
 1.39061e+18	5.18e-05	3.12e-02	7.80e-01	1.68e-01	1.83e-02	2.12e-03	9.46e-06	0.00e+00
 1.40617e+18	5.91e-05	3.38e-02	7.85e-01	1.61e-01	1.76e-02	1.91e-03	8.05e-06	0.00e+00
 1.41978e+18	6.65e-05	3.63e-02	7.90e-01	1.55e-01	1.70e-02	1.74e-03	6.96e-06	0.00e+00
 1.43471e+18	7.63e-05	3.95e-02	7.94e-01	1.48e-01	1.63e-02	1.56e-03	5.88e-06	0.00e+00
 1.45055e+18	8.87e-05	4.33e-02	7.99e-01	1.41e-01	1.55e-02	1.37e-03	4.87e-06	0.00e+00
 1.46386e+18	1.01e-04	4.70e-02	8.03e-01	1.34e-01	1.49e-02	1.23e-03	4.12e-06	0.00e+00
 1.47518e+18	1.14e-04	5.04e-02	8.05e-01	1.29e-01	1.44e-02	1.12e-03	3.57e-06	0.00e+00
 1.48764e+18	1.30e-04	5.47e-02	8.08e-01	1.23e-01	1.38e-02	1.00e-03	3.01e-06	0.00e+00
 1.50121e+18	1.51e-04	6.02e-02	8.10e-01	1.15e-01	1.31e-02	8.78e-04	2.47e-06	0.00e+00
 1.51296e+18	1.74e-04	6.55e-02	8.12e-01	1.09e-01	1.25e-02	7.81e-04	2.07e-06	0.00e+00
 1.52293e+18	1.96e-04	7.06e-02	8.12e-01	1.04e-01	1.20e-02	7.04e-04	1.77e-06	0.00e+00
 1.53385e+18	2.25e-04	7.68e-02	8.13e-01	9.83e-02	1.14e-02	6.23e-04	1.47e-06	0.00e+00
 1.54573e+18	2.64e-04	8.47e-02	8.12e-01	9.18e-02	1.07e-02	5.40e-04	1.19e-06	0.00e+00
 1.55603e+18	3.05e-04	9.26e-02	8.10e-01	8.62e-02	1.02e-02	4.74e-04	9.81e-07	0.00e+00
 1.56476e+18	3.46e-04	1.00e-01	8.08e-01	8.13e-02	9.68e-03	4.22e-04	0.00e+00	0.00e+00
 1.57428e+18	3.99e-04	1.09e-01	8.05e-01	7.60e-02	9.14e-03	3.69e-04	0.00e+00	0.00e+00
 1.58466e+18	4.71e-04	1.21e-01	8.00e-01	7.01e-02	8.53e-03	3.15e-04	0.00e+00	0.00e+00
 1.59370e+18	5.47e-04	1.33e-01	7.94e-01	6.50e-02	7.99e-03	2.72e-04	0.00e+00	0.00e+00
 1.60138e+18	6.25e-04	1.44e-01	7.87e-01	6.06e-02	7.53e-03	2.39e-04	0.00e+00	0.00e+00
 1.60977e+18	7.26e-04	1.57e-01	7.79e-01	5.59e-02	7.02e-03	2.05e-04	0.00e+00	0.00e+00
 1.61898e+18	8.64e-04	1.75e-01	7.67e-01	5.07e-02	6.46e-03	1.71e-04	0.00e+00	0.00e+00
 1.62712e+18	1.02e-03	1.93e-01	7.54e-01	4.61e-02	5.94e-03	1.44e-04	0.00e+00	0.00e+00
 1.63407e+18	1.17e-03	2.10e-01	7.41e-01	4.22e-02	5.51e-03	1.23e-04	0.00e+00	0.00e+00
 1.64165e+18	1.38e-03	2.31e-01	7.25e-01	3.81e-02	5.03e-03	1.03e-04	0.00e+00	0.00e+00
 1.65008e+18	1.66e-03	2.58e-01	7.02e-01	3.36e-02	4.50e-03	8.23e-05	0.00e+00	0.00e+00
 1.65771e+18	2.00e-03	2.86e-01	6.78e-01	2.96e-02	4.02e-03	6.61e-05	0.00e+00	0.00e+00
 1.66436e+18	2.35e-03	3.14e-01	6.54e-01	2.62e-02	3.60e-03	5.38e-05	0.00e+00	0.00e+00
 1.67162e+18	2.82e-03	3.47e-01	6.24e-01	2.27e-02	3.16e-03	4.23e-05	0.00e+00	0.00e+00
 1.67946e+18	3.48e-03	3.90e-01	5.85e-01	1.90e-02	2.68e-03	3.16e-05	0.00e+00	0.00e+00
 1.68602e+18	4.18e-03	4.30e-01	5.48e-01	1.61e-02	2.29e-03	2.42e-05	0.00e+00	0.00e+00
 1.69134e+18	4.90e-03	4.66e-01	5.13e-01	1.38e-02	1.97e-03	1.89e-05	0.00e+00	0.00e+00
 1.69704e+18	5.78e-03	5.06e-01	4.75e-01	1.17e-02	1.67e-03	1.44e-05	0.00e+00	0.00e+00
 1.70343e+18	7.03e-03	5.55e-01	4.27e-01	9.43e-03	1.35e-03	1.03e-05	0.00e+00	0.00e+00
 1.70915e+18	8.48e-03	6.03e-01	3.80e-01	7.58e-03	1.07e-03	7.26e-06	0.00e+00	0.00e+00
 1.71385e+18	9.93e-03	6.44e-01	3.39e-01	6.22e-03	8.65e-04	5.33e-06	0.00e+00	0.00e+00
 1.71796e+18	1.14e-02	6.81e-01	3.02e-01	5.18e-03	7.03e-04	3.98e-06	0.00e+00	0.00e+00
 1.72188e+18	1.31e-02	7.15e-01	2.67e-01	4.30e-03	5.67e-04	2.97e-06	0.00e+00	0.00e+00
 1.72638e+18	1.54e-02	7.53e-01	2.28e-01	3.43e-03	4.31e-04	2.07e-06	0.00e+00	0.00e+00
 1.73101e+18	1.83e-02	7.92e-01	1.87e-01	2.65e-03	3.09e-04	1.36e-06	0.00e+00	0.00e+00
 1.73461e+18	2.12e-02	8.21e-01	1.56e-01	2.14e-03	2.29e-04	9.58e-07	0.00e+00	0.00e+00
 1.73743e+18	2.38e-02	8.41e-01	1.33e-01	1.80e-03	1.78e-04	0.00e+00	0.00e+00	0.00e+00
 1.74047e+18	2.70e-02	8.60e-01	1.11e-01	1.51e-03	1.34e-04	0.00e+00	0.00e+00	0.00e+00
 1.74441e+18	3.19e-02	8.81e-01	8.61e-02	1.19e-03	9.00e-05	0.00e+00	0.00e+00	0.00e+00
 1.74832e+18	3.88e-02	8.98e-01	6.25e-02	9.11e-04	5.48e-05	0.00e+00	0.00e+00	0.00e+00
 1.75103e+18	4.52e-02	9.06e-01	4.80e-02	7.52e-04	3.69e-05	0.00e+00	0.00e+00	0.00e+00
 1.75288e+18	5.03e-02	9.09e-01	3.98e-02	6.62e-04	2.78e-05	0.00e+00	0.00e+00	0.00e+00
 1.75474e+18	5.58e-02	9.11e-01	3.29e-02	5.86e-04	2.10e-05	0.00e+00	0.00e+00	0.00e+00
 1.75717e+18	6.45e-02	9.10e-01	2.51e-02	4.98e-04	1.42e-05	0.00e+00	0.00e+00	0.00e+00
 1.75961e+18	7.66e-02	9.05e-01	1.82e-02	4.13e-04	8.84e-06	0.00e+00	0.00e+00	0.00e+00
 1.76140e+18	8.80e-02	8.98e-01	1.40e-02	3.58e-04	6.08e-06	0.00e+00	0.00e+00	0.00e+00
 1.76268e+18	9.73e-02	8.91e-01	1.15e-02	3.24e-04	4.63e-06	0.00e+00	0.00e+00	0.00e+00
 1.76384e+18	1.07e-01	8.83e-01	9.67e-03	2.96e-04	3.61e-06	0.00e+00	0.00e+00	0.00e+00
 1.76507e+18	1.18e-01	8.74e-01	7.95e-03	2.69e-04	2.75e-06	0.00e+00	0.00e+00	0.00e+00
 1.76628e+18	1.31e-01	8.63e-01	6.48e-03	2.43e-04	2.08e-06	0.00e+00	0.00e+00	0.00e+00
 1.76729e+18	1.43e-01	8.51e-01	5.40e-03	2.22e-04	1.62e-06	0.00e+00	0.00e+00	0.00e+00
