"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.0333,0.43904,0.773667000334,0.840467539055
0.0666,0.4631872,0.816356022689,0.186011058328
0.0999,0.4941944,0.818255855856,-0.790193764001
0.1332,0.519988,0.759475475475,-1.65116796253
0.1665,0.544684,0.692637971305,-2.11594738994
0.1998,0.5663616,0.613440106773,-2.356127343
0.2331,0.5855696,0.533555555556,-2.48886691162
0.2664,0.6020336,0.448177510844,-2.63168796647
0.2997,0.6154792,0.359366032699,-2.80314960718
0.333,0.6261808,0.263001001001,-3.0093618254
0.3663,0.6333152,0.156793460127,-3.14550007688
0.3996,0.636608,0.0498992325659,-3.16573942422
0.4329,0.636608,-0.0560794127461,-3.10884012697
0.4662,0.6327664,-0.158395729062,-3.00286995927
0.4995,0.6259064,-0.25567634301,-2.89499041918
0.5328,0.6157536,-0.351812479146,-2.7598068539
0.5661,0.602308,-0.44153953954,-2.56657836794
0.5994,0.5861184,-0.523484150817,-2.35253772291
0.6327,0.5671848,-0.596501835169,-2.18164889392
0.666,0.5463304,-0.667688355022,-2.00254976364
0.6993,0.522732,-0.733610276944,-1.6829208254
0.7326,0.4974872,-0.793123123123,-1.05206418742
0.7659,0.467852,-0.799303303303,-0.567274537356
0.7992,0.4442536,-0.803652318986,-0.749810537932
0.8325,0.4165392,-0.858587253921,-0.669616897511
0.8658,0.3858064,-0.87804337671,0.190937239097
0.8991,0.3561712,-0.8441668335,1.05951073975
0.9324,0.32928,-0.79174974975,1.50916793782
0.9657,0.3034864,-0.735899232566,1.66669116007
0.999,0.2801624,-0.678217550884,1.72225389665
1.0323,0.2584848,-0.623282615949,1.86927557075
1.0656,0.238728,-0.564456456456,2.30442153866
1.0989,0.2197944,-0.474958291625,2.84763798389
1.1322,0.2060744,-0.357534868202,2.94215191724
1.1655,0.1972936,-0.270325658992,2.80085836031
1.1988,0.1882384,-0.185634300968,2.99485059523
1.2321,0.183848,-0.0743910577244,3.25777117346
1.2654,0.1830248,0.0444057390724,3.1705128552
1.2987,0.1874152,0.146035368702,2.82338895452
1.332,0.193452,0.228437771104,2.56810586585
1.3653,0.2027816,0.304431097764,2.6406620167
1.3986,0.21266,0.406289622956,2.6889691382
1.4319,0.230496,0.493041041041,2.48199317102
1.4652,0.2458624,0.568347681014,2.30671278552
1.4985,0.2678144,0.652352352352,1.97295449158
1.5318,0.2905896,0.701564898232,1.59909937743
1.5651,0.3144624,0.750090757424,1.42591930157
1.5984,0.340256,0.801363363363,1.10056224615
1.6317,0.3685192,0.831348682015,0.525459281994
1.665,0.3959592,0.842564564565,-0.209076276811
1.6983,0.4258688,0.817386052719,-0.874683492301
1.7316,0.4516624,0.758788788789,-0.865327567585
1.7649,0.4741632,0.752837504171,-0.678972822227
1.7982,0.5018776,0.742308308308,-1.21646115028
1.8315,0.5257504,0.6756996997,-1.88722367123
1.8648,0.5468792,0.601995328662,-2.2055160488
1.8981,0.5658128,0.52371304638,-2.33649899482
