"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.033333,0.1836765,-0.00743174098408,0.0923736530194
0.066666,0.1833335,-0.00414462477958,0.0800230240636
0.099999,0.1833335,-0.00120051200512,0.0558815342918
0.133332,0.1833335,-0.000285836191695,0.0294890620005
0.166665,0.1833335,0.000142918095848,0.0182460593638
0.199998,0.1833335,0.00057167238339,0.0156496879922
0.233331,0.1833335,0.00171501715017,0.000595498021012
0.266664,0.183505,0.00128626286263,-0.028822104217
0.299997,0.183505,-0.00128626286263,-0.0287030046128
0.33333,0.1833335,-0.00171501715017,0.000238199208405
0.366663,0.1833335,-0.00057167238339,0.0125054584413
0.399996,0.1833335,0,-0.0048830837723
0.433329,0.1833335,-0.000571672383391,-0.0270356101539
0.466662,0.1833335,-0.00128626286263,-0.0510937302028
0.499995,0.183505,-0.00843216765501,0.0425185587003
0.533328,0.182133,0.00100042667093,0.160784465673
0.566661,0.183848,0.00585964192975,0.166977645092
0.599994,0.182476,0.0111476114761,0.144706019106
0.633327,0.1840195,0.0264398477318,-0.157449676756
0.66666,0.1857345,0.00314419810865,-0.478542209685
0.699993,0.184534,-0.0264398477318,-0.247965375949
0.733326,0.182476,-0.0190081067477,0.172456226885
0.766659,0.1829905,-0.00200085334187,0.397435379223
0.799992,0.183162,-0.00171501715017,1.14657188966
0.833325,0.182819,0.0280119467861,3.33264512479
0.866658,0.1823045,0.16106869402,6.90265576076
0.899991,0.184534,0.539087057537,8.75548830333
0.933324,0.219177,0.891808918089,6.37540181295
0.966657,0.252791,1.00085542522,2.64401121329
0.99999,0.2882915,1.00957342907,0.340863067227
1.033323,0.320705,0.976988103214,-0.446980814572
1.066656,0.3527755,0.960266686,-0.465679452431
1.099989,0.3839885,0.957551242179,-0.680535138412
1.133322,0.4176025,0.929110541105,-1.19433083094
1.166655,0.447615,0.858366083661,-1.18980504598
1.199988,0.4731685,0.829210792108,-0.634800890399
1.233321,0.501809,0.829639546395,-0.389813004554
1.266654,0.529249,0.815347736811,-0.479971404936
1.299987,0.556346,0.795625039584,-0.580610570487
1.33332,0.5822425,0.774330243302,-0.629203209001
1.366653,0.6079675,0.753178365117,-0.646472651611
1.399986,0.632492,0.731026060261,-0.651951233404
1.433319,0.6566735,0.709588345883,-0.6518321338
1.466652,0.679826,0.687436041027,-0.648020946465
1.499985,0.702464,0.666284162842,-0.641708667443
1.533318,0.7242445,0.645132284656,-0.648020946465
1.566651,0.7455105,0.6229799798,-0.6518321338
1.599984,0.7657475,0.601542265423,-0.651951233404
1.633317,0.7856415,0.579389960566,-0.648973743299
1.66665,0.804335,0.558238082381,-0.646829950423
1.699983,0.822857,0.5369432861,-0.664337592241
1.733316,0.8401785,0.51421930886,-0.689348509123
1.766649,0.857157,0.490780741141,-0.706737051337
1.799982,0.872935,0.466341746751,-0.70030567271
1.833315,0.8881985,0.443331933319,-0.672436365327
1.866648,0.902433,0.421894218942,-0.654928723509
1.899981,0.9163245,0.400599422661,-0.663622994616
1.933314,0.929187,0.377875445421,-0.678034046724
1.966647,0.941535,0.35486563199,-0.677676747912
1.99998,0.952854,0.331569982366,-0.648497344882
2.033313,0.963487,0.312276039427,-0.635039089607
2.066646,0.973777,0.290409570762,-0.652546731425
2.099979,0.9828665,0.26811434781,-0.655762420738
2.133312,0.991613,0.246533715337,-0.654452325092
2.166645,0.9993305,0.224381410481,-0.648497344882
2.199978,1.0065335,0.203229532295,-0.641113169421
2.233311,1.012879,0.18207765411,-0.644805257152
2.266644,1.01871,0.160068267349,-0.645400755173
2.299977,1.023512,0.138916389164,-0.644328858735
2.33331,1.027971,0.117621592883,-0.655166922717
2.366643,1.031401,0.0951834518345,-0.663384795407
2.399976,1.0343165,0.0727453107864,-0.655166922717
2.433309,1.036203,0.0514505145051,-0.644209759131
2.466642,1.0377465,0.0302986363197,-0.644328858735
2.499975,1.038261,0.00828924955916,-0.638850276942
2.533308,1.038261,-0.0127197105304,-0.620747137103
2.566641,1.0374035,-0.0331569982366,-0.600142905576
2.599974,1.0360315,-0.0528796954636,-0.578824076424
2.633307,1.033802,-0.0708873755404,-0.578347678007
2.66664,1.031401,-0.0908959089591,-0.58978124001
2.699973,1.0277995,-0.11219070524,-0.554289557958
2.733306,1.0236835,-0.127482941496,-0.531541533555
2.766639,1.019396,-0.145347703477,-0.567509614024
2.799972,1.0140795,-0.165356236896,-0.603239495285
2.833305,1.00842,-0.186936869369,-0.601333901618
2.866638,1.00156,-0.206802484692,-0.560363637772
2.899971,0.9945285,-0.223809738097,-0.531898832368
2.933304,0.9866395,-0.240674073407,-0.546190784872
2.966637,0.978579,-0.259968016347,-0.570248904921
2.99997,0.969318,-0.279690713574,-0.5696534069
3.033303,0.9598855,-0.298270066034,-0.558934442522
3.066636,0.949424,-0.316563582302,-0.556433350834
3.099969,0.938791,-0.335000016667,-0.563460227482
3.133302,0.927129,-0.354436877702,-0.563460227482
3.166635,0.915124,-0.372873312066,-0.556433350834
3.199968,0.9022615,-0.391166828335,-0.559053542126
3.233301,0.889056,-0.409746180795,-0.570725303338
3.266634,0.874993,-0.429468878022,-0.57560838711
3.299967,0.8604155,-0.448905739057,-0.562388331044
3.3333,0.8449805,-0.466484664847,-0.559291741334
3.366633,0.829374,-0.485206935403,-0.578585877215
3.399966,0.8127385,-0.506501731684,-0.563341127877
3.433299,0.795417,-0.523080230802,-0.54047400387
3.466632,0.777924,-0.541087910879,-0.552145765082
