"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
12.2211,0.3671472,-0.316104771438,0.450802821507
12.2544,0.3558968,-0.300082082082,0.672862830576
12.2877,0.3465672,-0.267807807808,0.817211383333
12.321,0.3383352,-0.240569235903,0.83057699007
12.3543,0.330652,-0.214704037371,0.877738488127
12.3876,0.323792,-0.183345345345,0.940938714268
12.4209,0.318304,-0.148553219887,0.918980931772
12.4542,0.314188,-0.120627961295,0.8580719525
12.4875,0.3103464,-0.094991658325,0.888621910755
12.5208,0.3076024,-0.0624884884885,0.950485576222
12.5541,0.3062304,-0.0306720053387,0.983708655825
12.5874,0.3054072,0.00503570236904,0.95735931683
12.6207,0.3067792,0.035021021021,0.873346931627
12.654,0.3078768,0.0608862195529,0.843369785089
12.6873,0.3106208,0.0913293293293,0.81358357579
12.7206,0.314188,0.115821154488,0.770622696994
12.7539,0.318304,0.141228561895,0.758402713691
12.7872,0.3235176,0.167322655989,0.721169952068
12.8205,0.3295544,0.190441107774,0.66789846236
12.8538,0.3364144,0.209210543877,0.675345014684
12.8871,0.3432744,0.232786786787,0.725370571328
12.9204,0.3515064,0.264832165499,0.581976704766
12.9537,0.3616592,0.277192525859,0.297480218512
12.987,0.37044,0.276048048048,0.23676217648
13.0203,0.3794952,0.287950617284,0.317910503096
13.0536,0.389648,0.299395395395,0.343687030374
13.0869,0.399252,0.316104771438,0.187691306032
13.1202,0.4110512,0.319080413747,-0.197238167987
13.1535,0.4209296,0.306720053387,-0.666561901686
13.1868,0.4324544,0.267578912246,-0.93196466403
13.2201,0.4384912,0.231413413413,-0.81148326616
13.2534,0.4469976,0.217908575242,-0.721169952068
13.2867,0.454132,0.180140807474,-0.505792746367
13.32,0.4579736,0.173045045045,-0.0360871381892
13.3533,0.4648336,0.187236569903,0.139002310062
13.3866,0.470596,0.197536870204,-0.113607657262
13.4199,0.478828,0.185405405405,-0.560782671226
13.4532,0.4837672,0.148324324324,-0.739308989782
13.4865,0.4876088,0.134590590591,-0.865518504824
13.5198,0.4933712,0.10162962963,-1.21913427163
13.5531,0.495292,0.046008008008,-1.34171597913
13.5864,0.4961152,-0.0016022689356,-1.08204133396
13.6197,0.4944688,-0.0290697364031,-0.718687767959
13.653,0.4936456,-0.0400567233901,-0.602406989349
13.6863,0.4922736,-0.0618018018018,-0.708186219809
13.7196,0.489804,-0.0904137470804,-0.773868630058
13.7529,0.4859624,-0.115134467801,-0.787234236795
13.7862,0.4821208,-0.139168501835,-0.83477760933
13.8195,0.477456,-0.179454120787,-0.620164152585
13.8528,0.469224,-0.19204337671,-0.114753280697
13.8861,0.463736,-0.178767434101,0.144348552757
13.9194,0.4574248,-0.167093760427,-0.0379965105802
13.9527,0.4533088,-0.175105105105,-0.421971298403
13.986,0.4464488,-0.203717050384,-0.58961419433
14.0193,0.4393144,-0.222944277611,-0.506747432562
14.0526,0.4313568,-0.235762429096,-0.433427532749
14.0859,0.4236736,-0.249038371705,-0.408414754427
14.1192,0.4148928,-0.264374374374,-0.324020494747
14.1525,0.406112,-0.277879212546,-0.0387602595366
14.1858,0.3956848,-0.271012345679,0.345978277243
14.2191,0.3874528,-0.246062729396,0.48822652037
14.2524,0.3797696,-0.231413413413,0.409178503384
14.2857,0.3720864,-0.219510844178,0.324211431986
14.319,0.3652264,-0.210583917251,0.282205239385
14.3523,0.3583664,-0.207608274942,0.440874085074
14.3856,0.3506832,-0.185176509843,0.707231533613
14.4189,0.345744,-0.153588922256,0.793917040163
14.4522,0.3408048,-0.129325992659,0.778832998275
14.4855,0.3369632,-0.10162962963,0.737972429108
14.5188,0.3342192,-0.0794267600934,0.679736571184
14.5521,0.3317496,-0.0588261594928,0.686610311791
14.5854,0.3301032,-0.0338765432099,0.699403106811
14.6187,0.3295544,-0.0103003003003,0.667325650642
14.652,0.3295544,0.00984250917584,0.651095985319
14.6853,0.3301032,0.0322742742743,0.655487541818
14.7186,0.3317496,0.0537904571238,0.652050671515
14.7519,0.3336704,0.0755355355355,0.646895366059
14.7852,0.3366888,0.0988828828829,0.592669190156
14.8185,0.3405304,0.114905572239,0.556582051966
14.8518,0.344372,0.131614948282,0.631238512453
14.8851,0.3490368,0.154962295629,0.731862437457
14.9184,0.3542504,0.188152152152,0.615390721608
14.9517,0.362208,0.203945945946,0.285642109688
14.985,0.3685192,0.20028361695,0.132510443933
15.0183,0.3751048,0.205777110444,0.19017349014
15.0516,0.3822392,0.212415081748,0.290224603427
15.0849,0.3890992,0.224546546547,0.383401976106
15.1182,0.3967824,0.245147147147,0.269794318843
15.1515,0.406112,0.248351685018,-0.0137474812149
15.1848,0.4137952,0.237593593594,-0.173752887578
15.2181,0.421204,0.239424758091,-0.396003833886
15.2514,0.4305336,0.219281948615,-0.766231140494
15.2847,0.4368448,0.174189522856,-0.753247408236
15.318,0.4409608,0.157709042376,-0.447747825681
15.3513,0.4467232,0.156564564565,-0.422925984599
15.3846,0.4522112,0.137337337337,-0.585222637831
15.4179,0.4563272,0.107123123123,-0.498346194042
15.4512,0.4585224,0.0968228228228,-0.210221900245
15.4845,0.462364,0.100256256256,-0.0968051802219
15.5178,0.4656568,0.0938471805138,-0.126400452282
15.5511,0.4681264,0.0968228228228,-0.333758293941
15.5844,0.4727912,0.078968968969,-0.726707132001
15.6177,0.4741632,0.0400567233901,-0.888240036277
15.651,0.4749864,0.0112158825492,-0.805564211748
15.6843,0.474712,-0.0121314647981,-0.731862437457
15.7176,0.4741632,-0.0343343343343,-0.729380253349
15.7509,0.4725168,-0.0592839506173,-0.736253993956
15.7842,0.470596,-0.0904137470804,-0.544934880381
15.8175,0.4659312,-0.105063063063,-0.132892318411
15.8508,0.462364,-0.0878958958959,-0.0303590210163
15.8841,0.460992,-0.0927027027027,-0.320201749965
15.9174,0.456876,-0.11605005005,-0.468178110265
15.9507,0.45276,-0.130012679346,-0.439155649922
15.984,0.4483696,-0.146035368702,-0.355907013676
16.0173,0.4428816,-0.15610677344,-0.237334988197
16.0506,0.4373936,-0.154275608942,-0.329939549159
16.0839,0.4332776,-0.169840507174,-0.612526663022
16.1172,0.4269664,-0.206921588255,-0.587895759178
16.1505,0.41846,-0.219281948615,-0.273804000864
16.1838,0.4118744,-0.216992992993,-0.111316410393
16.2171,0.40474,-0.227751084418,0.0784752052687
16.2504,0.3959592,-0.218137470804,0.394858210452
16.2837,0.389648,-0.193416750083,0.494145574782
16.317,0.3836112,-0.180140807474,0.441828771269
16.3503,0.3775744,-0.165491491491,0.395812896647
16.3836,0.3726352,-0.153360026693,0.330894235354
16.4169,0.3674216,-0.14374641308,0.286978670362
16.4502,0.3630312,-0.133675008342,0.258719958976
16.4835,0.3589152,-0.131843843844,0.38893915604
16.5168,0.3537016,-0.114218885552,0.680309382901
16.5501,0.3506832,-0.0798845512179,0.79258047949
16.5834,0.3487624,-0.0537904571238,0.690238119334
16.6167,0.3473904,-0.0354788121455,0.598588244568
16.65,0.3462928,-0.0164804804805,0.572047968333
16.6833,0.3462928,0.00274674674675,0.557154863684
16.7166,0.3465672,0.0196850183517,0.568611098029
16.7499,0.3473904,0.0414300967634,0.568611098029
16.7832,0.3495856,0.0579105772439,0.558873298836
16.8165,0.351232,0.0748488488489,0.620164152585
16.8498,0.353976,0.104834167501,0.528514277819
16.8831,0.3589152,0.116507841175,0.277622745646
16.9164,0.362208,0.115592258926,0.218050327048
16.9497,0.3660496,0.127037037037,0.269030569887
16.983,0.3707144,0.137337337337,0.245736226717
17.0163,0.3753792,0.143975308642,0.210603774723
17.0496,0.3803184,0.149239906573,0.236380302002
17.0829,0.3852576,0.157709042376,0.317528628617
17.1162,0.3907456,0.168924924925,0.405168821363
17.1495,0.3959592,0.19204337671,0.281441490428
17.1828,0.4041912,0.196621287955,-0.0628183516627
17.2161,0.4099536,0.178538538539,-0.172225389665
17.2494,0.4154416,0.174876209543,-0.037614636102
17.2827,0.4209296,0.186092092092,-0.161341967037
17.316,0.4286128,0.176020687354,-0.583504202679
17.3493,0.433552,0.140770770771,-0.819120755724
17.3826,0.4379424,0.106207540874,-0.620355089825
17.4159,0.4398632,0.0929315982649,-0.219195950483
17.4492,0.4434304,0.100714047381,-0.0582358579244
17.4825,0.4469976,0.0988828828829,-0.19647441903
17.5158,0.4502904,0.0883536870204,-0.394858210452
17.5491,0.4530344,0.070957624291,-0.545125817621
17.5824,0.4552296,0.0478391725058,-0.556772989205
17.6157,0.4560528,0.0295275275275,-0.440874085074
17.649,0.456876,0.0199139139139,-0.357816386067
17.6823,0.4574248,0.00961361361361,-0.377101047216
