"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.033333,0.1836765,0.0177218438851,0.0148159907628
0.066666,0.184191,0.0191510248436,-0.0307157879238
0.099999,0.1850485,0.0183506835068,-0.122482032962
0.133332,0.185563,0.0118622019554,-0.241129058668
0.166665,0.1857345,0.00500213335467,-0.402818681333
0.199998,0.186592,-0.0182935162685,-0.425828724865
0.233331,0.184534,-0.0391595582622,-0.0307276978842
0.266664,0.182476,-0.0202943696104,0.357298812607
0.299997,0.183162,0.00128626286263,0.30156019784
0.33333,0.1833335,0.00414462477958,0.0880146075056
0.366663,0.183505,0.00242960762941,-0.027631108175
0.399996,0.183505,-0.00114334476678,-0.0273929089666
0.433329,0.1833335,-0.00128626286263,0.048830837723
0.466662,0.1833335,0.00185793524602,0.133153357498
0.499995,0.1833335,0.00871800384671,0.171979828468
0.533328,0.183848,0.01686433531,0.097066177425
0.566661,0.1847055,0.0181505981726,-0.0849180177963
0.599994,0.18522,0.0118622019554,-0.295367018422
0.633327,0.185563,0.000285836191695,-0.492238664169
0.66666,0.1860775,-0.0297269639363,-0.396363482786
0.699993,0.183162,-0.0451621182878,0.185438083743
0.733326,0.181104,-0.00957551242179,0.545595286851
0.766659,0.1829905,0.0158639086391,0.246417081095
0.799992,0.183505,0.0062883962173,-0.0615744953726
0.833325,0.1833335,-0.00228668953356,0.0331096899683
0.866658,0.1829905,-0.00543088764221,0.750208406871
0.899991,0.1819615,0.031870735374,2.35698116717
0.933324,0.1860775,0.0876087927546,5.84707596871
0.966657,0.181104,0.364726980603,10.2759138506
0.99999,0.200655,0.89623937906,10.4976773136
1.033323,0.243187,1.31341730084,3.77581475203
1.066656,0.3057845,1.20322744894,-3.41017896713
1.099989,0.33957,0.743888688887,-0.788082081007
1.133322,0.340599,0.718163431634,12.3837386458
1.166655,0.3376835,1.93253849205,15.5673901657
1.199988,0.4964925,2.45876292096,0.156615979526
1.233321,0.549829,1.70930042634,-10.2588826072
1.266654,0.590989,1.32227822278,-8.67974095506
1.299987,0.6295765,1.12862420291,-5.1891697551
1.33332,0.6655915,1.04773256066,-2.92889746655
1.366653,0.699377,0.976130594639,-2.31791649699
1.399986,0.7307615,0.902241939086,-2.22144581758
1.433319,0.7595735,0.827209938766,-2.20632016785
1.466652,0.785813,0.75446462798,-2.18023735453
1.499985,0.809823,0.683005580056,-2.18166654978
1.533318,0.831432,0.60954567879,-2.19822139476
1.566651,0.8504685,0.535799941333,-2.20274717972
1.599984,0.867104,0.462768794355,-2.2078684627
1.633317,0.8813385,0.389308893089,-2.22382780967
1.66665,0.893172,0.313276466098,-2.2048909726
1.699983,0.90209,0.240816991503,-2.14653216654
1.733316,0.9091215,0.171358796921,-2.11771006232
1.766649,0.9135805,0.100614339477,-2.11759096272
1.799982,0.91581,0.0302986363197,-2.12485603857
1.833315,0.9156385,-0.0411604116041,-2.12747622987
1.866648,0.913066,-0.112333623336,-2.10746749636
1.899981,0.9080925,-0.181934736014,-2.08138468304
1.933314,0.9008895,-0.250249585829,-2.07793079452
1.966647,0.891457,-0.319707780411,-2.09543843634
1.99998,0.8796235,-0.390452237856,-2.10103611773
2.033313,0.865389,-0.460339186725,-2.09007895415
2.066646,0.848925,-0.529797381307,-2.07650159927
2.099979,0.83006,-0.598826821602,-2.06268604518
2.133312,0.8089655,-0.666855835225,-2.0632815432
2.166645,0.7856415,-0.735885275519,-2.07971728858
2.199978,0.7599165,-0.805486388197,-2.09639123317
2.233311,0.731962,-0.875659173258,-2.10734839676
2.266644,0.7016065,-0.947261139278,-2.08150378265
2.299977,0.6686785,-1.0152901529,-2.03148194888
2.33331,0.633864,-1.08146123128,-2.01278331102
2.366643,0.5966485,-1.14906149061,-2.00849572527
2.399976,0.5572035,-1.21523256899,-2.01075861775
2.433309,0.5157005,-1.28311866452,-2.01361700825
2.466642,0.471625,-1.35000433338,-1.9838421072
2.499975,0.425663,-1.41603249366,-1.83496760195
2.533308,0.3773,-1.48391858919,-1.04617092331
2.566641,0.3267075,-1.52736569032,1.29866208422
2.599974,0.2738855,-1.47920229202,5.90668532062
2.633307,0.218834,-1.14891857252,10.610405089
2.66664,0.190022,-0.635413854139,11.4340979516
2.699973,0.1833335,-0.279619254526,9.37028046023
2.733306,0.183505,-0.0888950556172,7.3602364401
