"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.0333,0.3051328,-0.61618685352,0.53076733724
0.0666,0.2842784,-0.600965298632,0.649797612093
0.0999,0.2645216,-0.579151551552,0.844610877143
0.1332,0.2453136,-0.546144811478,1.09183641433
0.1665,0.2280264,-0.505859192526,1.3864143868
0.1998,0.2115624,-0.459393393393,1.89298997585
0.2331,0.1970192,-0.391640306974,2.69813412567
0.2664,0.1841224,-0.282228228228,3.43190593552
0.2997,0.1764392,-0.129554888222,3.14760038651
0.333,0.1775368,-0.035021021021,1.78831818138
0.3663,0.176988,-0.0235762429096,0.70589497294
0.3996,0.175616,-0.0151071071071,0.364117314957
0.4329,0.175616,-0.00297564230898,0.242681230892
0.4662,0.175616,0.00503570236904,0.10348798359
0.4995,0.1764392,0.00137337337337,0.0437246277531
0.5328,0.175616,-0.000228895562229,0.198192854182
0.5661,0.175616,0.0167093760427,0.378437607889
0.5994,0.1772624,0.0256363029696,0.677254387075
0.6327,0.1778112,0.0347921254588,1.70602423133
0.666,0.1767136,0.125663663664,3.00783432749
0.6993,0.1841224,0.272843510177,3.25223399353
0.7326,0.1967448,0.376304304304,2.4980318991
0.7659,0.2110136,0.428034701368,1.88894210638
0.7992,0.2244592,0.488920920921,1.60196343602
0.8325,0.2436672,0.542940273607,1.17980120038
0.8658,0.2617776,0.566287620954,0.825612621853
0.8991,0.28126,0.589177177177,0.717733081764
0.9324,0.3010168,0.610922255589,0.731098688501
0.9657,0.3218712,0.63564297631,0.810910454443
0.999,0.343,0.66951951952,0.737399617391
1.0323,0.3668728,0.691493493493,0.419870988773
1.0656,0.3890992,0.704082749416,-0.077138644595
1.0989,0.4146184,0.691035702369,-0.606416671371
1.1322,0.4368448,0.637016349683,-0.409369440623
1.1655,0.4546808,0.644798798799,0.214613456744
1.1988,0.4782792,0.686228895562,-0.115135155175
1.2321,0.5024264,0.670435101768,-1.29264510868
1.2654,0.5257504,0.58025025025,-1.93896766303
1.2987,0.5408424,0.492583249917,-1.30581977818
1.332,0.5548368,0.497847847848,-0.710859341156
1.3653,0.574868,0.486174174174,-1.12557502447
1.3986,0.5896856,0.415216549883,-1.42840148568
1.4319,0.6012104,0.371039706373,-1.26801420484
1.4652,0.6138328,0.339223223223,-1.26686858141
1.4985,0.6245344,0.292299632966,-1.40052464877
1.5318,0.6333152,0.243315982649,-1.50534919304
1.5651,0.640724,0.191814481148,-1.60081781259
1.5984,0.646212,0.137108441775,-1.68693050742
1.6317,0.6500536,0.0771378044711,-1.70888828991
1.665,0.6511512,0.0215161828495,-1.67891114338
1.6983,0.6514256,-0.0325031698365,-1.69208581287
1.7316,0.6492304,-0.092016016016,-1.67833833166
1.7649,0.6451144,-0.146722055389,-1.59833562848
1.7982,0.639352,-0.197994661328,-1.52215167008
1.8315,0.6319432,-0.248351685018,-1.44310365309
1.8648,0.6226136,-0.293215215215,-1.39556028056
1.8981,0.6124608,-0.338994327661,-1.4070165149
1.9314,0.6001128,-0.38820687354,-1.33866098331
1.9647,0.5866672,-0.433299299299,-1.1041900537
1.998,0.5713008,-0.474958291625,-0.602025114871
2.0313,0.5526416,-0.459164497831,-0.519731164821
2.0646,0.54194,-0.475644978312,-1.28920823838
2.0979,0.5238296,-0.565600934268,-1.49904826415
2.1312,0.5024264,-0.608175508842,-0.812056077877
2.1645,0.4823952,-0.621222555889,-0.0538443014252
2.1978,0.45962,-0.593068401735,0.174134762056
2.2311,0.4434304,-0.579792459126,-0.407078193754
2.2644,0.4236736,-0.63358291625,-0.663315968621
2.2977,0.3998008,-0.653496830163,-0.14167543141
2.331,0.378672,-0.634727394061,0.263302452714
2.3643,0.3583664,-0.628089422756,0.488035583131
2.3976,0.3364144,-0.607717717718,0.785897676121
2.4309,0.3172064,-0.570407741074,0.920508429684
2.4642,0.2988216,-0.540880213547,0.907715634665
2.4975,0.28126,-0.512039372706,0.91726249662
2.5308,0.2645216,-0.480909576243,0.96576055535
