"Latest: Time (s)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)"
0.0333,0.530964,-0.620764764765,-0.212627709458
0.0666,0.510384,-0.625571571572,-0.217553890227
0.0999,0.4903528,-0.644936136136,-0.0902751266448
0.1332,0.4659312,-0.632438438438,0.0483834963871
0.1665,0.4480952,-0.618475809142,-0.374084238838
0.1998,0.4272408,-0.665170503837,-0.585489949966
0.2331,0.4025448,-0.682108775442,-0.160005406363
0.2664,0.3805928,-0.667917250584,0.136902000432
0.2997,0.3589152,-0.667688355022,0.317528628617
0.333,0.3355912,-0.651894561228,0.576821399311
0.3663,0.3150112,-0.623969302636,0.687183123508
0.3996,0.2944312,-0.603139806473,0.707231533613
0.4329,0.2746744,-0.578419085752,0.740072738738
0.4662,0.2557408,-0.550722722723,0.717160270046
0.4995,0.2384536,-0.533326659993,0.834586672091
0.5328,0.2200688,-0.50837704371,1.39556028056
0.5661,0.2038792,-0.454357691024,2.37602300332
0.5994,0.1885128,-0.355932599266,3.43553374306
0.6327,0.1780856,-0.200512512513,3.71296555147
0.666,0.1761648,-0.0727887887888,2.95609033569
0.6993,0.175616,-0.00618018018018,2.10183712797
0.7326,0.175616,0.0498992325659,1.53093478308
0.7659,0.1775368,0.122916916917,0.307981766663
0.7992,0.1876896,0.0892692692693,-1.24968422989
0.8325,0.1860432,-0.0132759426093,-1.34343441428
0.8658,0.1835736,-0.0366232899566,-0.379392294085
0.8991,0.1822016,-0.018998331665,0.20926721405
0.9324,0.1827504,-0.00183116449783,0.23676217648
0.9657,0.1830248,-0.0070957624291,0.226451565568
0.999,0.1813784,0.00846913580247,0.210603774723
1.0323,0.1830248,0.0281541541542,-0.360680444653
1.0656,0.1849456,0.000686686686687,-1.21970708335
1.0989,0.1857688,-0.0913293293293,-0.994210203976
1.1322,0.1761648,-0.111472138805,0.484407775588
1.1655,0.1747928,-0.0341054387721,1.42687398777
1.1988,0.175616,0.0128181514848,1.65084336923
1.2321,0.1761648,0.0574527861195,2.24885880208
1.2654,0.1778112,0.146264264264,3.15676537398
1.2987,0.183848,0.290468468468,3.39600973457
1.332,0.1981168,0.40972305639,2.56180493696
1.3653,0.2134832,0.462369035702,1.58420627278
1.3986,0.229124,0.49807674341,1.03736202001
1.4319,0.2466856,0.526002002002,0.723843073415
1.4652,0.2645216,0.543626960294,0.559064236075
1.4985,0.2829064,0.55964964965,0.529278026776
1.5318,0.30184,0.575672339006,0.600497616959
1.5651,0.321048,0.596959626293,0.731098688501
1.5984,0.3410792,0.631293960627,0.664461592056
1.6317,0.3638544,0.647087754421,0.377101047216
1.665,0.38416,0.657159159159,-0.00610999165109
1.6983,0.407484,0.660592592593,-0.684891876639
1.7316,0.4305336,0.604055388722,-1.04977294055
1.7649,0.4478208,0.549807140474,-0.361062319132
1.7982,0.463736,0.580021354688,0.307981766663
1.8315,0.4862368,0.617102435769,-0.210603774723
1.8648,0.5081888,0.571094427761,-0.922417802075
1.8981,0.524104,0.523026359693,-0.842415098894
1.9314,0.5413912,0.512268268268,-0.621500713259
1.9647,0.5586784,0.49395662329,-0.668089399599
1.998,0.5745936,0.469007007007,-0.784561115448
2.0313,0.58996,0.439937270604,-0.875638178497
2.0646,0.6039544,0.408807474141,-0.905233450557
2.0979,0.6171256,0.379051051051,-0.913443751838
2.1312,0.6291992,0.349065732399,-0.952394948613
2.1645,0.6404496,0.316562562563,-1.02418735051
2.1978,0.650328,0.281770437104,-1.12347471484
2.2311,0.6593832,0.241713713714,-1.21722489924
2.2644,0.6665176,0.198681348015,-1.24987516713
2.2977,0.6725544,0.157022355689,-1.23708237211
2.331,0.6769448,0.116278945612,-1.22257114193
2.3643,0.6802376,0.0769089089089,-1.24452892443
2.3976,0.6821584,0.0347921254588,-1.30047353549
2.4309,0.6827072,-0.0112158825492,-1.31212070707
2.4642,0.6813352,-0.0551638304972,-1.25254828847
2.4975,0.6788656,-0.0945338672005,-1.18934806233
2.5308,0.675024,-0.132759426093,-1.16643559364
2.5641,0.6700848,-0.172129462796,-1.15077874003
2.5974,0.6634992,-0.209897230564,-1.12347471484
2.6307,0.6560904,-0.246978311645,-1.09082444696
2.664,0.6470352,-0.283143810477,-1.03698014553
2.6973,0.6371568,-0.316562562563,-0.967097116024
2.7306,0.6259064,-0.347921254588,-0.890340345907
2.7639,0.6138328,-0.374930930931,-0.841460412698
2.7972,0.600936,-0.402398398398,-0.815302010942
2.8305,0.587216,-0.431239239239,-0.738927115303
2.8638,0.572124,-0.457562228896,-0.547798938968
2.8971,0.55566,-0.458248915582,-0.601261365915
2.9304,0.5427632,-0.487318651985,-0.908097509143
2.9637,0.5238296,-0.533784451118,-0.807664521378
2.997,0.5059936,-0.547747080414,-0.480970905284
3.0303,0.4878832,-0.569492158825,-0.0576630462071
3.0636,0.46648,-0.548204871538,0.20506659479
3.0969,0.451388,-0.530808808809,-0.211749398158
3.1302,0.4330032,-0.561251918585,-0.652814420471
3.1635,0.4140696,-0.59558625292,-0.524504595798
3.1968,0.392392,-0.60588655322,-0.0670189709229
3.2301,0.373184,-0.596044044044,0.331085172593
3.2634,0.352604,-0.579563563564,0.585222637831
3.2967,0.3342192,-0.552096096096,0.662361282426
3.33,0.3161088,-0.531724391058,0.612526663022
3.3633,0.2988216,-0.512039372706,0.57262078005
3.3966,0.2820832,-0.494414414414,0.554099867858
3.4299,0.2658936,-0.477705038372,0.621118838781
3.4632,0.2499784,-0.452068735402,0.691192805529
3.4965,0.2362584,-0.435817150484,0.865518504824
3.5298,0.2200688,-0.396904904905,1.10629036333
3.5631,0.2096416,-0.352956956957,1.17674620455
3.5964,0.197568,-0.32754954955,1.52845259897
3.6297,0.1868664,-0.270783450117,2.33535337139
3.663,0.1775368,-0.160684684685,2.74873249403
3.6963,0.1761648,-0.0517303970637,2.11825773054
3.7296,0.1761648,-0.00274674674675,0.958123065786
3.7629,0.1775368,-0.00366232899566,0.195519732835
3.7962,0.1758904,-0.010986986987,0.0589996068808
3.8295,0.1761648,-0.00389122455789,0.121054209587
3.8628,0.175616,0.00434901568235,0.0420061926012
3.8961,0.176988,-0.000228895562229,-0.0595724185981
3.9294,0.175616,-0.00595128461795,-0.0057281171729
3.9627,0.1761648,-0.00137337337337,0.0876401927453
3.996,0.175616,0.00274674674675,0.131364820498
4.0293,0.1764392,0.00434901568235,0.303017398446
4.0626,0.175616,0.0173960627294,0.711814027352
4.0959,0.1778112,0.0357077077077,1.55231975385
4.1292,0.1758904,0.114218885552,2.48027473586
4.1625,0.183848,0.235304637971,2.42051138003
4.1958,0.1937264,0.299395395395,1.65141618095
4.2291,0.2047024,0.335331998665,1.08490539255
4.2624,0.2165016,0.353643643644,0.999747383909
