#depth	S  1	S  2	S  3	S  4	S  5	S  6	S  7	S  8	S  9	S 10	S 11	S 12	S 13	S 14	S 15	S 16	S 17
 1.47857e+13	7.58e-04	2.64e-01	7.10e-01	2.34e-02	1.37e-03	1.17e-04	3.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.87140e+13	7.58e-04	2.64e-01	7.10e-01	2.34e-02	1.37e-03	1.17e-04	3.44e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.84427e+14	7.60e-04	2.65e-01	7.09e-01	2.35e-02	1.37e-03	1.17e-04	3.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.56728e+15	7.71e-04	2.66e-01	7.08e-01	2.34e-02	1.36e-03	1.16e-04	3.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.74373e+15	7.86e-04	2.70e-01	7.04e-01	2.37e-02	1.35e-03	1.16e-04	3.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.57312e+15	8.10e-04	2.73e-01	7.01e-01	2.34e-02	1.32e-03	1.14e-04	3.33e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.02513e+16	8.46e-04	2.78e-01	6.97e-01	2.26e-02	1.28e-03	1.09e-04	3.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.50330e+16	9.04e-04	2.85e-01	6.92e-01	2.10e-02	1.21e-03	1.01e-04	2.79e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.04228e+16	9.78e-04	2.92e-01	6.87e-01	1.91e-02	1.13e-03	9.09e-05	2.40e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.56614e+16	1.06e-03	3.00e-01	6.81e-01	1.70e-02	1.04e-03	8.07e-05	2.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.11029e+16	1.18e-03	3.11e-01	6.72e-01	1.48e-02	9.43e-04	6.95e-05	1.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.71941e+16	1.33e-03	3.25e-01	6.61e-01	1.22e-02	8.24e-04	5.73e-05	1.21e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.29654e+16	1.48e-03	3.39e-01	6.48e-01	1.01e-02	7.18e-04	4.73e-05	9.11e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 4.76284e+16	1.63e-03	3.54e-01	6.36e-01	8.53e-03	6.28e-04	3.96e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.16881e+16	1.78e-03	3.68e-01	6.22e-01	7.22e-03	5.50e-04	3.33e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.55678e+16	1.93e-03	3.85e-01	6.07e-01	6.07e-03	4.77e-04	2.79e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 5.92939e+16	2.09e-03	4.03e-01	5.90e-01	5.07e-03	4.09e-04	2.31e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.27777e+16	2.25e-03	4.22e-01	5.72e-01	4.22e-03	3.48e-04	1.91e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.61112e+16	2.42e-03	4.42e-01	5.51e-01	3.48e-03	2.93e-04	1.56e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.93321e+16	2.59e-03	4.65e-01	5.29e-01	2.85e-03	2.44e-04	1.27e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.22308e+16	2.75e-03	4.87e-01	5.07e-01	2.35e-03	2.04e-04	1.03e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.47213e+16	2.90e-03	5.08e-01	4.87e-01	1.97e-03	1.71e-04	8.52e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 7.69017e+16	3.01e-03	5.27e-01	4.68e-01	1.68e-03	1.47e-04	7.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
