#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 3.05689e+13	5.94e-04	1.76e-01	7.34e-01	8.75e-02	1.82e-03	1.08e-05	0.00e+00	0.00e+00
 1.83413e+14	5.95e-04	1.76e-01	7.34e-01	8.75e-02	1.81e-03	1.08e-05	0.00e+00	0.00e+00
 7.94792e+14	5.97e-04	1.76e-01	7.35e-01	8.73e-02	1.80e-03	1.07e-05	0.00e+00	0.00e+00
 3.24030e+15	6.10e-04	1.76e-01	7.36e-01	8.54e-02	1.72e-03	1.02e-05	0.00e+00	0.00e+00
 7.74005e+15	6.29e-04	1.74e-01	7.40e-01	8.37e-02	1.62e-03	9.49e-06	0.00e+00	0.00e+00
 1.35897e+16	6.53e-04	1.74e-01	7.44e-01	8.03e-02	1.48e-03	8.60e-06	0.00e+00	0.00e+00
 2.11943e+16	6.88e-04	1.75e-01	7.48e-01	7.51e-02	1.30e-03	7.49e-06	0.00e+00	0.00e+00
 3.10802e+16	7.46e-04	1.80e-01	7.51e-01	6.77e-02	1.08e-03	6.15e-06	0.00e+00	0.00e+00
 4.39319e+16	8.52e-04	1.91e-01	7.50e-01	5.78e-02	8.31e-04	4.63e-06	0.00e+00	0.00e+00
 6.02369e+16	1.05e-03	2.11e-01	7.41e-01	4.63e-02	5.81e-04	3.12e-06	0.00e+00	0.00e+00
 7.46006e+16	1.24e-03	2.31e-01	7.29e-01	3.83e-02	4.31e-04	2.24e-06	0.00e+00	0.00e+00
 8.37911e+16	1.42e-03	2.49e-01	7.16e-01	3.34e-02	3.50e-04	1.77e-06	0.00e+00	0.00e+00
 9.12187e+16	1.60e-03	2.66e-01	7.03e-01	2.99e-02	2.96e-04	1.46e-06	0.00e+00	0.00e+00
 9.94062e+16	1.86e-03	2.89e-01	6.83e-01	2.60e-02	2.40e-04	1.13e-06	0.00e+00	0.00e+00
 1.07949e+17	2.13e-03	3.11e-01	6.63e-01	2.27e-02	1.98e-04	8.99e-07	0.00e+00	0.00e+00
 1.15511e+17	2.42e-03	3.34e-01	6.44e-01	2.01e-02	1.66e-04	0.00e+00	0.00e+00	0.00e+00
 1.23898e+17	2.82e-03	3.62e-01	6.18e-01	1.73e-02	1.35e-04	0.00e+00	0.00e+00	0.00e+00
 1.32806e+17	3.27e-03	3.92e-01	5.90e-01	1.48e-02	1.10e-04	0.00e+00	0.00e+00	0.00e+00
 1.40711e+17	3.77e-03	4.21e-01	5.62e-01	1.27e-02	9.00e-05	0.00e+00	0.00e+00	0.00e+00
 1.47714e+17	4.27e-03	4.49e-01	5.36e-01	1.10e-02	7.54e-05	0.00e+00	0.00e+00	0.00e+00
 1.55223e+17	4.93e-03	4.82e-01	5.04e-01	9.31e-03	6.13e-05	0.00e+00	0.00e+00	0.00e+00
 1.63404e+17	5.76e-03	5.18e-01	4.68e-01	7.66e-03	4.88e-05	0.00e+00	0.00e+00	0.00e+00
 1.70866e+17	6.69e-03	5.54e-01	4.33e-01	6.28e-03	3.89e-05	0.00e+00	0.00e+00	0.00e+00
 1.77734e+17	7.71e-03	5.89e-01	3.98e-01	5.14e-03	3.12e-05	0.00e+00	0.00e+00	0.00e+00
 1.85421e+17	9.12e-03	6.30e-01	3.57e-01	3.99e-03	2.38e-05	0.00e+00	0.00e+00	0.00e+00
 1.93475e+17	1.09e-02	6.73e-01	3.13e-01	2.98e-03	1.75e-05	0.00e+00	0.00e+00	0.00e+00
 2.00104e+17	1.28e-02	7.10e-01	2.75e-01	2.26e-03	1.32e-05	0.00e+00	0.00e+00	0.00e+00
 2.05704e+17	1.48e-02	7.41e-01	2.43e-01	1.74e-03	1.01e-05	0.00e+00	0.00e+00	0.00e+00
