#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 1.53562e+13	7.87e-03	6.60e-01	3.24e-01	7.81e-03	1.91e-04	1.28e-06	0.00e+00	0.00e+00
 9.21370e+13	7.89e-03	6.60e-01	3.24e-01	7.81e-03	1.91e-04	1.28e-06	0.00e+00	0.00e+00
 3.99260e+14	7.95e-03	6.60e-01	3.24e-01	7.81e-03	1.91e-04	1.28e-06	0.00e+00	0.00e+00
 1.62775e+15	8.16e-03	6.61e-01	3.23e-01	7.66e-03	1.87e-04	1.24e-06	0.00e+00	0.00e+00
 3.88818e+15	8.51e-03	6.57e-01	3.26e-01	7.72e-03	1.88e-04	1.24e-06	0.00e+00	0.00e+00
 6.82674e+15	8.95e-03	6.58e-01	3.26e-01	7.51e-03	1.84e-04	1.19e-06	0.00e+00	0.00e+00
 1.06469e+16	9.57e-03	6.63e-01	3.20e-01	7.01e-03	1.74e-04	1.07e-06	0.00e+00	0.00e+00
 1.56130e+16	1.05e-02	6.76e-01	3.07e-01	6.16e-03	1.56e-04	8.91e-07	0.00e+00	0.00e+00
 2.11464e+16	1.16e-02	6.94e-01	2.89e-01	5.21e-03	1.35e-04	0.00e+00	0.00e+00	0.00e+00
 2.63950e+16	1.29e-02	7.14e-01	2.68e-01	4.31e-03	1.16e-04	0.00e+00	0.00e+00	0.00e+00
 3.15577e+16	1.45e-02	7.39e-01	2.43e-01	3.43e-03	9.49e-05	0.00e+00	0.00e+00	0.00e+00
 3.71149e+16	1.66e-02	7.69e-01	2.12e-01	2.56e-03	7.34e-05	0.00e+00	0.00e+00	0.00e+00
 4.28378e+16	1.92e-02	7.98e-01	1.81e-01	1.86e-03	5.48e-05	0.00e+00	0.00e+00	0.00e+00
 4.81035e+16	2.21e-02	8.24e-01	1.52e-01	1.33e-03	4.01e-05	0.00e+00	0.00e+00	0.00e+00
 5.27325e+16	2.54e-02	8.46e-01	1.27e-01	9.59e-04	2.91e-05	0.00e+00	0.00e+00	0.00e+00
 5.69370e+16	2.91e-02	8.64e-01	1.06e-01	6.96e-04	2.11e-05	0.00e+00	0.00e+00	0.00e+00
 6.09815e+16	3.36e-02	8.80e-01	8.64e-02	5.00e-04	1.48e-05	0.00e+00	0.00e+00	0.00e+00
 6.49644e+16	3.92e-02	8.91e-01	6.90e-02	3.53e-04	1.01e-05	0.00e+00	0.00e+00	0.00e+00
 6.87235e+16	4.61e-02	8.99e-01	5.42e-02	2.51e-04	6.72e-06	0.00e+00	0.00e+00	0.00e+00
 7.19992e+16	5.38e-02	9.03e-01	4.28e-02	1.83e-04	4.53e-06	0.00e+00	0.00e+00	0.00e+00
 7.47469e+16	6.20e-02	9.03e-01	3.44e-02	1.40e-04	3.15e-06	0.00e+00	0.00e+00	0.00e+00
 7.71457e+16	7.10e-02	9.01e-01	2.78e-02	1.09e-04	2.23e-06	0.00e+00	0.00e+00	0.00e+00
 7.93600e+16	8.10e-02	8.96e-01	2.26e-02	8.76e-05	1.59e-06	0.00e+00	0.00e+00	0.00e+00
 8.14572e+16	9.24e-02	8.89e-01	1.82e-02	7.09e-05	1.13e-06	0.00e+00	0.00e+00	0.00e+00
 8.34492e+16	1.05e-01	8.80e-01	1.47e-02	5.81e-05	8.06e-07	0.00e+00	0.00e+00	0.00e+00
 8.53262e+16	1.20e-01	8.68e-01	1.19e-02	4.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.71002e+16	1.36e-01	8.54e-01	9.58e-03	4.06e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.87689e+16	1.53e-01	8.39e-01	7.77e-03	3.47e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.02777e+16	1.71e-01	8.22e-01	6.39e-03	3.01e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
