#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 1.44467e+18	4.75e-01	5.25e-01	2.74e-04	1.84e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44508e+18	4.88e-01	5.12e-01	2.57e-04	1.77e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44549e+18	5.01e-01	4.99e-01	2.41e-04	1.70e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44593e+18	5.15e-01	4.85e-01	2.26e-04	1.64e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44638e+18	5.29e-01	4.71e-01	2.12e-04	1.56e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44683e+18	5.42e-01	4.58e-01	2.01e-04	1.50e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44727e+18	5.54e-01	4.45e-01	1.91e-04	1.44e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44771e+18	5.66e-01	4.34e-01	1.82e-04	1.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44820e+18	5.78e-01	4.22e-01	1.73e-04	1.34e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44880e+18	5.93e-01	4.07e-01	1.64e-04	1.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.44946e+18	6.06e-01	3.94e-01	1.57e-04	1.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45010e+18	6.18e-01	3.82e-01	1.50e-04	1.17e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45077e+18	6.29e-01	3.71e-01	1.45e-04	1.13e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45154e+18	6.38e-01	3.61e-01	1.40e-04	1.09e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45249e+18	6.49e-01	3.51e-01	1.36e-04	1.05e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45350e+18	6.59e-01	3.41e-01	1.31e-04	1.01e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45449e+18	6.65e-01	3.34e-01	1.29e-04	9.93e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45546e+18	6.71e-01	3.29e-01	1.27e-04	9.72e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45642e+18	6.75e-01	3.25e-01	1.25e-04	9.58e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45738e+18	6.78e-01	3.22e-01	1.24e-04	9.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45847e+18	6.81e-01	3.19e-01	1.23e-04	9.32e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.45989e+18	6.86e-01	3.14e-01	1.21e-04	9.17e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.46174e+18	6.90e-01	3.10e-01	1.20e-04	9.00e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.46414e+18	6.95e-01	3.05e-01	1.18e-04	8.80e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.46727e+18	7.00e-01	2.99e-01	1.16e-04	8.60e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.47133e+18	7.07e-01	2.92e-01	1.14e-04	8.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.47661e+18	7.16e-01	2.84e-01	1.11e-04	8.03e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.48347e+18	7.27e-01	2.73e-01	1.07e-04	7.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.49239e+18	7.41e-01	2.58e-01	1.02e-04	7.10e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.50399e+18	7.58e-01	2.42e-01	9.70e-05	6.51e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.51753e+18	7.77e-01	2.22e-01	9.10e-05	5.84e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.53072e+18	7.95e-01	2.05e-01	8.60e-05	5.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.54253e+18	8.06e-01	1.94e-01	8.22e-05	4.87e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.55395e+18	8.19e-01	1.80e-01	7.83e-05	4.44e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.56580e+18	8.33e-01	1.66e-01	7.44e-05	4.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.57766e+18	8.47e-01	1.53e-01	7.13e-05	3.61e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.58873e+18	8.59e-01	1.41e-01	6.79e-05	3.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.59924e+18	8.69e-01	1.31e-01	6.48e-05	2.96e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.60986e+18	8.80e-01	1.20e-01	6.17e-05	2.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.62059e+18	8.91e-01	1.09e-01	5.85e-05	2.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.62846e+18	8.98e-01	1.02e-01	5.61e-05	2.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.63244e+18	8.98e-01	1.02e-01	5.56e-05	2.15e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.63584e+18	9.00e-01	1.00e-01	5.50e-05	2.11e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.64025e+18	9.05e-01	9.54e-02	5.35e-05	1.99e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.64474e+18	9.09e-01	9.06e-02	5.20e-05	1.87e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.64819e+18	9.11e-01	8.86e-02	5.13e-05	1.82e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.65153e+18	9.13e-01	8.66e-02	5.05e-05	1.76e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.65587e+18	9.18e-01	8.17e-02	4.90e-05	1.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.65985e+18	9.22e-01	7.76e-02	4.76e-05	1.54e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.66243e+18	9.23e-01	7.68e-02	4.72e-05	1.52e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.66486e+18	9.24e-01	7.58e-02	4.67e-05	1.49e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.66802e+18	9.27e-01	7.25e-02	4.56e-05	1.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.67116e+18	9.31e-01	6.92e-02	4.44e-05	1.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.67338e+18	9.32e-01	6.81e-02	4.40e-05	1.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.67538e+18	9.32e-01	6.75e-02	4.35e-05	1.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.67797e+18	9.33e-01	6.66e-02	4.31e-05	1.27e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.68134e+18	9.36e-01	6.39e-02	4.22e-05	1.21e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.68470e+18	9.39e-01	6.09e-02	4.11e-05	1.14e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.68707e+18	9.40e-01	6.00e-02	4.07e-05	1.12e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.68918e+18	9.41e-01	5.94e-02	4.03e-05	1.10e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.69191e+18	9.43e-01	5.68e-02	3.93e-05	1.05e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.69447e+18	9.46e-01	5.44e-02	3.84e-05	9.92e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.69617e+18	9.46e-01	5.38e-02	3.80e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.69777e+18	9.47e-01	5.34e-02	3.77e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.69984e+18	9.48e-01	5.19e-02	3.72e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.70207e+18	9.51e-01	4.94e-02	3.62e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.70377e+18	9.52e-01	4.85e-02	3.57e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.70516e+18	9.52e-01	4.81e-02	3.54e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.70691e+18	9.54e-01	4.64e-02	3.47e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.70867e+18	9.56e-01	4.44e-02	3.39e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.70990e+18	9.56e-01	4.39e-02	3.36e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71098e+18	9.56e-01	4.36e-02	3.33e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71238e+18	9.57e-01	4.27e-02	3.30e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71398e+18	9.60e-01	4.02e-02	3.18e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71517e+18	9.60e-01	3.95e-02	3.15e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71601e+18	9.61e-01	3.94e-02	3.13e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71711e+18	9.61e-01	3.87e-02	3.09e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71845e+18	9.63e-01	3.65e-02	2.99e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.71952e+18	9.65e-01	3.52e-02	2.93e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72012e+18	9.65e-01	3.52e-02	2.91e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72070e+18	9.65e-01	3.51e-02	2.90e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72146e+18	9.65e-01	3.45e-02	2.87e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72244e+18	9.67e-01	3.32e-02	2.81e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72341e+18	9.69e-01	3.14e-02	2.71e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72403e+18	9.69e-01	3.11e-02	2.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72453e+18	9.69e-01	3.10e-02	2.67e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72518e+18	9.70e-01	3.04e-02	2.64e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.72603e+18	9.72e-01	2.83e-02	2.52e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
