#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 4.52204e+17	1.70e-03	2.72e-01	7.02e-01	2.36e-02	2.09e-04	1.95e-06	0.00e+00	0.00e+00
 4.62010e+17	1.97e-03	2.95e-01	6.81e-01	2.12e-02	1.88e-04	1.62e-06	0.00e+00	0.00e+00
 4.70649e+17	2.26e-03	3.18e-01	6.60e-01	1.90e-02	1.70e-04	1.35e-06	0.00e+00	0.00e+00
 4.80300e+17	2.66e-03	3.47e-01	6.34e-01	1.66e-02	1.51e-04	1.08e-06	0.00e+00	0.00e+00
 4.90908e+17	3.20e-03	3.82e-01	6.01e-01	1.41e-02	1.30e-04	8.29e-07	0.00e+00	0.00e+00
 5.00331e+17	3.81e-03	4.17e-01	5.67e-01	1.19e-02	1.12e-04	0.00e+00	0.00e+00	0.00e+00
 5.08238e+17	4.43e-03	4.49e-01	5.36e-01	1.02e-02	9.74e-05	0.00e+00	0.00e+00	0.00e+00
 5.16604e+17	5.25e-03	4.87e-01	4.99e-01	8.48e-03	8.22e-05	0.00e+00	0.00e+00	0.00e+00
 5.25653e+17	6.35e-03	5.32e-01	4.55e-01	6.75e-03	6.70e-05	0.00e+00	0.00e+00	0.00e+00
 5.33432e+17	7.53e-03	5.73e-01	4.14e-01	5.42e-03	5.49e-05	0.00e+00	0.00e+00	0.00e+00
 5.40010e+17	8.76e-03	6.10e-01	3.77e-01	4.38e-03	4.53e-05	0.00e+00	0.00e+00	0.00e+00
 5.47185e+17	1.04e-02	6.51e-01	3.35e-01	3.38e-03	3.60e-05	0.00e+00	0.00e+00	0.00e+00
 5.54971e+17	1.25e-02	6.97e-01	2.88e-01	2.46e-03	2.69e-05	0.00e+00	0.00e+00	0.00e+00
 5.61663e+17	1.50e-02	7.38e-01	2.45e-01	1.78e-03	2.01e-05	0.00e+00	0.00e+00	0.00e+00
 5.66750e+17	1.72e-02	7.68e-01	2.13e-01	1.35e-03	1.56e-05	0.00e+00	0.00e+00	0.00e+00
 5.70751e+17	1.92e-02	7.91e-01	1.89e-01	1.07e-03	1.26e-05	0.00e+00	0.00e+00	0.00e+00
 5.75062e+17	2.17e-02	8.14e-01	1.63e-01	8.23e-04	9.89e-06	0.00e+00	0.00e+00	0.00e+00
 5.79735e+17	2.50e-02	8.37e-01	1.37e-01	6.00e-04	7.36e-06	0.00e+00	0.00e+00	0.00e+00
 5.83707e+17	2.83e-02	8.55e-01	1.16e-01	4.45e-04	5.56e-06	0.00e+00	0.00e+00	0.00e+00
 5.86903e+17	3.14e-02	8.68e-01	9.98e-02	3.45e-04	4.36e-06	0.00e+00	0.00e+00	0.00e+00
 5.89817e+17	3.47e-02	8.79e-01	8.63e-02	2.70e-04	3.45e-06	0.00e+00	0.00e+00	0.00e+00
 5.93159e+17	3.90e-02	8.89e-01	7.20e-02	2.01e-04	2.59e-06	0.00e+00	0.00e+00	0.00e+00
 5.96639e+17	4.44e-02	8.97e-01	5.85e-02	1.45e-04	1.87e-06	0.00e+00	0.00e+00	0.00e+00
 5.99435e+17	4.96e-02	9.02e-01	4.87e-02	1.10e-04	1.40e-06	0.00e+00	0.00e+00	0.00e+00
 6.01718e+17	5.45e-02	9.04e-01	4.15e-02	8.73e-05	1.10e-06	0.00e+00	0.00e+00	0.00e+00
 6.04200e+17	6.05e-02	9.05e-01	3.46e-02	6.78e-05	8.35e-07	0.00e+00	0.00e+00	0.00e+00
 6.06939e+17	6.85e-02	9.04e-01	2.78e-02	5.09e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.09361e+17	7.70e-02	9.00e-01	2.25e-02	3.92e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.11407e+17	8.55e-02	8.96e-01	1.86e-02	3.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.13613e+17	9.58e-02	8.89e-01	1.50e-02	2.52e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.16041e+17	1.10e-01	8.79e-01	1.16e-02	1.96e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.18186e+17	1.25e-01	8.66e-01	9.04e-03	1.58e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.19942e+17	1.39e-01	8.54e-01	7.28e-03	1.33e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.21449e+17	1.53e-01	8.41e-01	5.99e-03	1.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.22871e+17	1.68e-01	8.27e-01	4.94e-03	1.02e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.24247e+17	1.84e-01	8.12e-01	4.06e-03	9.05e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.25514e+17	2.01e-01	7.95e-01	3.35e-03	8.10e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.26439e+17	2.15e-01	7.82e-01	2.89e-03	7.47e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.27005e+17	2.23e-01	7.74e-01	2.65e-03	7.16e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.27550e+17	2.31e-01	7.66e-01	2.44e-03	6.86e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.28259e+17	2.43e-01	7.54e-01	2.16e-03	6.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.29032e+17	2.58e-01	7.41e-01	1.89e-03	6.04e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.29702e+17	2.70e-01	7.28e-01	1.68e-03	5.70e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.30271e+17	2.82e-01	7.17e-01	1.52e-03	5.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.30839e+17	2.93e-01	7.05e-01	1.37e-03	5.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.31464e+17	3.07e-01	6.92e-01	1.21e-03	4.90e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.32099e+17	3.22e-01	6.77e-01	1.07e-03	4.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.32684e+17	3.36e-01	6.63e-01	9.56e-04	4.40e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.33227e+17	3.49e-01	6.50e-01	8.57e-04	4.19e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.33772e+17	3.63e-01	6.36e-01	7.66e-04	3.99e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.34340e+17	3.78e-01	6.21e-01	6.80e-04	3.79e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.34906e+17	3.94e-01	6.06e-01	6.02e-04	3.59e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.35442e+17	4.09e-01	5.90e-01	5.35e-04	3.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.35958e+17	4.24e-01	5.76e-01	4.77e-04	3.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.36478e+17	4.39e-01	5.60e-01	4.23e-04	3.08e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.37010e+17	4.56e-01	5.44e-01	3.75e-04	2.92e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.37533e+17	4.72e-01	5.28e-01	3.31e-04	2.77e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.38035e+17	4.88e-01	5.12e-01	2.94e-04	2.63e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.38528e+17	5.04e-01	4.96e-01	2.61e-04	2.50e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.39029e+17	5.20e-01	4.79e-01	2.31e-04	2.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.39535e+17	5.37e-01	4.63e-01	2.04e-04	2.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.40030e+17	5.54e-01	4.46e-01	1.80e-04	2.12e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.40513e+17	5.70e-01	4.30e-01	1.60e-04	2.00e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.40995e+17	5.86e-01	4.14e-01	1.42e-04	1.90e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.41485e+17	6.03e-01	3.97e-01	1.25e-04	1.79e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.41951e+17	6.18e-01	3.82e-01	1.12e-04	1.69e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.42390e+17	6.33e-01	3.67e-01	9.98e-05	1.60e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.42850e+17	6.48e-01	3.52e-01	8.90e-05	1.52e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.43331e+17	6.64e-01	3.36e-01	7.89e-05	1.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.43792e+17	6.79e-01	3.21e-01	7.04e-05	1.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.44223e+17	6.92e-01	3.07e-01	6.34e-05	1.27e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.44654e+17	7.06e-01	2.94e-01	5.72e-05	1.20e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.45093e+17	7.19e-01	2.81e-01	5.16e-05	1.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.45533e+17	7.33e-01	2.67e-01	4.66e-05	1.07e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.45974e+17	7.46e-01	2.54e-01	4.20e-05	9.99e-07	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.46420e+17	7.59e-01	2.41e-01	3.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.46883e+17	7.72e-01	2.28e-01	3.46e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.47316e+17	7.83e-01	2.17e-01	3.17e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.47713e+17	7.94e-01	2.06e-01	2.92e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.48160e+17	8.05e-01	1.95e-01	2.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.48648e+17	8.17e-01	1.83e-01	2.45e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.49073e+17	8.27e-01	1.73e-01	2.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.49471e+17	8.36e-01	1.64e-01	2.13e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.49933e+17	8.46e-01	1.54e-01	1.98e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.50446e+17	8.57e-01	1.43e-01	1.83e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.50938e+17	8.67e-01	1.33e-01	1.71e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.51397e+17	8.75e-01	1.25e-01	1.61e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.51877e+17	8.83e-01	1.17e-01	1.51e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.52414e+17	8.92e-01	1.08e-01	1.42e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.53015e+17	9.01e-01	9.94e-02	1.33e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.53623e+17	9.09e-01	9.15e-02	1.25e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.54200e+17	9.15e-01	8.48e-02	1.19e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.54808e+17	9.22e-01	7.85e-02	1.13e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.55319e+17	9.26e-01	7.37e-02	1.09e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.55642e+17	9.28e-01	7.22e-02	1.07e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.55956e+17	9.30e-01	6.95e-02	1.05e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.56318e+17	9.33e-01	6.72e-02	1.03e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.56712e+17	9.36e-01	6.38e-02	9.95e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.57092e+17	9.38e-01	6.17e-02	9.78e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.57459e+17	9.41e-01	5.91e-02	9.53e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.57832e+17	9.43e-01	5.73e-02	9.38e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.58244e+17	9.45e-01	5.48e-02	9.14e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.58665e+17	9.48e-01	5.24e-02	8.93e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.59014e+17	9.49e-01	5.12e-02	8.82e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.59385e+17	9.50e-01	5.00e-02	8.71e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.59844e+17	9.53e-01	4.74e-02	8.47e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.60280e+17	9.54e-01	4.63e-02	8.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.60709e+17	9.54e-01	4.60e-02	8.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.61268e+17	9.56e-01	4.39e-02	8.15e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.61863e+17	9.58e-01	4.24e-02	8.03e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.62425e+17	9.59e-01	4.06e-02	7.83e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.62938e+17	9.61e-01	3.95e-02	7.73e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.63420e+17	9.61e-01	3.86e-02	7.65e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.64001e+17	9.63e-01	3.67e-02	7.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.64576e+17	9.65e-01	3.48e-02	7.27e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.64990e+17	9.66e-01	3.43e-02	7.20e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.65375e+17	9.66e-01	3.37e-02	7.14e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.65875e+17	9.68e-01	3.22e-02	6.98e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.66357e+17	9.69e-01	3.05e-02	6.82e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.66693e+17	9.70e-01	3.01e-02	6.76e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.67012e+17	9.70e-01	2.97e-02	6.71e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.67426e+17	9.72e-01	2.84e-02	6.56e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.67829e+17	9.73e-01	2.69e-02	6.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.68108e+17	9.73e-01	2.65e-02	6.36e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.68360e+17	9.74e-01	2.62e-02	6.31e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.68688e+17	9.74e-01	2.55e-02	6.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.69062e+17	9.76e-01	2.36e-02	6.01e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.69337e+17	9.77e-01	2.30e-02	5.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.69522e+17	9.77e-01	2.29e-02	5.90e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.69749e+17	9.78e-01	2.24e-02	5.85e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.70045e+17	9.79e-01	2.13e-02	5.71e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.70319e+17	9.80e-01	1.95e-02	5.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.70474e+17	9.81e-01	1.93e-02	5.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.70582e+17	9.81e-01	1.92e-02	5.40e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.70723e+17	9.81e-01	1.90e-02	5.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.70906e+17	9.81e-01	1.86e-02	5.32e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71144e+17	9.83e-01	1.69e-02	5.08e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71339e+17	9.86e-01	1.36e-02	4.54e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71414e+17	9.86e-01	1.35e-02	4.50e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71451e+17	9.87e-01	1.34e-02	4.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71500e+17	9.87e-01	1.34e-02	4.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71562e+17	9.87e-01	1.33e-02	4.44e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71644e+17	9.87e-01	1.31e-02	4.41e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71750e+17	9.87e-01	1.29e-02	4.37e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.71887e+17	9.94e-01	5.98e-03	2.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72036e+17	9.95e-01	5.24e-03	2.16e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72171e+17	9.95e-01	4.88e-03	2.03e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72294e+17	9.95e-01	4.72e-03	1.97e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72406e+17	9.95e-01	4.62e-03	1.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72508e+17	9.95e-01	4.54e-03	1.90e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72619e+17	9.96e-01	4.46e-03	1.87e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72765e+17	9.96e-01	4.28e-03	1.81e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.72921e+17	9.96e-01	4.05e-03	1.73e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73064e+17	9.96e-01	3.95e-03	1.69e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73194e+17	9.96e-01	3.86e-03	1.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73312e+17	9.96e-01	3.79e-03	1.63e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73441e+17	9.96e-01	3.72e-03	1.60e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73581e+17	9.96e-01	3.59e-03	1.55e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73708e+17	9.96e-01	3.52e-03	1.53e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73847e+17	9.97e-01	3.45e-03	1.50e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.73997e+17	9.97e-01	3.31e-03	1.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.74134e+17	9.97e-01	3.24e-03	1.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.74284e+17	9.97e-01	3.17e-03	1.40e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.74446e+17	9.97e-01	3.03e-03	1.35e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.74593e+17	9.97e-01	2.96e-03	1.33e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.74727e+17	9.97e-01	2.90e-03	1.30e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.74874e+17	9.97e-01	2.83e-03	1.27e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.75033e+17	9.97e-01	2.72e-03	1.23e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.75177e+17	9.97e-01	2.65e-03	1.21e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.75309e+17	9.97e-01	2.60e-03	1.19e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.75428e+17	9.97e-01	2.55e-03	1.17e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.75537e+17	9.97e-01	2.52e-03	1.16e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 6.75656e+17	9.98e-01	2.46e-03	1.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00	0.00e+00
###########################
 5.23712e+13	2.81e-05	2.83e-02	6.67e-01	2.87e-01	1.73e-02	4.32e-04	0.00e+00	0.00e+00
 3.14227e+14	2.81e-05	2.83e-02	6.67e-01	2.87e-01	1.72e-02	4.30e-04	7.27e-08	0.00e+00
 1.36165e+15	2.81e-05	2.82e-02	6.68e-01	2.86e-01	1.71e-02	4.25e-04	0.00e+00	0.00e+00
 5.55135e+15	2.83e-05	2.81e-02	6.73e-01	2.82e-01	1.64e-02	4.04e-04	0.00e+00	0.00e+00
