#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 4.17770e+12	3.90e-02	9.10e-01	5.10e-02	2.51e-04	3.50e-06	0.00e+00	0.00e+00	0.00e+00
 2.50662e+13	3.91e-02	9.10e-01	5.11e-02	2.51e-04	3.50e-06	0.00e+00	0.00e+00	0.00e+00
 1.08620e+14	3.93e-02	9.09e-01	5.10e-02	2.51e-04	3.50e-06	0.00e+00	0.00e+00	0.00e+00
 4.42836e+14	4.02e-02	9.09e-01	5.06e-02	2.48e-04	3.45e-06	0.00e+00	0.00e+00	0.00e+00
 1.05779e+15	4.15e-02	9.07e-01	5.16e-02	2.56e-04	3.57e-06	0.00e+00	0.00e+00	0.00e+00
 1.85724e+15	4.32e-02	9.05e-01	5.12e-02	2.54e-04	3.53e-06	0.00e+00	0.00e+00	0.00e+00
 2.89651e+15	4.54e-02	9.05e-01	4.98e-02	2.43e-04	3.36e-06	0.00e+00	0.00e+00	0.00e+00
 4.24757e+15	4.82e-02	9.04e-01	4.72e-02	2.22e-04	3.06e-06	0.00e+00	0.00e+00	0.00e+00
 5.79349e+15	5.13e-02	9.04e-01	4.41e-02	1.98e-04	2.72e-06	0.00e+00	0.00e+00	0.00e+00
 7.31571e+15	5.46e-02	9.05e-01	4.06e-02	1.73e-04	2.35e-06	0.00e+00	0.00e+00	0.00e+00
 8.91231e+15	5.86e-02	9.05e-01	3.64e-02	1.45e-04	1.94e-06	0.00e+00	0.00e+00	0.00e+00
 1.07596e+16	6.40e-02	9.04e-01	3.15e-02	1.15e-04	1.50e-06	0.00e+00	0.00e+00	0.00e+00
 1.28668e+16	7.14e-02	9.02e-01	2.61e-02	8.73e-05	1.08e-06	0.00e+00	0.00e+00	0.00e+00
 1.50675e+16	8.10e-02	8.98e-01	2.10e-02	6.42e-05	7.44e-07	0.00e+00	0.00e+00	0.00e+00
 1.70917e+16	9.22e-02	8.91e-01	1.68e-02	4.79e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.88808e+16	1.05e-01	8.82e-01	1.35e-02	3.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.06658e+16	1.21e-01	8.69e-01	1.06e-02	2.82e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.24574e+16	1.40e-01	8.52e-01	8.28e-03	2.18e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.39784e+16	1.60e-01	8.34e-01	6.63e-03	1.76e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51738e+16	1.77e-01	8.17e-01	5.53e-03	1.50e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.61906e+16	1.93e-01	8.02e-01	4.73e-03	1.31e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.71763e+16	2.11e-01	7.85e-01	4.04e-03	1.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.81803e+16	2.29e-01	7.67e-01	3.45e-03	1.03e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.91565e+16	2.49e-01	7.49e-01	2.95e-03	9.15e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.00629e+16	2.67e-01	7.30e-01	2.54e-03	8.25e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.09217e+16	2.86e-01	7.12e-01	2.21e-03	7.50e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.17724e+16	3.05e-01	6.93e-01	1.92e-03	6.86e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.24722e+16	3.20e-01	6.79e-01	1.73e-03	6.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
