#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 6.38166e+12	3.45e-02	9.24e-01	4.11e-02	1.28e-04	1.29e-06	0.00e+00	0.00e+00	0.00e+00
 3.82900e+13	3.46e-02	9.24e-01	4.11e-02	1.28e-04	1.28e-06	0.00e+00	0.00e+00	0.00e+00
 1.65923e+14	3.49e-02	9.24e-01	4.09e-02	1.27e-04	1.28e-06	0.00e+00	0.00e+00	0.00e+00
 6.76456e+14	3.59e-02	9.24e-01	4.00e-02	1.23e-04	1.23e-06	0.00e+00	0.00e+00	0.00e+00
 1.61584e+15	3.79e-02	9.23e-01	3.94e-02	1.21e-04	1.21e-06	0.00e+00	0.00e+00	0.00e+00
 2.83703e+15	4.04e-02	9.22e-01	3.78e-02	1.14e-04	1.13e-06	0.00e+00	0.00e+00	0.00e+00
 4.42459e+15	4.37e-02	9.21e-01	3.50e-02	1.02e-04	1.01e-06	0.00e+00	0.00e+00	0.00e+00
 6.47089e+15	4.84e-02	9.20e-01	3.11e-02	8.58e-05	8.33e-07	0.00e+00	0.00e+00	0.00e+00
 8.67517e+15	5.35e-02	9.19e-01	2.72e-02	7.07e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.06915e+16	5.89e-02	9.18e-01	2.34e-02	5.74e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.25185e+16	6.46e-02	9.15e-01	2.01e-02	4.63e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.42580e+16	7.10e-02	9.12e-01	1.71e-02	3.72e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.60484e+16	7.89e-02	9.07e-01	1.41e-02	2.92e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.79126e+16	8.92e-02	8.99e-01	1.13e-02	2.23e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.97946e+16	1.02e-01	8.89e-01	8.84e-03	1.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15253e+16	1.18e-01	8.75e-01	6.86e-03	1.28e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
