#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 2.66952e+13	6.62e-04	1.95e-01	7.35e-01	6.82e-02	1.02e-03	6.69e-06	0.00e+00	0.00e+00
 1.60171e+14	6.63e-04	1.95e-01	7.35e-01	6.82e-02	1.02e-03	6.67e-06	0.00e+00	0.00e+00
 6.94076e+14	6.66e-04	1.95e-01	7.36e-01	6.80e-02	1.01e-03	6.62e-06	0.00e+00	0.00e+00
 2.82970e+15	6.81e-04	1.96e-01	7.36e-01	6.65e-02	9.70e-04	6.34e-06	0.00e+00	0.00e+00
 6.75924e+15	7.05e-04	1.95e-01	7.38e-01	6.49e-02	9.10e-04	5.97e-06	0.00e+00	0.00e+00
 1.18676e+16	7.34e-04	1.95e-01	7.41e-01	6.21e-02	8.33e-04	5.48e-06	0.00e+00	0.00e+00
 1.85086e+16	7.76e-04	1.97e-01	7.43e-01	5.79e-02	7.36e-04	4.86e-06	0.00e+00	0.00e+00
 2.71418e+16	8.43e-04	2.03e-01	7.44e-01	5.21e-02	6.19e-04	4.09e-06	0.00e+00	0.00e+00
 3.83649e+16	9.59e-04	2.14e-01	7.40e-01	4.47e-02	4.88e-04	3.20e-06	0.00e+00	0.00e+00
 5.29550e+16	1.17e-03	2.36e-01	7.27e-01	3.59e-02	3.55e-04	2.27e-06	0.00e+00	0.00e+00
 6.68502e+16	1.40e-03	2.58e-01	7.11e-01	2.94e-02	2.68e-04	1.66e-06	0.00e+00	0.00e+00
 7.68033e+16	1.62e-03	2.79e-01	6.94e-01	2.53e-02	2.19e-04	1.31e-06	0.00e+00	0.00e+00
 8.50882e+16	1.84e-03	2.98e-01	6.78e-01	2.23e-02	1.86e-04	1.07e-06	0.00e+00	0.00e+00
 9.42430e+16	2.13e-03	3.23e-01	6.56e-01	1.93e-02	1.54e-04	8.49e-07	0.00e+00	0.00e+00
 1.03956e+17	2.49e-03	3.50e-01	6.31e-01	1.66e-02	1.27e-04	0.00e+00	0.00e+00	0.00e+00
 1.12374e+17	2.84e-03	3.75e-01	6.08e-01	1.45e-02	1.09e-04	0.00e+00	0.00e+00	0.00e+00
 1.21296e+17	3.30e-03	4.05e-01	5.79e-01	1.24e-02	9.09e-05	0.00e+00	0.00e+00	0.00e+00
 1.30849e+17	3.85e-03	4.38e-01	5.48e-01	1.06e-02	7.56e-05	0.00e+00	0.00e+00	0.00e+00
 1.38875e+17	4.39e-03	4.67e-01	5.20e-01	9.10e-03	6.44e-05	0.00e+00	0.00e+00	0.00e+00
 1.45735e+17	4.94e-03	4.94e-01	4.93e-01	7.92e-03	5.56e-05	0.00e+00	0.00e+00	0.00e+00
 1.53424e+17	5.68e-03	5.27e-01	4.61e-01	6.66e-03	4.65e-05	0.00e+00	0.00e+00	0.00e+00
 1.61955e+17	6.64e-03	5.64e-01	4.24e-01	5.42e-03	3.78e-05	0.00e+00	0.00e+00	0.00e+00
 1.69876e+17	7.73e-03	6.01e-01	3.87e-01	4.37e-03	3.06e-05	0.00e+00	0.00e+00	0.00e+00
 1.77068e+17	8.94e-03	6.37e-01	3.51e-01	3.51e-03	2.47e-05	0.00e+00	0.00e+00	0.00e+00
 1.83918e+17	1.03e-02	6.71e-01	3.16e-01	2.78e-03	1.97e-05	0.00e+00	0.00e+00	0.00e+00
 1.90683e+17	1.20e-02	7.06e-01	2.80e-01	2.16e-03	1.54e-05	0.00e+00	0.00e+00	0.00e+00
 1.97317e+17	1.40e-02	7.40e-01	2.44e-01	1.63e-03	1.18e-05	0.00e+00	0.00e+00	0.00e+00
 2.03670e+17	1.65e-02	7.72e-01	2.10e-01	1.20e-03	8.86e-06	0.00e+00	0.00e+00	0.00e+00
 2.09680e+17	1.93e-02	8.02e-01	1.78e-01	8.69e-04	6.53e-06	0.00e+00	0.00e+00	0.00e+00
 2.15190e+17	2.25e-02	8.27e-01	1.49e-01	6.24e-04	4.77e-06	0.00e+00	0.00e+00	0.00e+00
 2.20026e+17	2.60e-02	8.48e-01	1.25e-01	4.49e-04	3.48e-06	0.00e+00	0.00e+00	0.00e+00
 2.24242e+17	2.98e-02	8.65e-01	1.05e-01	3.27e-04	2.58e-06	0.00e+00	0.00e+00	0.00e+00
 2.28012e+17	3.39e-02	8.77e-01	8.86e-02	2.40e-04	1.91e-06	0.00e+00	0.00e+00	0.00e+00
 2.31494e+17	3.85e-02	8.87e-01	7.42e-02	1.76e-04	1.42e-06	0.00e+00	0.00e+00	0.00e+00
