#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 1.24093e+13	8.57e-03	6.59e-01	3.23e-01	9.30e-03	2.25e-04	1.56e-06	0.00e+00	0.00e+00
 7.44559e+13	8.58e-03	6.59e-01	3.23e-01	9.31e-03	2.25e-04	1.56e-06	0.00e+00	0.00e+00
 3.22642e+14	8.60e-03	6.57e-01	3.24e-01	9.36e-03	2.27e-04	1.57e-06	0.00e+00	0.00e+00
 1.31539e+15	8.64e-03	6.53e-01	3.29e-01	9.44e-03	2.29e-04	1.59e-06	0.00e+00	0.00e+00
 3.14204e+15	8.71e-03	6.41e-01	3.41e-01	9.95e-03	2.41e-04	1.70e-06	0.00e+00	0.00e+00
 5.51669e+15	8.92e-03	6.35e-01	3.46e-01	1.01e-02	2.45e-04	1.73e-06	0.00e+00	0.00e+00
 8.60373e+15	9.32e-03	6.36e-01	3.45e-01	9.79e-03	2.38e-04	1.66e-06	0.00e+00	0.00e+00
 1.26169e+16	9.97e-03	6.44e-01	3.37e-01	9.03e-03	2.20e-04	1.47e-06	0.00e+00	0.00e+00
 1.73188e+16	1.09e-02	6.58e-01	3.23e-01	7.98e-03	1.96e-04	1.23e-06	0.00e+00	0.00e+00
 2.20479e+16	1.20e-02	6.78e-01	3.03e-01	6.80e-03	1.69e-04	9.71e-07	0.00e+00	0.00e+00
 2.69439e+16	1.35e-02	7.05e-01	2.76e-01	5.45e-03	1.37e-04	0.00e+00	0.00e+00	0.00e+00
 3.25055e+16	1.57e-02	7.40e-01	2.40e-01	4.03e-03	1.03e-04	0.00e+00	0.00e+00	0.00e+00
 3.80817e+16	1.83e-02	7.75e-01	2.04e-01	2.87e-03	7.42e-05	0.00e+00	0.00e+00	0.00e+00
 4.28348e+16	2.12e-02	8.04e-01	1.73e-01	2.07e-03	5.40e-05	0.00e+00	0.00e+00	0.00e+00
 4.68803e+16	2.42e-02	8.28e-01	1.46e-01	1.51e-03	3.96e-05	0.00e+00	0.00e+00	0.00e+00
 5.06864e+16	2.77e-02	8.49e-01	1.23e-01	1.10e-03	2.87e-05	0.00e+00	0.00e+00	0.00e+00
 5.43924e+16	3.18e-02	8.66e-01	1.01e-01	7.83e-04	2.03e-05	0.00e+00	0.00e+00	0.00e+00
 5.78564e+16	3.67e-02	8.80e-01	8.25e-02	5.61e-04	1.43e-05	0.00e+00	0.00e+00	0.00e+00
 6.11484e+16	4.24e-02	8.91e-01	6.67e-02	4.02e-04	9.89e-06	0.00e+00	0.00e+00	0.00e+00
 6.43361e+16	4.92e-02	8.97e-01	5.32e-02	2.88e-04	6.75e-06	0.00e+00	0.00e+00	0.00e+00
 6.72568e+16	5.71e-02	9.00e-01	4.23e-02	2.10e-04	4.60e-06	0.00e+00	0.00e+00	0.00e+00
 6.98059e+16	6.55e-02	9.00e-01	3.42e-02	1.60e-04	3.23e-06	0.00e+00	0.00e+00	0.00e+00
 7.20773e+16	7.45e-02	8.98e-01	2.78e-02	1.25e-04	2.31e-06	0.00e+00	0.00e+00	0.00e+00
 7.42227e+16	8.47e-02	8.93e-01	2.26e-02	9.92e-05	1.67e-06	0.00e+00	0.00e+00	0.00e+00
 7.63064e+16	9.63e-02	8.85e-01	1.84e-02	7.99e-05	1.20e-06	0.00e+00	0.00e+00	0.00e+00
 7.83262e+16	1.09e-01	8.76e-01	1.48e-02	6.51e-05	8.63e-07	0.00e+00	0.00e+00	0.00e+00
 8.02677e+16	1.24e-01	8.64e-01	1.20e-02	5.38e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.21494e+16	1.41e-01	8.50e-01	9.65e-03	4.51e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.39324e+16	1.58e-01	8.34e-01	7.83e-03	3.84e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.55405e+16	1.76e-01	8.18e-01	6.46e-03	3.34e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.69925e+16	1.93e-01	8.02e-01	5.41e-03	2.97e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.83711e+16	2.10e-01	7.85e-01	4.56e-03	2.66e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 8.97130e+16	2.28e-01	7.68e-01	3.86e-03	2.40e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.10139e+16	2.47e-01	7.50e-01	3.28e-03	2.18e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.22833e+16	2.66e-01	7.31e-01	2.80e-03	1.99e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.32926e+16	2.81e-01	7.16e-01	2.48e-03	1.86e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.39820e+16	2.91e-01	7.06e-01	2.28e-03	1.78e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.46655e+16	3.02e-01	6.96e-01	2.10e-03	1.70e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.54944e+16	3.16e-01	6.82e-01	1.89e-03	1.61e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.63895e+16	3.30e-01	6.68e-01	1.69e-03	1.51e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.72389e+16	3.44e-01	6.54e-01	1.53e-03	1.44e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.80596e+16	3.58e-01	6.41e-01	1.38e-03	1.36e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.88997e+16	3.72e-01	6.27e-01	1.25e-03	1.30e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 9.97881e+16	3.87e-01	6.12e-01	1.12e-03	1.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.00693e+17	4.02e-01	5.97e-01	1.01e-03	1.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.01585e+17	4.17e-01	5.82e-01	9.05e-04	1.10e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.02495e+17	4.32e-01	5.68e-01	8.18e-04	1.05e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.03461e+17	4.48e-01	5.52e-01	7.32e-04	9.86e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.04456e+17	4.63e-01	5.36e-01	6.58e-04	9.36e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.05442e+17	4.79e-01	5.21e-01	5.92e-04	8.85e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.06463e+17	4.94e-01	5.06e-01	5.34e-04	8.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.07544e+17	5.10e-01	4.90e-01	4.78e-04	7.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 1.08676e+17	5.25e-01	4.74e-01	4.31e-04	7.54e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
