#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 4.11529e+13	6.22e-04	1.64e-01	6.98e-01	1.29e-01	8.60e-03	2.67e-04	0.00e+00	0.00e+00
 2.46918e+14	6.22e-04	1.64e-01	6.98e-01	1.29e-01	8.59e-03	2.67e-04	1.47e-07	0.00e+00
 1.06998e+15	6.22e-04	1.63e-01	6.98e-01	1.29e-01	8.58e-03	2.67e-04	0.00e+00	0.00e+00
 4.36221e+15	6.28e-04	1.62e-01	7.01e-01	1.27e-01	8.39e-03	2.61e-04	0.00e+00	0.00e+00
 1.04199e+16	6.19e-04	1.55e-01	7.08e-01	1.29e-01	8.31e-03	2.64e-04	0.00e+00	0.00e+00
 1.82949e+16	6.24e-04	1.51e-01	7.14e-01	1.26e-01	7.97e-03	2.55e-04	1.40e-07	0.00e+00
 2.85325e+16	6.39e-04	1.49e-01	7.22e-01	1.21e-01	7.43e-03	2.37e-04	0.00e+00	0.00e+00
 4.18413e+16	6.72e-04	1.50e-01	7.30e-01	1.12e-01	6.68e-03	2.10e-04	0.00e+00	0.00e+00
 5.74935e+16	7.28e-04	1.55e-01	7.38e-01	1.01e-01	5.81e-03	1.77e-04	0.00e+00	0.00e+00
 7.33698e+16	8.14e-04	1.65e-01	7.41e-01	8.82e-02	4.97e-03	1.44e-04	0.00e+00	0.00e+00
 8.75724e+16	9.28e-04	1.78e-01	7.40e-01	7.68e-02	4.25e-03	1.15e-04	0.00e+00	0.00e+00
 9.87492e+16	1.05e-03	1.92e-01	7.35e-01	6.78e-02	3.71e-03	9.41e-05	0.00e+00	0.00e+00
 1.07211e+17	1.18e-03	2.06e-01	7.28e-01	6.11e-02	3.33e-03	7.96e-05	0.00e+00	0.00e+00
 1.14574e+17	1.32e-03	2.20e-01	7.20e-01	5.54e-02	3.00e-03	6.76e-05	0.00e+00	0.00e+00
 1.22902e+17	1.52e-03	2.40e-01	7.07e-01	4.88e-02	2.63e-03	5.49e-05	0.00e+00	0.00e+00
