#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 1.89899e+13	8.38e-03	7.17e-01	2.70e-01	4.50e-03	7.15e-05	0.00e+00	0.00e+00	0.00e+00
 1.13939e+14	8.40e-03	7.17e-01	2.70e-01	4.50e-03	7.14e-05	0.00e+00	0.00e+00	0.00e+00
 4.93737e+14	8.44e-03	7.16e-01	2.71e-01	4.50e-03	7.15e-05	0.00e+00	0.00e+00	0.00e+00
 2.01293e+15	8.68e-03	7.17e-01	2.70e-01	4.37e-03	6.99e-05	0.00e+00	0.00e+00	0.00e+00
 4.80824e+15	9.13e-03	7.15e-01	2.71e-01	4.31e-03	6.90e-05	0.00e+00	0.00e+00	0.00e+00
 8.44214e+15	9.83e-03	7.21e-01	2.65e-01	4.02e-03	6.49e-05	0.00e+00	0.00e+00	0.00e+00
 1.31662e+16	1.09e-02	7.34e-01	2.51e-01	3.50e-03	5.79e-05	0.00e+00	0.00e+00	0.00e+00
 1.92495e+16	1.26e-02	7.58e-01	2.27e-01	2.78e-03	4.78e-05	0.00e+00	0.00e+00	0.00e+00
 2.57630e+16	1.46e-02	7.84e-01	1.99e-01	2.11e-03	3.78e-05	0.00e+00	0.00e+00	0.00e+00
 3.16183e+16	1.69e-02	8.10e-01	1.72e-01	1.58e-03	2.95e-05	0.00e+00	0.00e+00	0.00e+00
 3.68119e+16	1.94e-02	8.33e-01	1.47e-01	1.17e-03	2.26e-05	0.00e+00	0.00e+00	0.00e+00
 4.16892e+16	2.22e-02	8.53e-01	1.24e-01	8.57e-04	1.71e-05	0.00e+00	0.00e+00	0.00e+00
 4.64245e+16	2.55e-02	8.71e-01	1.03e-01	6.16e-04	1.25e-05	0.00e+00	0.00e+00	0.00e+00
 5.09412e+16	2.94e-02	8.87e-01	8.36e-02	4.36e-04	8.93e-06	0.00e+00	0.00e+00	0.00e+00
 5.52216e+16	3.40e-02	8.99e-01	6.70e-02	3.05e-04	6.19e-06	0.00e+00	0.00e+00	0.00e+00
 5.91340e+16	3.94e-02	9.07e-01	5.32e-02	2.14e-04	4.22e-06	0.00e+00	0.00e+00	0.00e+00
 6.25568e+16	4.56e-02	9.12e-01	4.22e-02	1.53e-04	2.87e-06	0.00e+00	0.00e+00	0.00e+00
 6.54794e+16	5.24e-02	9.14e-01	3.38e-02	1.13e-04	1.98e-06	0.00e+00	0.00e+00	0.00e+00
 6.81076e+16	6.02e-02	9.13e-01	2.70e-02	8.47e-05	1.36e-06	0.00e+00	0.00e+00	0.00e+00
 7.06445e+16	6.99e-02	9.09e-01	2.12e-02	6.33e-05	9.14e-07	0.00e+00	0.00e+00	0.00e+00
