4.070000000000000000e+02,3.263068533999999854e+00,9.158953699999999865e-02,5.891700800000000404e-01,1.296952464999999943e+00,4.183717630000000076e-01,7.150549379999999733e-01,1.786585553000000104e+00,1.398493943000000073e+00,1.141892055000000017e+00,2.333273269000000205e+00,1.139311320000000044e-01,3.263068533999999854e+00,1.149260920000000041e+01,2.333273269000000205e+00,1.453427140000000117e-01,2.999315699999999946e-02
2.740000000000000000e+02,3.137316499999999841e+00,8.538452500000000278e-02,5.866092440000000297e-01,1.307123862999999941e+00,4.216528589999999910e-01,1.372059163999999942e+00,1.725232923999999946e+00,7.288315450000000251e-01,1.097565341999999999e+00,4.304583853999999654e+00,1.096185679999999996e-01,3.137316499999999841e+00,1.185270487000000017e+01,4.304583852999999571e+00,1.734577140000000128e-01,nan
4.930000000000000000e+02,5.227690649000000356e+00,1.577082180000000111e-01,8.961646490000000354e-01,1.759000117000000030e+00,5.674193929999999941e-01,1.839448446000000015e+00,1.881743297000000092e+00,5.436412210000000078e-01,1.138933363999999893e+00,9.616067441000000215e+00,7.310626500000000361e-02,5.227690649000000356e+00,1.069285954999999966e+01,9.616067449000000877e+00,3.239648110000000192e-01,nan
2.730000000000000000e+02,2.278300075000000202e+00,7.651199999999999668e-02,3.468884190000000034e-01,1.181943731000000053e+00,3.812721709999999931e-01,2.407863814999999796e+00,2.118651035000000071e+00,4.153058800000000161e-01,1.215142881000000008e+00,5.485836309999999827e+00,1.049643769999999976e-01,2.278300075000000202e+00,9.605493402000000458e+00,5.485836306999999579e+00,1.416284120000000091e-01,3.959256800000000159e-02
8.950000000000000000e+02,4.500429924999999720e+00,9.114166499999999671e-02,8.418022929999999793e-01,1.426629734000000038e+00,4.602031400000000105e-01,3.798812039999999723e-01,1.724575474999999969e+00,2.632401891999999854e+00,1.287219842999999919e+00,1.709628737999999926e+00,1.456533879999999948e-01,4.500429924999999720e+00,1.592851740000000049e+01,1.709628737999999926e+00,1.074307300000000055e-02,1.156087870000000045e-01
4.920000000000000000e+02,3.947595446999999869e+00,1.230128890000000003e-01,1.050605121999999891e+00,2.110145816000000174e+00,6.806921989999999978e-01,1.727571726000000085e+00,1.212080408999999914e+00,5.788471680000000230e-01,1.258270642999999911e+00,6.819754277999999559e+00,1.066456789999999932e-01,3.947595446999999869e+00,1.035190618000000029e+01,6.819754271999999951e+00,2.640147440000000234e-01,3.233276399999999995e-02
5.080000000000000000e+02,4.965572719999999940e+00,2.077276110000000064e-01,1.763537284000000094e+00,2.306662728000000051e+00,7.440847510000000442e-01,1.045272264999999923e+00,9.082868090000000283e-01,9.566885419999999751e-01,1.323877350999999924e+00,5.190375446000000004e+00,nan,4.965572719999999940e+00,7.711048360999999574e+00,5.190375448000000169e+00,2.994880400000000109e-01,5.777806600000000292e-02
2.910000000000000000e+02,2.129492148000000196e+00,5.066945400000000266e-02,8.270142670000000251e-01,1.370873334999999971e+00,4.422172050000000021e-01,1.254073729999999998e+00,8.306180170000000418e-01,7.974012820000000445e-01,1.247465983999999972e+00,2.670540161999999995e+00,nan,2.129492148000000196e+00,1.355714140000000079e+01,2.670540160999999912e+00,8.713717299999999832e-02,7.962694200000000611e-02
3.590000000000000000e+02,4.305380773000000438e+00,8.354279100000000513e-02,1.122670346999999902e+00,1.032252895000000059e+00,3.329848049999999948e-01,8.015586660000000307e-01,1.237079532000000093e+00,1.247569321000000064e+00,1.150879218999999898e+00,3.451015266999999831e+00,1.540218770000000015e-01,4.305380773000000438e+00,1.662420528999999902e+01,3.451015266999999831e+00,2.332602820000000132e-01,1.270086440000000039e-01
4.150000000000000000e+02,3.045664503999999884e+00,1.194555100000000009e-01,5.847975149999999900e-01,1.413178958999999901e+00,4.558641800000000077e-01,1.164013726999999943e+00,1.680021538000000092e+00,8.590963980000000388e-01,1.350872073999999978e+00,3.545195290000000110e+00,3.871321800000000063e-02,3.045664503999999884e+00,8.224588557000000577e+00,3.545195290000000110e+00,2.792997900000000061e-02,nan
