#depth	N  1	N  2	N  3	N  4	N  5	N  6	N  7	N  8
 1.91046e+18	2.14e-04	7.09e-02	7.93e-01	1.19e-01	1.55e-02	9.90e-04	2.90e-06	0.00e+00
 1.91956e+18	2.44e-04	7.71e-02	7.94e-01	1.13e-01	1.47e-02	8.79e-04	2.42e-06	0.00e+00
 1.92969e+18	2.83e-04	8.47e-02	7.95e-01	1.06e-01	1.38e-02	7.67e-04	1.98e-06	0.00e+00
 1.94053e+18	3.33e-04	9.40e-02	7.94e-01	9.79e-02	1.29e-02	6.58e-04	1.58e-06	0.00e+00
 1.94973e+18	3.86e-04	1.03e-01	7.92e-01	9.14e-02	1.21e-02	5.74e-04	1.29e-06	0.00e+00
 1.95754e+18	4.40e-04	1.12e-01	7.90e-01	8.60e-02	1.14e-02	5.08e-04	1.07e-06	0.00e+00
 1.96612e+18	5.07e-04	1.22e-01	7.86e-01	8.00e-02	1.07e-02	4.42e-04	8.76e-07	0.00e+00
 1.97565e+18	6.01e-04	1.36e-01	7.80e-01	7.33e-02	9.91e-03	3.74e-04	0.00e+00	0.00e+00
 1.98416e+18	7.00e-04	1.49e-01	7.73e-01	6.76e-02	9.22e-03	3.22e-04	0.00e+00	0.00e+00
 1.99153e+18	8.11e-04	1.63e-01	7.64e-01	6.25e-02	8.57e-03	2.77e-04	0.00e+00	0.00e+00
 1.99858e+18	9.30e-04	1.78e-01	7.55e-01	5.78e-02	8.00e-03	2.40e-04	0.00e+00	0.00e+00
 2.00668e+18	1.10e-03	1.97e-01	7.42e-01	5.24e-02	7.32e-03	2.01e-04	0.00e+00	0.00e+00
 2.01539e+18	1.33e-03	2.20e-01	7.25e-01	4.66e-02	6.58e-03	1.63e-04	0.00e+00	0.00e+00
 2.02282e+18	1.58e-03	2.44e-01	7.07e-01	4.17e-02	5.95e-03	1.34e-04	0.00e+00	0.00e+00
 2.02919e+18	1.83e-03	2.66e-01	6.89e-01	3.77e-02	5.43e-03	1.13e-04	0.00e+00	0.00e+00
 2.03623e+18	2.17e-03	2.93e-01	6.66e-01	3.35e-02	4.87e-03	9.20e-05	0.00e+00	0.00e+00
 2.04538e+18	2.71e-03	3.33e-01	6.32e-01	2.82e-02	4.17e-03	6.92e-05	0.00e+00	0.00e+00
 2.05437e+18	3.49e-03	3.83e-01	5.87e-01	2.30e-02	3.42e-03	4.90e-05	0.00e+00	0.00e+00
 2.06060e+18	4.20e-03	4.22e-01	5.51e-01	1.96e-02	2.94e-03	3.79e-05	0.00e+00	0.00e+00
 2.06517e+18	4.80e-03	4.53e-01	5.22e-01	1.74e-02	2.60e-03	3.10e-05	0.00e+00	0.00e+00
 2.07016e+18	5.55e-03	4.87e-01	4.90e-01	1.51e-02	2.27e-03	2.48e-05	0.00e+00	0.00e+00
 2.07665e+18	6.76e-03	5.35e-01	4.44e-01	1.23e-02	1.84e-03	1.78e-05	0.00e+00	0.00e+00
 2.08336e+18	8.44e-03	5.92e-01	3.89e-01	9.55e-03	1.42e-03	1.20e-05	0.00e+00	0.00e+00
 2.08857e+18	1.02e-02	6.40e-01	3.41e-01	7.66e-03	1.11e-03	8.45e-06	0.00e+00	0.00e+00
 2.09257e+18	1.17e-02	6.76e-01	3.05e-01	6.43e-03	9.11e-04	6.40e-06	0.00e+00	0.00e+00
 2.09680e+18	1.36e-02	7.12e-01	2.68e-01	5.28e-03	7.24e-04	4.68e-06	0.00e+00	0.00e+00
 2.10230e+18	1.65e-02	7.59e-01	2.20e-01	4.03e-03	5.18e-04	3.03e-06	0.00e+00	0.00e+00
 2.10769e+18	2.06e-02	8.05e-01	1.71e-01	2.94e-03	3.39e-04	1.81e-06	0.00e+00	0.00e+00
 2.11145e+18	2.44e-02	8.35e-01	1.38e-01	2.32e-03	2.39e-04	1.21e-06	0.00e+00	0.00e+00
 2.11423e+18	2.76e-02	8.54e-01	1.16e-01	1.95e-03	1.82e-04	9.03e-07	0.00e+00	0.00e+00
 2.11722e+18	3.15e-02	8.71e-01	9.57e-02	1.63e-03	1.35e-04	0.00e+00	0.00e+00	0.00e+00
 2.12058e+18	3.71e-02	8.87e-01	7.42e-02	1.31e-03	9.10e-05	0.00e+00	0.00e+00	0.00e+00
 2.12352e+18	4.36e-02	8.98e-01	5.69e-02	1.07e-03	6.08e-05	0.00e+00	0.00e+00	0.00e+00
 2.12576e+18	4.97e-02	9.04e-01	4.56e-02	9.13e-04	4.35e-05	0.00e+00	0.00e+00	0.00e+00
 2.12760e+18	5.55e-02	9.06e-01	3.76e-02	8.04e-04	3.27e-05	0.00e+00	0.00e+00	0.00e+00
 2.12961e+18	6.27e-02	9.06e-01	3.04e-02	7.02e-04	2.38e-05	0.00e+00	0.00e+00	0.00e+00
 2.13185e+18	7.29e-02	9.03e-01	2.31e-02	5.95e-04	1.60e-05	0.00e+00	0.00e+00	0.00e+00
 2.13380e+18	8.43e-02	8.97e-01	1.77e-02	5.11e-04	1.08e-05	0.00e+00	0.00e+00	0.00e+00
 2.13533e+18	9.50e-02	8.90e-01	1.43e-02	4.53e-04	7.95e-06	0.00e+00	0.00e+00	0.00e+00
 2.13665e+18	1.05e-01	8.82e-01	1.18e-02	4.09e-04	6.05e-06	0.00e+00	0.00e+00	0.00e+00
 2.13794e+18	1.17e-01	8.73e-01	9.66e-03	3.69e-04	4.59e-06	0.00e+00	0.00e+00	0.00e+00
 2.13919e+18	1.30e-01	8.62e-01	7.91e-03	3.33e-04	3.48e-06	0.00e+00	0.00e+00	0.00e+00
 2.14028e+18	1.43e-01	8.50e-01	6.60e-03	3.03e-04	2.71e-06	0.00e+00	0.00e+00	0.00e+00
 2.14121e+18	1.55e-01	8.39e-01	5.66e-03	2.80e-04	2.19e-06	0.00e+00	0.00e+00	0.00e+00
 2.14205e+18	1.66e-01	8.29e-01	4.94e-03	2.62e-04	1.82e-06	0.00e+00	0.00e+00	0.00e+00
 2.14289e+18	1.78e-01	8.18e-01	4.31e-03	2.45e-04	1.52e-06	0.00e+00	0.00e+00	0.00e+00
 2.14359e+18	1.89e-01	8.07e-01	3.82e-03	2.30e-04	1.29e-06	0.00e+00	0.00e+00	0.00e+00
 2.14405e+18	1.96e-01	8.00e-01	3.56e-03	2.22e-04	1.18e-06	0.00e+00	0.00e+00	0.00e+00
 2.14447e+18	2.02e-01	7.94e-01	3.36e-03	2.16e-04	1.09e-06	0.00e+00	0.00e+00	0.00e+00
 2.14499e+18	2.11e-01	7.86e-01	3.10e-03	2.07e-04	9.77e-07	0.00e+00	0.00e+00	0.00e+00
 2.14559e+18	2.21e-01	7.76e-01	2.82e-03	1.97e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14614e+18	2.31e-01	7.67e-01	2.60e-03	1.88e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14661e+18	2.38e-01	7.59e-01	2.43e-03	1.82e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14712e+18	2.47e-01	7.51e-01	2.27e-03	1.76e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14769e+18	2.57e-01	7.40e-01	2.10e-03	1.68e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14828e+18	2.68e-01	7.30e-01	1.94e-03	1.61e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14882e+18	2.77e-01	7.21e-01	1.82e-03	1.55e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14936e+18	2.85e-01	7.13e-01	1.72e-03	1.50e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.14998e+18	2.96e-01	7.03e-01	1.60e-03	1.44e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15066e+18	3.07e-01	6.92e-01	1.50e-03	1.38e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15130e+18	3.16e-01	6.83e-01	1.41e-03	1.34e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15197e+18	3.24e-01	6.74e-01	1.35e-03	1.30e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15278e+18	3.35e-01	6.63e-01	1.26e-03	1.24e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15365e+18	3.45e-01	6.53e-01	1.20e-03	1.20e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15452e+18	3.54e-01	6.45e-01	1.15e-03	1.17e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15552e+18	3.62e-01	6.37e-01	1.10e-03	1.13e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15677e+18	3.71e-01	6.28e-01	1.05e-03	1.10e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15815e+18	3.78e-01	6.21e-01	1.01e-03	1.07e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.15948e+18	3.84e-01	6.15e-01	9.88e-04	1.05e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.16077e+18	3.88e-01	6.11e-01	9.69e-04	1.03e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.16204e+18	3.91e-01	6.08e-01	9.56e-04	1.02e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.16330e+18	3.94e-01	6.05e-01	9.45e-04	1.01e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.16473e+18	3.96e-01	6.03e-01	9.35e-04	1.00e-04	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.16659e+18	3.99e-01	6.00e-01	9.23e-04	9.94e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.16901e+18	4.02e-01	5.97e-01	9.10e-04	9.83e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.17215e+18	4.06e-01	5.93e-01	8.93e-04	9.68e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.17624e+18	4.11e-01	5.88e-01	8.76e-04	9.54e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.18156e+18	4.16e-01	5.83e-01	8.54e-04	9.35e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.18847e+18	4.23e-01	5.76e-01	8.30e-04	9.12e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.19745e+18	4.32e-01	5.67e-01	8.00e-04	8.84e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.20913e+18	4.43e-01	5.56e-01	7.65e-04	8.50e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.22431e+18	4.57e-01	5.42e-01	7.24e-04	8.05e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.24316e+18	4.73e-01	5.26e-01	6.94e-04	7.56e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.26439e+18	4.90e-01	5.09e-01	6.52e-04	7.08e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.28558e+18	5.07e-01	4.92e-01	6.16e-04	6.63e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.30665e+18	5.23e-01	4.76e-01	5.85e-04	6.20e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.32993e+18	5.31e-01	4.68e-01	5.54e-04	5.89e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.35405e+18	5.48e-01	4.52e-01	5.22e-04	5.49e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.37783e+18	5.62e-01	4.37e-01	5.01e-04	5.13e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.40335e+18	5.79e-01	4.21e-01	4.73e-04	4.76e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.43181e+18	5.96e-01	4.04e-01	4.45e-04	4.39e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.45996e+18	6.12e-01	3.87e-01	4.19e-04	4.04e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.48678e+18	6.26e-01	3.73e-01	3.98e-04	3.76e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.51551e+18	6.42e-01	3.58e-01	3.75e-04	3.46e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.54599e+18	6.59e-01	3.41e-01	3.52e-04	3.16e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.57819e+18	6.75e-01	3.25e-01	3.31e-04	2.88e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.61051e+18	6.91e-01	3.09e-01	3.10e-04	2.63e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.64035e+18	7.04e-01	2.96e-01	2.94e-04	2.41e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.67043e+18	7.18e-01	2.82e-01	2.77e-04	2.21e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.70361e+18	7.33e-01	2.66e-01	2.59e-04	1.99e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.73800e+18	7.48e-01	2.51e-01	2.42e-04	1.79e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.77087e+18	7.62e-01	2.38e-01	2.27e-04	1.63e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.80181e+18	7.74e-01	2.26e-01	2.13e-04	1.47e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.83416e+18	7.86e-01	2.14e-01	2.00e-04	1.34e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.86336e+18	7.97e-01	2.02e-01	1.89e-04	1.22e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.88357e+18	8.03e-01	1.97e-01	1.82e-04	1.15e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.90079e+18	8.07e-01	1.92e-01	1.77e-04	1.10e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.92142e+18	8.16e-01	1.84e-01	1.69e-04	1.02e-05	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.94305e+18	8.24e-01	1.76e-01	1.61e-04	9.45e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.96119e+18	8.29e-01	1.71e-01	1.56e-04	8.94e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.97847e+18	8.35e-01	1.65e-01	1.50e-04	8.38e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 2.99684e+18	8.40e-01	1.59e-01	1.44e-04	7.93e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.01509e+18	8.47e-01	1.53e-01	1.38e-04	7.38e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.03145e+18	8.52e-01	1.48e-01	1.34e-04	6.99e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.04679e+18	8.56e-01	1.44e-01	1.29e-04	6.64e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.06431e+18	8.62e-01	1.38e-01	1.24e-04	6.18e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.08147e+18	8.68e-01	1.32e-01	1.19e-04	5.77e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.09489e+18	8.71e-01	1.29e-01	1.16e-04	5.53e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.10825e+18	8.74e-01	1.26e-01	1.13e-04	5.28e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.12492e+18	8.80e-01	1.20e-01	1.08e-04	4.91e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.14078e+18	8.84e-01	1.15e-01	1.04e-04	4.60e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.15268e+18	8.87e-01	1.13e-01	1.01e-04	4.42e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.16405e+18	8.89e-01	1.10e-01	9.84e-05	4.24e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.17830e+18	8.94e-01	1.06e-01	9.46e-05	3.97e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.19264e+18	8.98e-01	1.02e-01	9.11e-05	3.72e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.20366e+18	9.00e-01	9.96e-02	8.91e-05	3.59e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.21456e+18	9.03e-01	9.73e-02	8.68e-05	3.44e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.22841e+18	9.07e-01	9.32e-02	8.33e-05	3.21e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.24146e+18	9.10e-01	8.96e-02	8.04e-05	3.02e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.25067e+18	9.12e-01	8.78e-02	7.87e-05	2.91e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.25955e+18	9.13e-01	8.64e-02	7.71e-05	2.83e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.27109e+18	9.17e-01	8.32e-02	7.45e-05	2.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.28270e+18	9.20e-01	8.00e-02	7.21e-05	2.51e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.29155e+18	9.21e-01	7.85e-02	7.06e-05	2.43e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.30021e+18	9.23e-01	7.69e-02	6.90e-05	2.34e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.31147e+18	9.26e-01	7.37e-02	6.65e-05	2.20e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.32220e+18	9.29e-01	7.09e-02	6.44e-05	2.07e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.32951e+18	9.30e-01	6.98e-02	6.33e-05	2.02e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.33627e+18	9.31e-01	6.88e-02	6.23e-05	1.96e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.34505e+18	9.33e-01	6.65e-02	6.04e-05	1.86e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.35389e+18	9.35e-01	6.46e-02	5.90e-05	1.78e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.36115e+18	9.37e-01	6.32e-02	5.77e-05	1.72e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.36837e+18	9.38e-01	6.18e-02	5.65e-05	1.66e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.37635e+18	9.40e-01	5.97e-02	5.48e-05	1.57e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.38353e+18	9.42e-01	5.82e-02	5.36e-05	1.52e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.38945e+18	9.43e-01	5.74e-02	5.28e-05	1.48e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.39612e+18	9.43e-01	5.67e-02	5.20e-05	1.44e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.40478e+18	9.45e-01	5.46e-02	5.04e-05	1.36e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.41308e+18	9.47e-01	5.26e-02	4.89e-05	1.29e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.41860e+18	9.48e-01	5.18e-02	4.82e-05	1.26e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.42348e+18	9.49e-01	5.13e-02	4.76e-05	1.23e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.42982e+18	9.50e-01	5.00e-02	4.66e-05	1.19e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.43700e+18	9.52e-01	4.81e-02	4.52e-05	1.13e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.44275e+18	9.53e-01	4.71e-02	4.44e-05	1.09e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
 3.44700e+18	9.53e-01	4.65e-02	4.38e-05	1.07e-06	0.00e+00	0.00e+00	0.00e+00	0.00e+00
